Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Сухоложская городская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556					
1	"Число избирателей, внесенных в списки"	37226	2587	973	1837	1443	1283	2440	2510	939	1508	1053	1834	2267	2178	2420	297	1344	890	315	675	303	1075	231	262	1632	757	1009	1602	262	735	222	343					
2	"Число бюллетеней, полученных участковыми комиссиями"	33390	2330	846	1620	1300	1135	2170	2250	870	1355	950	1650	2020	1950	2170	263	1230	805	282	605	278	975	207	234	1470	645	891	1455	232	695	195	312					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15743	1067	319	696	629	562	1089	1032	343	706	519	755	1094	901	980	145	534	324	100	363	118	534	72	125	647	275	386	700	96	418	90	124					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1036	42	38	38	6	13	25	12	10	9	17	26	19	31	38	2	38	30	25	35	7	34	77	24	65	49	47	100	40	19	47	73					
6	Число погашенных бюллетеней	16611	1221	489	886	665	560	1056	1206	517	640	414	869	907	1018	1152	116	658	451	157	207	153	407	58	85	758	321	458	655	96	258	58	115					
7	Число бюллетеней в переносных ящиках для голосования	1036	42	38	38	6	13	25	12	10	9	17	26	19	31	38	2	38	30	25	35	7	34	77	24	65	49	47	100	40	19	47	73					
8	Число бюллетеней в стационарных ящиках для голосования	15742	1067	319	696	629	561	1089	1032	343	706	519	755	1094	901	980	145	534	324	100	363	118	534	72	125	647	275	386	700	96	418	90	124					
9	Число недействительных бюллетеней	419	19	11	9	9	10	16	17	6	17	21	40	19	20	52	2	28	13	2	3	7	14	2	5	16	6	11	24	7	10	2	1					
10	Число действительных бюллетеней	16359	1090	346	725	626	564	1098	1027	347	698	515	741	1094	912	966	145	544	341	123	395	118	554	147	144	696	318	422	776	129	427	135	196					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	346	15	10	10	10	10	15	15	10	10	10	10	15	15	15	6	10	10	10	10	10	10	10	10	15	10	10	15	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	87	7	0	1	9	5	7	4	1	2	0	5	7	2	9	1	1	1	0	0	1	5	0	2	2	0	5	8	0	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	128	3	2	4	3	2	5	4	1	0	0	6	11	5	0	1	1	5	1	6	0	2	1	3	2	35	8	2	0	9	4	2					
14	Число погашенных открепительных удостоверений	259	8	10	9	1	5	8	11	9	8	10	5	8	13	6	5	9	9	10	10	9	5	10	8	13	10	5	7	10	9	10	9					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	199	12	3	13	1	4	6	9	3	10	4	5	9	8	7	4	6	6	4	11	3	12	0	2	16	4	4	22	2	5	2	2					
		1.18%	1.08%	0.84%	1.77%	0.15%	0.69%	0.53%	0.86%	0.84%	1.39%	0.74%	0.64%	0.80%	0.85%	0.68%	2.72%	1.04%	1.69%	3.2%	2.76%	2.4%	2.11%	0.0%	1.34%	2.24%	1.23%	0.92%	2.75%	1.47%	1.14%	1.45%	1.01%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	879	37	16	57	51	44	79	77	19	39	22	47	92	52	64	9	16	8	1	9	2	17	1	4	22	18	17	32	2	16	0	9					
		5.23%	3.33%	4.48%	7.76%	8.03%	7.66%	7.09%	7.37%	5.38%	5.45%	4.10%	6.01%	8.26%	5.57%	6.28%	6.12%	2.79%	2.25%	0.8%	2.26%	1.6%	2.99%	0.67%	2.68%	3.08%	5.55%	3.92%	4.0%	1.47%	3.66%	0.0%	4.56%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	836	56	20	30	19	20	62	53	21	48	32	40	48	49	43	8	35	30	13	17	10	26	4	6	34	18	23	36	2	21	2	10					
		4.98%	5.04%	5.60%	4.08%	2.99%	3.48%	5.56%	5.07%	5.94%	6.71%	5.97%	5.12%	4.31%	5.25%	4.22%	5.44%	6.11%	8.47%	10.4%	4.27%	8.0%	4.57%	2.68%	4.02%	4.77%	5.55%	5.31%	4.5%	1.47%	4.80%	1.45%	5.07%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	645	46	23	37	32	31	39	42	9	21	17	33	66	47	48	1	14	13	1	6	4	20	3	2	13	15	19	29	1	4	5	4					
		3.84%	4.14%	6.44%	5.04%	5.03%	5.40%	3.50%	4.02%	2.54%	2.93%	3.17%	4.22%	5.92%	5.04%	4.71%	0.68%	2.44%	3.67%	0.8%	1.50%	3.2%	3.52%	2.01%	1.34%	1.82%	4.62%	4.38%	3.62%	0.73%	0.91%	3.64%	2.03%					
22	"5. ""За Русь Святую"""	107	4	4	3	4	4	7	3	1	7	6	8	4	5	6	1	4	2	3	1	0	6	3	1	5	3	3	2	1	5	1	0					
		0.63%	0.36%	1.12%	0.40%	0.62%	0.69%	0.62%	0.28%	0.28%	0.97%	1.11%	1.02%	0.35%	0.53%	0.58%	0.68%	0.69%	0.56%	2.4%	0.25%	0.0%	1.05%	2.01%	0.67%	0.70%	0.92%	0.69%	0.25%	0.73%	1.14%	0.72%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	76	4	2	9	0	1	6	4	1	2	1	5	2	4	1	2	4	3	2	2	0	1	2	1	1	2	3	5	0	2	0	4					
		0.45%	0.36%	0.56%	1.22%	0.0%	0.17%	0.53%	0.38%	0.28%	0.27%	0.18%	0.64%	0.17%	0.42%	0.09%	1.36%	0.69%	0.84%	1.6%	0.50%	0.0%	0.17%	1.34%	0.67%	0.14%	0.61%	0.69%	0.62%	0.0%	0.45%	0.0%	2.03%					
24	"7. ""Новый курс - Автомобильная Россия"""	159	11	7	6	12	3	20	17	2	8	1	1	15	6	13	0	4	1	2	3	1	1	2	0	3	6	2	10	0	2	0	0					
		0.94%	0.99%	1.96%	0.81%	1.88%	0.52%	1.79%	1.62%	0.56%	1.11%	0.18%	0.12%	1.34%	0.64%	1.27%	0.0%	0.69%	0.28%	1.6%	0.75%	0.8%	0.17%	1.34%	0.0%	0.42%	1.85%	0.46%	1.25%	0.0%	0.45%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	50	3	0	0	2	1	3	1	0	1	3	2	3	2	3	0	2	3	3	1	1	1	0	5	2	2	1	1	1	3	0	0					
		0.29%	0.27%	0.0%	0.0%	0.31%	0.17%	0.26%	0.09%	0.0%	0.13%	0.55%	0.25%	0.26%	0.21%	0.29%	0.0%	0.34%	0.84%	2.4%	0.25%	0.8%	0.17%	0.0%	3.35%	0.28%	0.61%	0.23%	0.12%	0.73%	0.68%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	54	2	0	1	2	0	7	1	0	4	6	4	1	2	0	0	1	2	1	2	3	2	0	0	1	1	2	8	0	1	0	0					
		0.32%	0.18%	0.0%	0.13%	0.31%	0.0%	0.62%	0.09%	0.0%	0.55%	1.11%	0.51%	0.08%	0.21%	0.0%	0.0%	0.17%	0.56%	0.8%	0.50%	2.4%	0.35%	0.0%	0.0%	0.14%	0.30%	0.46%	1.0%	0.0%	0.22%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	739	58	8	17	17	12	24	21	7	16	14	25	35	42	17	1	15	19	2	34	4	36	6	6	69	12	25	109	19	45	9	15					
		4.40%	5.22%	2.24%	2.31%	2.67%	2.09%	2.15%	2.01%	1.98%	2.23%	2.61%	3.20%	3.14%	4.50%	1.66%	0.68%	2.62%	5.36%	1.6%	8.54%	3.2%	6.33%	4.02%	4.02%	9.69%	3.70%	5.77%	13.62%	13.97%	10.29%	6.56%	7.61%					
28	"11. ""Истинные патриоты России"""	18	0	1	1	1	0	1	0	0	1	0	0	1	2	0	0	0	0	3	1	0	0	1	0	1	0	1	0	0	1	0	2					
		0.10%	0.0%	0.28%	0.13%	0.15%	0.0%	0.08%	0.0%	0.0%	0.13%	0.0%	0.0%	0.08%	0.21%	0.0%	0.0%	0.0%	0.0%	2.4%	0.25%	0.0%	0.0%	0.67%	0.0%	0.14%	0.0%	0.23%	0.0%	0.0%	0.22%	0.0%	1.01%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	398	17	7	19	16	12	17	20	6	17	14	21	17	20	17	2	16	10	5	14	3	18	4	3	22	1	10	30	6	21	8	5					
		2.37%	1.53%	1.96%	2.58%	2.51%	2.09%	1.52%	1.91%	1.69%	2.37%	2.61%	2.68%	1.52%	2.14%	1.66%	1.36%	2.79%	2.82%	4.0%	3.51%	2.4%	3.16%	2.68%	2.01%	3.08%	0.30%	2.30%	3.75%	4.41%	4.80%	5.83%	2.53%					
30	"13. ""Демократическая партия России"""	58	6	2	4	1	2	4	3	0	2	1	7	6	0	1	4	1	1	4	0	0	1	0	0	3	0	1	2	1	0	0	1					
		0.34%	0.54%	0.56%	0.54%	0.15%	0.34%	0.35%	0.28%	0.0%	0.27%	0.18%	0.89%	0.53%	0.0%	0.09%	2.72%	0.17%	0.28%	3.2%	0.0%	0.0%	0.17%	0.0%	0.0%	0.42%	0.0%	0.23%	0.25%	0.73%	0.0%	0.0%	0.50%					
31	"14. ""Великая Россия - Евразийский Союз"""	54	2	2	2	4	2	2	2	3	2	3	4	2	5	1	1	0	1	0	2	0	2	0	1	3	0	0	4	1	0	0	3					
		0.32%	0.18%	0.56%	0.27%	0.62%	0.34%	0.17%	0.19%	0.84%	0.27%	0.55%	0.51%	0.17%	0.53%	0.09%	0.68%	0.0%	0.28%	0.0%	0.50%	0.0%	0.35%	0.0%	0.67%	0.42%	0.0%	0.0%	0.5%	0.73%	0.0%	0.0%	1.52%					
32	"15. ""Партия СЛОН"""	31	2	3	2	0	1	4	1	0	0	0	0	3	3	1	0	1	1	0	0	0	3	0	0	1	0	1	2	0	2	0	0					
		0.18%	0.18%	0.84%	0.27%	0.0%	0.17%	0.35%	0.09%	0.0%	0.0%	0.0%	0.0%	0.26%	0.32%	0.09%	0.0%	0.17%	0.28%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.14%	0.0%	0.23%	0.25%	0.0%	0.45%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1115	91	19	60	53	44	69	63	26	61	39	47	79	62	74	5	58	15	5	20	1	18	6	6	52	24	35	39	9	20	10	5					
		6.64%	8.20%	5.32%	8.17%	8.34%	7.66%	6.19%	6.03%	7.36%	8.53%	7.27%	6.01%	7.09%	6.65%	7.26%	3.40%	10.13%	4.23%	4.0%	5.02%	0.8%	3.16%	4.02%	4.02%	7.30%	7.40%	8.08%	4.87%	6.61%	4.57%	7.29%	2.53%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	64	4	2	4	1	2	4	1	4	2	2	1	1	3	6	0	3	1	2	1	1	2	2	2	3	0	2	4	0	2	0	2					
		0.38%	0.36%	0.56%	0.54%	0.15%	0.34%	0.35%	0.09%	1.13%	0.27%	0.37%	0.12%	0.08%	0.32%	0.58%	0.0%	0.52%	0.28%	1.6%	0.25%	0.8%	0.35%	1.34%	1.34%	0.42%	0.0%	0.46%	0.5%	0.0%	0.45%	0.0%	1.01%					
35	"18. ""ЛДПР"""	2558	159	47	122	96	107	171	172	51	101	61	109	122	121	151	34	99	50	25	58	13	112	25	26	128	42	65	112	30	77	40	32					
		15.24%	14.33%	13.16%	16.62%	15.11%	18.64%	15.35%	16.47%	14.44%	14.12%	11.38%	13.95%	10.96%	12.98%	14.83%	23.12%	17.30%	14.12%	20.0%	14.57%	10.4%	19.71%	16.77%	17.44%	17.97%	12.96%	15.01%	14.0%	22.05%	17.62%	29.19%	16.24%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	393	26	8	14	18	17	29	23	12	26	12	20	26	24	13	2	14	7	7	8	0	17	4	6	6	12	10	10	3	15	2	2					
		2.34%	2.34%	2.24%	1.90%	2.83%	2.96%	2.60%	2.20%	3.39%	3.63%	2.23%	2.56%	2.33%	2.57%	1.27%	1.36%	2.44%	1.97%	5.6%	2.01%	0.0%	2.99%	2.68%	4.02%	0.84%	3.70%	2.30%	1.25%	2.20%	3.43%	1.45%	1.01%					
37	"20. ""Политическая партия ""Единая Россия"""	5357	340	135	214	202	181	365	372	116	217	200	245	361	301	349	55	177	119	17	108	47	158	44	52	229	105	137	223	35	128	46	79					
		31.92%	30.65%	37.81%	29.15%	31.81%	31.53%	32.76%	35.63%	32.86%	30.34%	37.31%	31.37%	32.43%	32.29%	34.28%	37.41%	30.94%	33.61%	13.6%	27.13%	37.6%	27.81%	29.53%	34.89%	32.16%	32.40%	31.63%	27.87%	25.73%	29.29%	33.57%	40.10%					
38	"21. ""Российская Конституционно-демократическая партия"""	48	4	1	5	1	0	8	3	0	1	1	1	3	7	1	0	2	1	0	0	0	2	0	1	3	1	1	0	0	0	1	0					
		0.28%	0.36%	0.28%	0.68%	0.15%	0.0%	0.71%	0.28%	0.0%	0.13%	0.18%	0.12%	0.26%	0.75%	0.09%	0.0%	0.34%	0.28%	0.0%	0.0%	0.0%	0.35%	0.0%	0.67%	0.42%	0.30%	0.23%	0.0%	0.0%	0.0%	0.72%	0.0%					
39	"22. ""Развитие предпринимательства"""	43	2	0	1	3	0	6	1	1	1	2	1	2	3	2	0	2	1	0	0	0	4	2	0	3	0	0	1	1	2	0	2					
		0.25%	0.18%	0.0%	0.13%	0.47%	0.0%	0.53%	0.09%	0.28%	0.13%	0.37%	0.12%	0.17%	0.32%	0.19%	0.0%	0.34%	0.28%	0.0%	0.0%	0.0%	0.70%	1.34%	0.0%	0.42%	0.0%	0.0%	0.12%	0.73%	0.45%	0.0%	1.01%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1768	156	31	77	55	54	129	98	42	85	51	74	140	100	105	7	58	39	18	77	13	69	36	12	48	34	32	69	7	35	8	9					
		10.53%	14.06%	8.68%	10.49%	8.66%	9.40%	11.57%	9.38%	11.89%	11.88%	9.51%	9.47%	12.57%	10.72%	10.31%	4.76%	10.13%	11.01%	14.4%	19.34%	10.4%	12.14%	24.16%	8.05%	6.74%	10.49%	7.39%	8.62%	5.14%	8.00%	5.83%	4.56%					
																																						
41	Против всех	710	48	5	27	35	22	36	40	23	26	23	41	56	44	43	9	12	8	5	20	12	26	2	8	28	18	28	26	8	20	1	10					
		4.23%	4.32%	1.40%	3.67%	5.51%	3.83%	3.23%	3.83%	6.51%	3.63%	4.29%	5.24%	5.03%	4.72%	4.22%	6.12%	2.09%	2.25%	4.0%	5.02%	9.6%	4.57%	1.34%	5.36%	3.93%	5.55%	6.46%	3.25%	5.88%	4.57%	0.72%	5.07%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
