Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																		
Дата голосования: 04.12.2011																		
																		
Наименование Избирательной комиссии:    Окинская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471					
1	"Число избирателей, внесенных в список избирателей"	3771	258	288	424	304	291	398	351	358	312	350	437					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	3360	260	255	350	250	280	350	340	250	250	325	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	632	110	96	120	0	0	0	0	0	118	65	123					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	1915	117	114	162	182	192	244	216	221	60	191	216					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	61	0	4	4	7	5	4	8	17	2	5	5					
6	Число погашенных избирательных бюллетеней	752	33	41	64	61	83	102	116	12	70	64	106					
7	Число избирательных бюллетеней в переносных ящиках для голосования	693	110	100	124	7	5	4	8	17	120	70	128					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	1915	117	114	162	182	192	244	216	221	60	191	216					
9	Число недействительных избирательных бюллетеней	26	2	1	0	2	1	2	3	4	6	3	2					
10	Число действительных избирательных бюллетеней	2582	225	213	286	187	196	246	221	234	174	258	342					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	99	3	10	10	10	7	10	10	10	10	9	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	7	0	1	0	0	2	2	1	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	24	10	0	1	1	1	0	6	1	0	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	92	3	9	10	10	5	8	9	9	10	9	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	163	23	12	8	19	9	28	10	17	10	12	15					
		6.25%	10.13%	5.61%	2.80%	10.05%	4.57%	11.29%	4.46%	7.14%	5.56%	4.60%	4.36%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	86	33	3	7	4	5	4	4	6	4	5	11					
		3.30%	14.54%	1.40%	2.45%	2.12%	2.54%	1.61%	1.79%	2.52%	2.22%	1.92%	3.20%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	1	1	1	1	4	1	1	0	1	0	4					
		0.58%	0.44%	0.47%	0.35%	0.53%	2.03%	0.40%	0.45%	0.00%	0.56%	0.00%	1.16%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	846	52	60	97	70	90	76	89	88	69	61	94					
		32.44%	22.91%	28.04%	33.92%	37.04%	45.69%	30.65%	39.73%	36.97%	38.33%	23.37%	27.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	11	3	1	0	0	1	1	1	1	1	0	2					
		0.42%	1.32%	0.47%	0.00%	0.00%	0.51%	0.40%	0.45%	0.42%	0.56%	0.00%	0.58%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1458	113	136	173	93	87	135	116	122	87	180	216					
		55.90%	49.78%	63.55%	60.49%	49.21%	44.16%	54.44%	51.79%	51.26%	48.33%	68.97%	62.79%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	3	0	0	0	0	0	1	0	0	2	0	0					
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	1.11%	0.00%	0.00%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
