Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Слободо-Туринская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836					
1	"Число избирателей, внесенных в списки избирателей"	12456	459	593	738	155	346	202	374	127	918	207	725	179	258	389	768	188	193	454	1373	1985	1681	144					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11790	450	500	700	150	300	200	350	130	900	200	700	180	250	350	750	190	200	450	1350	1700	1650	140					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6901	225	332	464	130	199	145	214	87	430	152	345	134	143	222	393	121	123	256	692	1074	897	123					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	900	70	70	57	0	19	0	34	8	120	21	37	6	50	73	66	12	17	35	54	101	49	1					
6	Число погашенных избирательных бюллетеней	3989	155	98	179	20	82	55	102	35	350	27	318	40	57	55	291	57	60	159	604	525	704	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	900	70	70	57	0	19	0	34	8	120	21	37	6	50	73	66	12	17	35	54	101	49	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6901	225	332	464	130	199	145	214	87	430	152	345	134	143	222	393	121	123	256	692	1074	897	123					
9	Число недействительных избирательных бюллетеней	57	6	4	6	1	0	1	2	0	1	3	4	0	0	0	4	1	2	1	9	6	6	0					
10	Число действительных избирательных бюллетеней	7744	289	398	515	129	218	144	246	95	549	170	378	140	193	295	455	132	138	290	737	1169	940	124					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	149	5	6	8	2	2	2	4	2	5	2	8	5	3	7	8	6	14	5	13	19	21	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	126	5	4	8	2	2	1	0	0	4	0	4	4	1	7	8	5	13	5	13	19	21	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	67	2	2	1	0	2	2	1	2	1	3	0	1	2	3	4	1	3	1	10	18	8	0					
14	Число погашенных неиспользованных открепительных удостоверений	23	0	2	0	0	0	1	4	2	1	2	4	1	2	0	0	1	1	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	6	7	4	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	272	8	20	26	0	9	12	5	3	23	11	13	2	13	8	16	6	4	14	12	31	35	1					
		3.49%	2.71%	4.98%	4.99%	0.00%	4.13%	8.28%	2.02%	3.16%	4.18%	6.36%	3.40%	1.43%	6.74%	2.71%	3.49%	4.51%	2.86%	4.81%	1.61%	2.64%	3.70%	0.81%					
19	2.Всероссийская политическая партия «Гражданская Сила»	50	0	1	2	0	0	0	0	0	3	0	4	0	1	0	3	0	1	2	9	7	17	0					
		0.64%	0.00%	0.25%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	1.05%	0.00%	0.52%	0.00%	0.65%	0.00%	0.71%	0.69%	1.21%	0.60%	1.80%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0					
		0.08%	0.34%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.34%	0.00%	0.00%	0.11%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	409	27	33	25	3	3	0	24	7	26	9	19	3	5	10	37	8	7	6	36	61	54	6					
		5.24%	9.15%	8.21%	4.80%	2.31%	1.38%	0.00%	9.68%	7.37%	4.73%	5.20%	4.97%	2.14%	2.59%	3.39%	8.06%	6.02%	5.00%	2.06%	4.83%	5.19%	5.71%	4.84%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	26	1	1	1	0	4	0	0	0	3	0	0	0	0	1	3	0	0	0	4	5	3	0					
		0.33%	0.34%	0.25%	0.19%	0.00%	1.83%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.34%	0.65%	0.00%	0.00%	0.00%	0.54%	0.43%	0.32%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	14	3	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	2	3	0	0					
		0.18%	1.02%	0.25%	0.19%	0.00%	0.00%	0.69%	0.00%	0.00%	0.18%	0.00%	0.26%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.27%	0.26%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	636	14	41	43	7	14	10	12	7	57	6	30	3	11	15	36	14	13	23	48	111	113	8					
		8.15%	4.75%	10.20%	8.25%	5.38%	6.42%	6.90%	4.84%	7.37%	10.36%	3.47%	7.85%	2.14%	5.70%	5.08%	7.84%	10.53%	9.29%	7.90%	6.43%	9.45%	11.95%	6.45%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	330	17	27	19	2	13	9	5	6	20	3	16	3	10	11	22	10	14	5	35	48	31	4					
		4.23%	5.76%	6.72%	3.65%	1.54%	5.96%	6.21%	2.02%	6.32%	3.64%	1.73%	4.19%	2.14%	5.18%	3.73%	4.79%	7.52%	10.00%	1.72%	4.69%	4.09%	3.28%	3.23%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	47	2	3	4	1	1	2	2	0	4	1	2	0	0	1	6	1	0	3	2	6	4	2					
