Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Сухоложская городская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556					
1	"Число избирателей, внесенных в списки избирателей"	38348	2785	1113	1962	1384	1346	2542	2515	932	1392	994	1769	2195	2121	2523	310	1409	866	327	729	360	1102	261	279	1722	889	1180	1690	282	775	258	336					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31000	2150	900	1550	1100	1000	2100	2000	750	1100	800	1400	1800	1700	2000	250	1100	750	250	700	300	950	250	250	1400	600	1000	1400	250	650	250	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21847	1595	538	1073	841	787	1431	1477	523	847	625	1008	1310	1197	1399	195	698	470	145	513	191	710	95	179	964	503	567	988	145	543	120	170					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1453	62	42	40	7	117	108	18	18	22	11	31	30	30	57	9	43	59	89	22	9	35	76	38	74	42	73	111	36	22	54	68					
6	Число погашенных избирательных бюллетеней	7700	493	320	437	252	96	561	505	209	231	164	361	460	473	544	46	359	221	16	165	100	205	79	33	362	55	360	301	69	85	76	62					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1453	62	42	40	7	117	108	18	18	22	11	31	30	30	57	9	43	59	89	22	9	35	76	38	74	42	73	111	36	22	54	68					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21847	1595	538	1073	841	787	1431	1477	523	847	625	1008	1310	1197	1399	195	698	470	145	513	191	710	95	179	964	503	567	988	145	543	120	170					
9	Число недействительных избирательных бюллетеней	175	10	8	5	5	7	14	8	3	13	2	13	12	3	13	3	4	3	7	3	2	5	0	0	11	2	4	12	0	0	2	1					
10	Число действительных избирательных бюллетеней	23125	1647	572	1108	843	897	1525	1487	538	856	634	1026	1328	1224	1443	201	737	526	227	532	198	740	171	217	1027	543	636	1087	181	565	172	237					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	801	41	20	30	30	20	90	40	20	28	15	23	37	33	35	5	20	25	5	35	5	45	5	5	50	10	25	35	5	34	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	702	40	19	30	26	16	85	37	14	27	13	21	33	32	32	1	15	19	4	28	1	43	1	3	44	8	25	31	2	31	10	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	525	21	12	15	11	31	28	27	14	10	24	23	31	18	36	13	13	6	4	7	8	10	4	7	13	58	34	13	4	14	6	10					
14	Число погашенных неиспользованных открепительных удостоверений	99	1	1	0	4	4	5	3	6	1	2	2	4	1	3	4	5	6	1	7	4	2	4	2	6	2	0	4	3	3	5	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	99	3	5	3	6	3	6	6	0	4	3	6	8	6	6	0	2	2	0	4	1	5	1	1	5	3	3	1	2	1	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
