Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Старожиловская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930					
1	"Число избирателей, внесенных в списки избирателей"	13462	2733	1687	161	125	313	395	302	537	477	1079	1873	1384	318	123	336	93	477	1049					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12161	2451	1498	140	113	280	363	274	500	430	980	1705	1265	277	109	302	80	434	960					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6121	1294	708	43	59	125	194	163	272	197	436	956	604	168	80	157	48	211	406					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	950	91	129	24	16	59	29	30	59	61	68	46	73	40	13	47	17	67	81					
6	Число погашенных избирательных бюллетеней	5090	1066	661	73	38	96	140	81	169	172	476	703	588	69	16	98	15	156	473					
7	Число избирательных бюллетеней в переносных ящиках для голосования	950	91	129	24	16	59	29	30	59	61	68	46	73	40	13	47	17	67	81					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6121	1294	708	43	59	125	194	163	272	197	436	956	604	168	80	157	48	211	406					
9	Число недействительных избирательных бюллетеней	72	16	8	0	0	0	3	3	3	0	7	10	7	3	1	0	1	5	5					
10	Число действительных избирательных бюллетеней	6999	1369	829	67	75	184	220	190	328	258	497	992	670	205	92	204	64	273	482					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	193	25	20	3	4	6	6	6	13	7	15	26	20	6	6	6	4	6	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	75	22	8	0	2	3	3	0	10	1	6	8	6	2	0	0	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	90	15	11	2	2	6	4	4	3	3	4	8	7	3	4	4	2	2	6					
14	Число погашенных неиспользованных открепительных удостоверений	118	3	12	3	2	3	3	6	3	6	9	18	14	4	6	6	4	4	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	315	43	41	1	0	8	14	1	6	10	33	40	25	18	2	33	0	14	26					
		4.45%	3.10%	4.90%	1.49%	0.00%	4.35%	6.28%	0.52%	1.81%	3.88%	6.55%	3.99%	3.69%	8.65%	2.15%	16.18%	0.00%	5.04%	5.34%					
19	2.Всероссийская политическая партия «Гражданская Сила»	42	3	6	0	2	1	5	1	1	1	7	5	5	1	1	1	0	1	1					
		0.59%	0.22%	0.72%	0.00%	2.67%	0.54%	2.24%	0.52%	0.30%	0.39%	1.39%	0.50%	0.74%	0.48%	1.08%	0.49%	0.00%	0.36%	0.21%					
