Выборы Президента Российской Федерации																																																									
Дата голосования: 02.03.2008																																																									
																																																									
Наименование Избирательной комиссии:    район Отрадное																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
	Число участковых избирательных комиссий	50																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																							
																																																									
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750					
1	"Число избирателей, включенных в списки избирателей"	119799	1475	1566	2686	2312	2484	2835	2764	2709	2561	2687	2730	2296	2807	2891	2304	2218	2007	1451	2208	2099	2308	2349	2327	2610	2548	2059	2541	2354	2343	2400	1980	2445	2401	2021	2196	2486	2140	2509	2763	2315	2533	2561	2376	2861	2567	2662	2250	2510	2706	2588					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	108300	1400	1500	2400	2100	2200	2500	2500	2400	2300	2400	2500	2200	2400	2500	2100	2000	1800	1200	2000	1900	2100	2300	2300	2400	2300	1900	2300	2200	2200	2200	1800	2300	2200	1800	2000	2300	1900	2200	2400	2200	2300	2300	2100	2500	2300	2300	2000	2300	2400	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	65129	818	971	1516	1079	1247	1508	1408	1330	1316	1283	1249	1284	1446	1714	1187	1146	994	952	1156	1086	1269	1409	1353	1697	1371	1125	1258	1181	1288	1240	1154	1403	1174	1203	1205	1314	1326	1446	1485	1129	1296	1302	1468	1462	1411	1554	1067	1672	1316	1861					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2044	5	5	45	81	32	20	24	25	17	34	36	18	20	42	43	34	17	11	41	33	43	40	81	45	54	27	28	46	70	51	31	46	44	28	40	17	47	38	60	24	17	35	38	45	210	69	39	43	51	54					
6	Число погашенных избирательных бюллетеней	41127	577	524	839	940	921	972	1068	1045	967	1083	1215	898	934	744	870	820	789	237	803	781	788	851	866	658	875	748	1014	973	842	909	615	851	982	569	755	969	527	716	855	1047	987	963	594	993	679	677	894	585	1033	285					
