Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Волжская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194					
1	"Число избирателей, внесенных в список"	16914	382	1132	416	422	574	231	854	203	280	1089	200	910	375	173	359	1490	1086	1539	1493	297	827	443	628	391	1120					
2	Число полученных избирательных бюллетеней	16791	380	1090	430	420	560	230	830	241	300	1060	210	910	390	180	380	1480	1020	1450	1430	290	840	450	650	430	1140					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11519	264	896	301	255	368	181	708	156	177	736	128	528	271	116	262	992	592	1072	1084	204	626	234	393	256	719					
5	"Число избирательных бюллетеней, выданных вне помещения"	1948	63	110	78	83	102	26	64	8	1	100	47	158	30	36	36	80	101	88	82	35	63	117	144	113	183					
6	Число погашенных избирательных бюллетеней	3324	53	84	51	82	90	23	58	77	122	224	35	224	89	28	82	408	327	290	264	51	151	99	113	61	238					
7	Число избирательных бюллетеней в переносных ящиках	1948	63	110	78	83	102	26	64	8	1	100	47	158	30	36	36	80	101	88	82	35	63	117	144	113	183					
8	Число бюллетеней в стационарных ящиках для голосования	11519	264	896	301	255	368	181	708	156	177	736	128	528	271	116	262	992	592	1072	1084	204	626	234	393	256	719					
9	Число недействительных избирательных бюллетеней	208	6	18	8	10	8	5	10	0	0	12	4	22	4	2	5	15	6	7	12	5	12	1	11	1	24					
10	Число действительных избирательных бюллетеней	13259	321	988	371	328	462	202	762	164	178	824	171	664	297	150	293	1057	687	1153	1154	234	677	350	526	368	878					
11	Число полученных открепительных  удостоверений	504	16	43	15	19	31	10	15	5	2	20	5	16	7	3	5	23	7	23	35	13	79	23	38	13	38					
12	Число выданных открепительных удостоверений	504	16	43	15	19	31	10	15	5	2	20	5	16	7	3	5	23	7	23	35	13	79	23	38	13	38					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	297	10	46	6	4	10	6	6	44	11	7	4	9	5	3	3	22	6	19	24	4	20	3	10	4	11					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	16	1	3	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	2	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	365	22	19	17	6	11	4	14	8	6	33	3	17	10	1	7	40	30	40	30	6	10	3	6	12	10					
		2.71%	6.73%	1.89%	4.49%	1.78%	2.34%	1.93%	1.81%	4.88%	3.37%	3.95%	1.71%	2.48%	3.32%	0.66%	2.35%	3.73%	4.33%	3.45%	2.57%	2.51%	1.45%	0.85%	1.12%	3.25%	1.11%					
19	. Малышкин Олег Александрович	282	5	19	11	6	21	2	13	7	2	16	6	8	6	6	7	34	14	18	15	10	8	2	7	10	29					
		2.09%	1.53%	1.89%	2.90%	1.78%	4.47%	0.97%	1.68%	4.27%	1.12%	1.91%	3.43%	1.17%	1.99%	3.95%	2.35%	3.17%	2.02%	1.55%	1.29%	4.18%	1.16%	0.57%	1.30%	2.71%	3.22%					
20	. Миронов Сергей Михайлович	92	5	5	1	3	4	2	2	0	2	6	3	4	6	1	2	10	5	4	6	4	2	3	6	1	5					
		0.68%	1.53%	0.50%	0.26%	0.89%	0.85%	0.97%	0.26%	0.00%	1.12%	0.72%	1.71%	0.58%	1.99%	0.66%	0.67%	0.93%	0.72%	0.34%	0.51%	1.67%	0.29%	0.85%	1.12%	0.27%	0.55%					
21	. Путин Владимир Владимирович	8679	220	803	277	190	242	60	513	110	140	531	73	411	157	106	222	690	458	839	895	91	318	117	340	294	582					
		64.45%	67.28%	79.82%	73.09%	56.21%	51.49%	28.99%	66.45%	67.07%	78.65%	63.52%	41.71%	59.91%	52.16%	69.74%	74.50%	64.37%	66.09%	72.33%	76.76%	38.08%	46.15%	33.33%	63.31%	79.67%	64.52%					
22	. Хакамада Ирина Муцуовна	274	2	17	3	3	12	2	19	4	8	9	4	11	8	3	3	31	26	29	24	1	12	4	8	11	20					
		2.03%	0.61%	1.69%	0.79%	0.89%	2.55%	0.97%	2.46%	2.44%	4.49%	1.08%	2.29%	1.60%	2.66%	1.97%	1.01%	2.89%	3.75%	2.50%	2.06%	0.42%	1.74%	1.14%	1.49%	2.98%	2.22%					
23	. Харитонов Николай Михайлович	3348	63	100	55	120	167	131	192	26	14	211	81	208	107	33	49	231	146	189	165	118	318	221	155	35	213					
		24.86%	19.27%	9.94%	14.51%	35.50%	35.53%	63.29%	24.87%	15.85%	7.87%	25.24%	46.29%	30.32%	35.55%	21.71%	16.44%	21.55%	21.07%	16.29%	14.15%	49.37%	46.15%	62.96%	28.86%	9.49%	23.61%					
																																
24	Против всех	219	4	25	7	0	5	1	9	9	6	18	1	5	3	0	3	21	8	34	19	4	9	0	4	5	19					
		1.63%	1.22%	2.49%	1.85%	0.00%	1.06%	0.48%	1.17%	5.49%	3.37%	2.15%	0.57%	0.73%	1.00%	0.00%	1.01%	1.96%	1.15%	2.93%	1.63%	1.67%	1.31%	0.00%	0.74%	1.36%	2.11%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
