Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Тихвинская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885					
1	"Число избирателей, внесенных в список избирателей"	61241	2432	2389	2061	2275	2187	2200	2603	2557	2381	2342	2173	2330	2259	2496	2509	1768	2372	1754	2160	680	785	204	146	77	145	932	1856	1021	745	595	1433	744	334	311	870	389	1344	741	107	538	641	421	1256	864	239	575					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	60576	2400	2400	2100	2300	2200	2200	2100	2100	2400	2400	2200	2300	2300	2400	2500	1800	2400	1800	2200	700	800	210	146	77	143	900	1900	1000	700	600	1400	750	340	310	900	390	1360	750	110	540	640	430	1260	880	240	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29877	1299	1163	1102	1199	1150	1035	1395	1433	1117	1237	1181	1238	1175	1252	1362	797	1281	880	1134	333	419	119	146	74	123	309	792	388	328	287	549	314	161	77	419	17	465	284	41	170	329	156	523	355	63	206					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2243	30	22	32	47	49	22	29	38	31	42	23	25	36	18	29	14	18	16	12	34	71	67	0	3	4	43	48	38	22	29	41	43	11	101	29	183	153	66	13	107	72	90	161	107	70	104					
6	Число погашенных избирательных бюллетеней	28456	1071	1215	966	1054	1001	1143	676	629	1252	1121	996	1037	1089	1130	1109	989	1101	904	1054	333	310	24	0	0	16	548	1060	574	350	284	810	393	168	132	452	190	742	400	56	263	239	184	576	418	107	290					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2243	30	22	32	47	49	22	29	38	31	42	23	25	36	18	29	14	18	16	12	34	71	67	0	3	4	43	48	38	22	29	41	43	11	101	29	183	153	66	13	107	72	90	161	107	70	104					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29866	1298	1163	1102	1198	1148	1035	1395	1432	1117	1235	1181	1237	1175	1252	1362	797	1281	879	1134	333	419	119	146	74	123	309	792	388	328	285	549	314	161	77	419	17	465	284	41	170	329	156	523	355	63	206					
9	Число недействительных избирательных бюллетеней	568	20	17	16	24	21	22	25	20	0	16	23	25	33	29	10	13	23	12	19	13	10	3	4	8	6	3	8	4	8	7	12	7	4	3	13	0	21	7	0	5	9	5	14	9	4	13					
10	Число действительных избирательных бюллетеней	31541	1308	1168	1118	1221	1176	1035	1399	1450	1148	1261	1181	1237	1178	1241	1381	798	1276	883	1127	354	480	183	142	69	121	349	832	422	342	307	578	350	168	175	435	200	597	343	54	272	392	241	670	453	129	297					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1138	50	50	35	40	41	40	50	50	50	50	40	50	40	27	50	40	50	40	40	20	20	0	0	0	0	4	24	13	7	10	10	15	5	9	10	10	10	10	5	15	10	10	33	20	15	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1014	50	24	30	40	41	20	43	50	46	48	38	39	32	27	50	25	40	37	34	20	20	0	0	0	0	4	24	13	6	10	10	15	5	9	10	10	10	10	5	11	10	10	33	20	15	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	628	25	27	16	14	19	18	13	14	17	14	29	13	21	78	14	10	15	12	17	1	8	7	30	2	0	8	7	22	18	11	9	10	8	10	3	10	11	2	5	8	7	7	16	8	12	2					
14	Число погашенных неиспользованных открепительных удостоверений	124	0	26	5	0	0	20	7	0	4	2	2	11	8	0	0	15	10	3	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	242	21	19	8	12	8	22	16	12	5	8	11	2	9	10	10	5	8	8	12	2	2	0	0	0	0	6	5	5	0	3	5	0	0	0	1	0	0	1	1	1	0	1	0	0	3	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9943	397	391	388	439	398	335	467	517	372	417	420	375	404	411	439	253	435	290	390	84	116	56	5	18	25	114	260	119	116	91	198	97	42	43	87	38	155	58	14	70	105	57	201	132	32	72					
		30.97%	29.89%	32.99%	34.22%	35.26%	33.25%	31.69%	32.79%	35.17%	32.40%	32.65%	34.88%	29.71%	33.36%	32.36%	31.56%	31.20%	33.49%	32.40%	34.03%	22.89%	23.67%	30.11%	3.42%	23.38%	19.69%	32.39%	30.95%	27.93%	33.14%	28.98%	33.56%	27.17%	24.42%	24.16%	19.42%	19.00%	25.08%	16.57%	25.93%	25.27%	26.18%	23.17%	29.39%	28.57%	24.06%	23.23%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5256	188	193	165	191	188	180	205	181	195	200	171	211	178	239	259	145	233	144	192	52	89	31	31	17	28	61	160	84	58	52	94	70	25	24	84	17	125	88	4	25	86	41	105	72	19	56					
		16.37%	14.16%	16.29%	14.55%	15.34%	15.71%	17.03%	14.40%	12.31%	16.99%	15.66%	14.20%	16.72%	14.70%	18.82%	18.62%	17.88%	17.94%	16.09%	16.75%	14.17%	18.16%	16.67%	21.23%	22.08%	22.05%	17.33%	19.05%	19.72%	16.57%	16.56%	15.93%	19.61%	14.53%	13.48%	18.75%	8.50%	20.23%	25.14%	7.41%	9.03%	21.45%	16.67%	15.35%	15.58%	14.29%	18.06%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	357	16	13	21	14	14	13	18	23	14	21	11	13	12	6	15	4	17	9	14	1	6	2	0	0	1	6	7	3	2	5	5	2	2	2	3	1	7	1	1	2	4	4	7	7	2	6					
		1.11%	1.20%	1.10%	1.85%	1.12%	1.17%	1.23%	1.26%	1.56%	1.22%	1.64%	0.91%	1.03%	0.99%	0.47%	1.08%	0.49%	1.31%	1.01%	1.22%	0.27%	1.22%	1.08%	0.00%	0.00%	0.79%	1.70%	0.83%	0.70%	0.57%	1.59%	0.85%	0.56%	1.16%	1.12%	0.67%	0.50%	1.13%	0.29%	1.85%	0.72%	0.99%	1.63%	1.02%	1.52%	1.50%	1.94%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5495	258	201	223	211	200	189	265	276	209	248	195	250	234	219	259	146	210	135	222	37	77	34	5	5	9	49	133	66	58	58	105	45	19	24	46	25	72	33	7	34	56	28	167	98	12	43					
		17.11%	19.43%	16.96%	19.66%	16.95%	16.71%	17.88%	18.61%	18.78%	18.21%	19.42%	16.20%	19.81%	19.32%	17.24%	18.62%	18.00%	16.17%	15.08%	19.37%	10.08%	15.71%	18.28%	3.42%	6.49%	7.09%	13.92%	15.83%	15.49%	16.57%	18.47%	17.80%	12.61%	11.05%	13.48%	10.27%	12.50%	11.65%	9.43%	12.96%	12.27%	13.97%	11.38%	24.42%	21.21%	9.02%	13.87%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	881	79	39	28	29	25	19	48	50	40	39	38	33	32	33	32	24	35	44	36	8	5	3	1	3	0	19	37	13	10	5	13	12	2	7	2	3	4	6	1	2	0	5	8	7	1	1					
		2.74%	5.95%	3.29%	2.47%	2.33%	2.09%	1.80%	3.37%	3.40%	3.48%	3.05%	3.16%	2.61%	2.64%	2.60%	2.30%	2.96%	2.69%	4.92%	3.14%	2.18%	1.02%	1.61%	0.68%	3.90%	0.00%	5.40%	4.40%	3.05%	2.86%	1.59%	2.20%	3.36%	1.16%	3.93%	0.45%	1.50%	0.65%	1.71%	1.85%	0.72%	0.00%	2.03%	1.17%	1.52%	0.75%	0.32%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9422	363	320	285	330	346	294	388	394	310	329	342	338	315	324	372	217	343	255	265	171	186	55	100	26	56	99	232	132	95	96	159	121	78	74	211	115	228	156	27	138	139	106	178	135	61	118					
		29.34%	27.33%	27.00%	25.13%	26.51%	28.91%	27.81%	27.25%	26.80%	27.00%	25.76%	28.41%	26.78%	26.01%	25.51%	26.74%	26.76%	26.40%	28.49%	23.12%	46.59%	37.96%	29.57%	68.49%	33.77%	44.09%	28.13%	27.62%	30.99%	27.14%	30.57%	26.95%	33.89%	45.35%	41.57%	47.10%	57.50%	36.89%	44.57%	50.00%	49.82%	34.66%	43.09%	26.02%	29.22%	45.86%	38.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	187	7	11	8	7	5	5	8	9	8	7	4	17	3	9	5	9	3	6	8	1	1	2	0	0	2	1	3	5	3	0	4	3	0	1	2	1	6	1	0	1	2	0	4	2	2	1					
		0.58%	0.53%	0.93%	0.71%	0.56%	0.42%	0.47%	0.56%	0.61%	0.70%	0.55%	0.33%	1.35%	0.25%	0.71%	0.36%	1.11%	0.23%	0.67%	0.70%	0.27%	0.20%	1.08%	0.00%	0.00%	1.57%	0.28%	0.36%	1.17%	0.86%	0.00%	0.68%	0.84%	0.00%	0.56%	0.45%	0.50%	0.97%	0.29%	0.00%	0.36%	0.50%	0.00%	0.58%	0.43%	1.50%	0.32%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
