Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Тихвинская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883					
1	"Число избирателей, внесенных в списки избирателей"	64121	2457	2573	2296	2454	2326	2423	2821	2783	2556	2547	2458	2507	2470	2664	2680	2441	2389	2375	1904	2077	537	691	814	700	1322	723	698	317	693	283	741	380	1310	640	102	456	548	404	1269	910	247	567	217	165	60	126					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	62817	2400	2500	2300	2400	2300	2400	2800	2800	2500	2500	2400	2500	2400	2700	2700	2400	2400	2300	1900	2100	500	650	750	650	1300	700	650	300	650	250	700	350	1300	600	100	450	500	350	1200	850	200	550	240	162	60	105					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32183	1263	1188	1207	1361	1273	1144	1569	1561	1268	1387	1233	1436	1317	1350	1420	1206	1274	1207	939	906	199	304	274	301	517	357	319	139	414	79	442	27	523	285	38	201	328	178	571	403	72	275	119	160	60	89					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2525	25	23	50	56	29	20	30	29	24	26	39	33	35	26	32	24	8	24	19	48	48	16	52	33	51	26	35	20	86	118	15	210	155	91	27	149	59	122	155	124	87	136	98	0	0	12					
6	Число погашенных избирательных бюллетеней	28106	1112	1289	1043	983	998	1236	1201	1210	1208	1087	1128	1031	1048	1324	1248	1170	1118	1069	940	1145	253	330	424	316	732	317	296	141	150	53	243	113	622	224	35	100	113	50	474	323	41	139	23	2	0	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2525	25	23	50	56	29	20	30	29	24	26	39	33	35	26	32	24	8	24	19	48	48	16	52	33	51	26	35	20	86	118	15	210	155	91	27	149	59	122	155	124	87	136	98	0	0	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32174	1263	1187	1207	1361	1273	1144	1569	1561	1268	1386	1233	1435	1317	1350	1419	1206	1273	1205	939	905	199	304	274	301	516	357	319	139	414	79	442	27	523	285	38	201	328	178	571	403	72	275	119	160	60	89					
9	Число недействительных избирательных бюллетеней	152	5	3	3	2	11	7	4	9	4	5	3	3	7	7	5	6	2	7	4	3	0	1	2	3	4	3	1	3	1	0	4	2	1	3	0	1	1	1	8	4	0	4	2	2	0	1					
10	Число действительных избирательных бюллетеней	34547	1283	1207	1254	1415	1291	1157	1595	1581	1288	1407	1269	1465	1345	1369	1446	1224	1279	1222	954	950	247	319	324	331	563	380	353	156	499	197	453	235	677	373	65	349	386	299	718	523	159	407	215	158	60	100					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1083	33	40	40	40	40	35	50	50	50	50	50	50	50	50	50	40	40	40	30	15	10	10	10	10	20	10	5	5	10	5	30	5	20	10	5	10	15	5	20	10	5	10	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	484	33	18	19	18	20	18	16	23	21	19	20	21	12	11	12	11	14	16	16	11	2	4	1	3	3	5	5	1	2	2	17	3	8	10	4	10	11	0	20	10	4	10	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	431	17	16	12	12	17	10	9	13	12	14	13	16	14	18	9	9	16	14	11	11	8	4	2	20	13	4	4	0	2	16	4	8	5	4	5	9	5	9	10	10	4	5	5	3	6	3					
14	Число погашенных неиспользованных открепительных удостоверений	599	0	22	21	22	20	17	34	27	29	31	30	29	38	39	38	29	26	24	14	4	8	6	9	7	17	5	0	4	8	3	13	2	12	0	1	0	4	5	0	0	1	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	108	5	6	3	4	7	2	6	5	4	8	3	3	5	2	6	3	3	4	5	1	0	0	7	1	0	1	1	0	1	2	1	0	1	0	1	1	0	3	0	3	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	995	39	34	32	39	40	36	47	41	47	39	43	41	25	35	38	32	41	36	16	36	8	4	7	7	14	8	8	6	33	4	13	9	25	17	2	13	7	0	36	20	2	7	5	1	1	1					
		2.87%	3.03%	2.81%	2.55%	2.75%	3.07%	3.09%	2.94%	2.58%	3.64%	2.76%	3.38%	2.79%	1.85%	2.54%	2.62%	2.60%	3.20%	2.93%	1.67%	3.78%	3.24%	1.25%	2.15%	2.10%	2.47%	2.09%	2.26%	3.77%	6.60%	2.03%	2.84%	3.80%	3.69%	4.52%	3.08%	3.71%	1.81%	0.00%	4.96%	3.80%	1.26%	1.70%	2.30%	0.63%	1.67%	0.99%					
19	2.Всероссийская политическая партия «Гражданская Сила»	336	28	9	14	10	14	7	23	22	13	14	16	15	20	13	7	14	15	21	17	6	5	3	2	1	1	3	2	1	2	2	0	0	3	0	0	1	3	0	3	1	0	2	3	0	0	0					
		0.97%	2.17%	0.74%	1.11%	0.71%	1.08%	0.60%	1.44%	1.38%	1.01%	0.99%	1.26%	1.02%	1.48%	0.94%	0.48%	1.14%	1.17%	1.71%	1.77%	0.63%	2.02%	0.94%	0.61%	0.30%	0.18%	0.78%	0.56%	0.63%	0.40%	1.02%	0.00%	0.00%	0.44%	0.00%	0.00%	0.29%	0.78%	0.00%	0.41%	0.19%	0.00%	0.49%	1.38%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	24	1	2	0	1	1	1	1	0	2	1	1	0	0	2	0	0	0	0	2	1	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0					
		0.07%	0.08%	0.17%	0.00%	0.07%	0.08%	0.09%	0.06%	0.00%	0.15%	0.07%	0.08%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.21%	0.10%	0.00%	0.94%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.27%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4247	165	151	204	207	168	126	252	251	175	219	165	216	192	185	205	137	151	143	88	94	27	41	34	36	64	22	35	6	49	19	43	21	43	19	2	25	29	12	93	59	15	33	17	0	5	4					
		12.24%	12.81%	12.48%	16.23%	14.61%	12.90%	10.82%	15.76%	15.79%	13.54%	15.51%	12.97%	14.71%	14.20%	13.44%	14.13%	11.14%	11.79%	11.64%	9.19%	9.86%	10.93%	12.81%	10.43%	10.78%	11.29%	5.74%	9.89%	3.77%	9.80%	9.64%	9.41%	8.86%	6.34%	5.05%	3.08%	7.14%	7.49%	4.00%	12.81%	11.20%	9.43%	8.03%	7.83%	0.00%	8.33%	3.96%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	134	2	4	4	1	9	3	10	10	10	10	4	11	4	5	4	5	5	11	6	3	0	0	1	1	1	2	0	0	0	1	0	0	0	0	0	1	0	0	3	1	0	0	0	0	1	1					
		0.39%	0.16%	0.33%	0.32%	0.07%	0.69%	0.26%	0.63%	0.63%	0.77%	0.71%	0.31%	0.75%	0.30%	0.36%	0.28%	0.41%	0.39%	0.90%	0.63%	0.31%	0.00%	0.00%	0.31%	0.30%	0.18%	0.52%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.41%	0.19%	0.00%	0.00%	0.00%	0.00%	1.67%	0.99%					
23	6.Политическая партия «Партия социальной справедливости»	45	2	4	2	2	0	1	2	3	0	0	3	0	1	6	0	2	4	3	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0					
		0.13%	0.16%	0.33%	0.16%	0.14%	0.00%	0.09%	0.13%	0.19%	0.00%	0.00%	0.24%	0.00%	0.07%	0.44%	0.00%	0.16%	0.31%	0.24%	0.00%	0.21%	0.40%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.15%	0.00%	0.00%	0.00%	0.00%	0.33%	0.14%	0.19%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3299	143	133	107	116	114	93	135	151	111	129	122	148	116	147	143	138	136	133	123	108	17	32	31	35	58	36	44	11	27	12	42	7	57	39	4	22	42	33	50	51	7	36	13	17	13	17					
		9.51%	11.10%	10.99%	8.51%	8.19%	8.76%	7.99%	8.44%	9.50%	8.59%	9.14%	9.59%	10.08%	8.58%	10.68%	9.86%	11.22%	10.62%	10.82%	12.84%	11.33%	6.88%	10.00%	9.51%	10.48%	10.23%	9.40%	12.43%	6.92%	5.40%	6.09%	9.19%	2.95%	8.41%	10.37%	6.15%	6.29%	10.85%	11.00%	6.89%	9.68%	4.40%	8.76%	5.99%	10.63%	21.67%	16.83%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5480	174	207	200	250	235	210	260	266	197	217	214	262	232	236	236	194	212	171	143	132	40	49	50	38	74	54	50	26	86	40	91	26	87	48	3	37	53	51	96	69	15	101	31	5	7	5					
		15.79%	13.51%	17.11%	15.91%	17.64%	18.05%	18.04%	16.26%	16.73%	15.25%	15.37%	16.82%	17.85%	17.16%	17.15%	16.26%	15.77%	16.55%	13.91%	14.93%	13.85%	16.19%	15.31%	15.34%	11.38%	13.05%	14.10%	14.12%	16.35%	17.20%	20.30%	19.91%	10.97%	12.83%	12.77%	4.62%	10.57%	13.70%	17.00%	13.22%	13.09%	9.43%	24.57%	14.29%	3.13%	11.67%	4.95%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	225	4	8	10	10	10	4	8	9	8	9	10	14	7	11	10	11	7	6	8	4	0	2	1	11	1	4	3	1	3	2	2	1	6	1	0	2	3	5	1	2	0	3	1	1	1	0					
		0.65%	0.31%	0.66%	0.80%	0.71%	0.77%	0.34%	0.50%	0.57%	0.62%	0.64%	0.79%	0.95%	0.52%	0.80%	0.69%	0.89%	0.55%	0.49%	0.84%	0.42%	0.00%	0.63%	0.31%	3.29%	0.18%	1.04%	0.85%	0.63%	0.60%	1.02%	0.44%	0.42%	0.88%	0.27%	0.00%	0.57%	0.78%	1.67%	0.14%	0.38%	0.00%	0.73%	0.46%	0.63%	1.67%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19438	703	639	661	769	687	666	835	811	716	757	677	744	737	712	791	673	701	680	541	551	147	180	196	201	346	251	205	104	297	117	260	166	454	247	54	248	249	194	429	318	120	225	144	132	32	71					
		56.02%	54.58%	52.81%	52.59%	54.27%	52.76%	57.22%	52.22%	51.01%	55.42%	53.61%	53.22%	50.68%	54.51%	51.74%	54.51%	54.72%	54.72%	55.33%	56.47%	57.82%	59.51%	56.25%	60.12%	60.18%	61.02%	65.54%	57.91%	65.41%	59.40%	59.39%	56.89%	70.04%	66.96%	65.69%	83.08%	70.86%	64.34%	64.67%	59.09%	60.34%	75.47%	54.74%	66.36%	82.50%	53.33%	70.30%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	324	22	16	20	10	13	10	22	17	9	12	14	14	11	17	12	18	7	18	10	13	2	4	1	1	4	0	6	1	2	0	2	4	0	1	0	0	0	2	6	1	0	0	0	1	0	1					
		0.93%	1.71%	1.32%	1.59%	0.71%	0.99%	0.86%	1.38%	1.07%	0.70%	0.85%	1.10%	0.95%	0.81%	1.24%	0.83%	1.46%	0.55%	1.46%	1.04%	1.36%	0.81%	1.25%	0.31%	0.30%	0.71%	0.00%	1.69%	0.63%	0.40%	0.00%	0.44%	1.69%	0.00%	0.27%	0.00%	0.00%	0.00%	0.67%	0.83%	0.19%	0.00%	0.00%	0.00%	0.63%	0.00%	0.99%					
																																																					
