Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Лопатинская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933					
1	"Число избирателей, внесенных в списки"	12573	101	101	123	471	200	266	154	385	329	983	376	258	123	112	611	363	1322	1210	1318	267	117	68	198	98	559	61	903	571	553	131	241					
2	"Число бюллетеней, полученных участковыми комиссиями"	12623	102	100	129	483	199	267	154	376	330	960	373	270	128	110	610	377	1336	1223	1324	259	119	67	194	100	576	60	890	572	560	130	245					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9344	98	90	89	353	166	182	110	302	254	702	286	183	92	82	505	282	877	770	905	224	91	61	155	79	391	56	676	527	484	105	167					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	899	0	2	14	47	17	25	16	5	26	84	39	45	12	25	67	20	85	89	44	16	16	2	16	10	39	0	51	27	22	10	28					
6	Число погашенных бюллетеней	2380	4	8	26	83	16	60	28	69	50	174	48	42	24	3	38	75	374	364	375	19	12	4	23	11	146	4	163	18	54	15	50					
7	Число бюллетеней в переносных ящиках для голосования	899	0	2	14	47	17	25	16	5	26	84	39	45	12	25	67	20	85	89	44	16	16	2	16	10	39	0	51	27	22	10	28					
8	Число бюллетеней в стационарных ящиках для голосования	9338	98	90	89	353	166	182	110	301	254	702	286	183	92	82	505	282	875	768	904	224	91	61	155	79	391	56	676	527	484	105	167					
9	Число недействительных бюллетеней	162	8	3	4	5	0	1	2	2	4	2	3	0	0	0	35	9	12	8	15	10	3	0	2	0	15	0	2	7	9	0	1					
10	Число действительных бюллетеней	10075	90	89	99	395	183	206	124	304	276	784	322	228	104	107	537	293	948	849	933	230	104	63	169	89	415	56	725	547	497	115	194					
