Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Ибресинская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225					
1	"Число избирателей, внесенных в список"	18525	1675	2006	1726	770	589	454	1140	494	222	348	731	334	463	750	478	737	177	224	1141	83	881	330	186	342	752	346	245	378	246	277					
2	Число полученных избирательных бюллетеней	18870	1610	1990	1750	800	640	470	1170	500	250	370	750	350	520	770	490	760	180	230	1200	85	870	320	190	330	790	355	250	380	240	260					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12310	1006	1185	1011	434	405	302	719	334	137	253	493	231	333	508	329	619	156	181	828	65	642	216	146	201	552	238	193	250	159	184					
5	"Число избирательных бюллетеней, выданных вне помещения"	1142	48	66	38	28	48	31	94	42	21	66	71	59	50	48	29	59	21	19	58	5	43	15	3	20	54	31	10	24	13	28					
6	Число погашенных избирательных бюллетеней	5418	556	739	701	338	187	137	357	124	92	51	186	60	137	214	132	82	3	30	314	15	185	89	41	109	184	86	47	106	68	48					
7	Число избирательных бюллетеней в переносных ящиках	1142	48	66	38	28	48	31	94	42	21	66	71	59	50	48	29	59	21	19	58	5	43	15	3	20	54	31	10	24	13	28					
8	Число бюллетеней в стационарных ящиках для голосования	12310	1006	1185	1011	434	405	302	719	334	137	253	493	231	333	508	329	619	156	181	828	65	642	216	146	201	552	238	193	250	159	184					
9	Число недействительных избирательных бюллетеней	202	14	13	15	0	4	6	12	10	1	3	13	1	7	13	3	13	3	2	26	0	10	3	4	5	3	6	1	4	6	1					
10	Число действительных избирательных бюллетеней	13250	1040	1238	1034	462	449	327	801	366	157	316	551	289	376	543	355	665	174	198	860	70	675	228	145	216	603	263	202	270	166	211					
11	Число полученных открепительных  удостоверений	580	35	39	40	16	15	10	30	20	10	20	25	15	20	35	20	25	5	10	62	3	20	10	10	10	25	10	10	10	10	10					
12	Число выданных открепительных удостоверений	515	35	39	40	12	15	8	30	15	10	17	25	15	20	30	14	24	5	9	61	3	12	2	10	1	25	6	9	9	8	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	101	9	17	6	2	3	1	5	4	2	2	5	0	2	2	1	3	0	2	11	1	3	1	2	1	2	3	2	2	3	4					
14	Число неиспользованных открепительных удостоверений	65	0	0	0	4	0	2	0	5	0	3	0	0	0	5	6	1	0	1	1	0	8	8	0	9	0	4	1	1	2	4					
15	"Число открепительных удостоверений, выданных в ТИК"	20	7	3	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
