Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Хвастовичская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717					
1	"Число избирателей, внесенных в списки"	9702	175	610	313	189	685	78	284	456	114	235	236	62	116	251	431	183	357	2463	1113	1284	67					
2	"Число бюллетеней, полученных участковыми комиссиями"	8811	158	547	310	180	611	71	282	411	114	208	212	62	119	250	386	166	324	2201	981	1152	66					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5261	73	278	189	145	359	61	184	224	84	138	195	52	55	153	252	77	223	1231	569	659	60					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	880	81	89	72	30	60	3	48	38	29	53	4	3	44	23	88	51	45	19	29	71	0					
6	Число погашенных бюллетеней	2670	4	180	49	5	192	7	50	149	1	17	13	7	20	74	46	38	56	951	383	422	6					
7	Число бюллетеней в переносных ящиках для голосования	880	81	89	72	30	60	3	48	38	29	53	4	3	44	23	88	51	45	19	29	71	0					
8	Число бюллетеней в стационарных ящиках для голосования	5261	73	278	189	145	359	61	184	224	84	138	195	52	55	153	252	77	223	1231	569	659	60					
9	Число недействительных бюллетеней	98	1	8	3	2	2	1	0	5	0	0	0	0	2	3	9	1	10	18	16	17	0					
10	Число действительных бюллетеней	6043	153	359	258	173	417	63	232	257	113	191	199	55	97	173	331	127	258	1232	582	713	60					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	95	3	3	3	3	3	2	3	3	2	3	3	2	2	3	6	3	3	18	15	10	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	37	0	0	0	0	1	1	0	0	0	1	0	0	0	0	4	0	2	18	5	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	2	1	1	1	1	2	3	1	0	1	0	0	1	1	2	1	0	4	0	2	2					
14	Число погашенных открепительных удостоверений	58	3	3	3	3	2	1	3	3	2	2	3	2	2	3	2	3	1	0	10	5	2					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	77	1	5	2	0	11	0	1	2	0	1	4	0	7	0	2	3	5	15	6	12	0					
		1.25%	0.64%	1.36%	0.76%	0.0%	2.62%	0.0%	0.43%	0.76%	0.0%	0.52%	2.01%	0.0%	7.07%	0.0%	0.58%	2.34%	1.86%	1.2%	1.00%	1.64%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	36	0	0	0	0	1	0	0	0	0	0	4	1	1	3	2	1	7	7	5	4	0					
		0.58%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	2.01%	1.81%	1.01%	1.70%	0.58%	0.78%	2.61%	0.56%	0.83%	0.54%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	106	2	3	1	0	0	0	5	6	3	2	5	0	7	0	7	3	4	29	10	19	0					
