Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Орловская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945					
1	"Число избирателей, внесенных в списки"	12560	964	809	1096	1048	717	1063	1119	557	920	169	401	276	280	196	429	265	118	124	918	709	382					
2	"Число бюллетеней, полученных участковыми комиссиями"	12335	890	795	1056	992	674	1043	1074	560	916	174	407	281	277	200	467	268	125	125	923	710	378					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6744	516	463	547	501	379	566	606	255	480	93	261	190	160	132	275	173	66	69	464	326	222					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	769	64	33	41	65	20	51	50	60	22	28	30	14	23	20	23	32	10	12	99	59	13					
6	Число погашенных бюллетеней	4822	310	299	468	426	275	426	418	245	414	53	116	77	94	48	169	63	49	44	360	325	143					
7	Число бюллетеней в переносных ящиках для голосования	769	64	33	41	65	20	51	50	60	22	28	30	14	23	20	23	32	10	12	99	59	13					
8	Число бюллетеней в стационарных ящиках для голосования	6742	515	463	547	500	379	566	606	255	480	93	261	190	160	132	275	173	66	69	464	326	222					
9	Число недействительных бюллетеней	135	14	19	16	4	6	13	6	4	8	3	5	2	3	2	6	1	1	2	9	10	1					
10	Число действительных бюллетеней	7376	565	477	572	561	393	604	650	311	494	118	286	202	180	150	292	204	75	79	554	375	234					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	188	15	10	15	20	20	15	15	10	5	4	5	5	5	6	5	4	4	4	8	8	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	85	7	4	4	3	12	9	3	1	1	1	3	4	3	4	5	1	4	3	6	6	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	1	6	0	2	7	1	3	0	3	1	3	2	2	2	3	1	2	3	8	5	3					
14	Число погашенных открепительных удостоверений	103	8	6	11	17	8	6	12	9	4	3	2	1	2	2	0	3	0	1	2	2	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	85	6	5	5	8	6	9	6	4	4	2	1	1	3	0	1	6	0	1	12	3	2					
		1.13%	1.03%	1.00%	0.85%	1.41%	1.50%	1.45%	0.91%	1.26%	0.79%	1.65%	0.34%	0.49%	1.63%	0.0%	0.33%	2.92%	0.0%	1.23%	2.13%	0.77%	0.85%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	132	10	10	16	11	13	12	9	7	15	1	2	1	0	3	1	1	2	1	5	8	4					
		1.75%	1.72%	2.01%	2.72%	1.94%	3.25%	1.94%	1.37%	2.22%	2.98%	0.82%	0.68%	0.49%	0.0%	1.97%	0.33%	0.48%	2.63%	1.23%	0.88%	2.07%	1.70%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	308	24	21	22	32	15	22	21	11	17	3	17	5	12	10	14	9	2	2	20	19	10					
		4.10%	4.14%	4.23%	3.74%	5.66%	3.75%	3.56%	3.20%	3.49%	3.38%	2.47%	5.84%	2.45%	6.55%	6.57%	4.69%	4.39%	2.63%	2.46%	3.55%	4.93%	4.25%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	147	19	12	12	17	7	14	16	5	6	0	0	2	3	2	8	6	4	0	9	3	2					
		1.95%	3.28%	2.41%	2.04%	3.00%	1.75%	2.26%	2.43%	1.58%	1.19%	0.0%	0.0%	0.98%	1.63%	1.31%	2.68%	2.92%	5.26%	0.0%	1.59%	0.77%	0.85%					
22	"5. ""За Русь Святую"""	50	3	3	0	8	6	1	3	0	3	2	2	0	3	3	2	2	2	0	3	2	2					
		0.66%	0.51%	0.60%	0.0%	1.41%	1.50%	0.16%	0.45%	0.0%	0.59%	1.65%	0.68%	0.0%	1.63%	1.97%	0.67%	0.97%	2.63%	0.0%	0.53%	0.51%	0.85%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	2	2	0	0	2	1	2	3	1	0	2	1	1	2	0	0	0	1	3	2	0					
		0.33%	0.34%	0.40%	0.0%	0.0%	0.50%	0.16%	0.30%	0.95%	0.19%	0.0%	0.68%	0.49%	0.54%	1.31%	0.0%	0.0%	0.0%	1.23%	0.53%	0.51%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	36	0	3	2	2	2	6	11	2	3	1	0	1	0	1	0	0	1	0	0	1	0					
		0.47%	0.0%	0.60%	0.34%	0.35%	0.50%	0.97%	1.67%	0.63%	0.59%	0.82%	0.0%	0.49%	0.0%	0.65%	0.0%	0.0%	1.31%	0.0%	0.0%	0.25%	0.0%					
25	"8. ""Народно-республиканская партия России"""	7	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	1	0	0	0	1	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.34%	0.49%	0.0%	0.0%	0.33%	0.48%	0.0%	0.0%	0.0%	0.25%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	41	3	2	1	5	4	0	11	3	2	0	2	0	0	1	1	1	0	0	1	4	0					
		0.54%	0.51%	0.40%	0.17%	0.88%	1.00%	0.0%	1.67%	0.95%	0.39%	0.0%	0.68%	0.0%	0.0%	0.65%	0.33%	0.48%	0.0%	0.0%	0.17%	1.03%	0.0%					
27	"10. ""Аграрная партия России"""	954	54	32	60	47	27	42	53	52	38	25	60	58	44	24	60	28	6	19	112	76	37					
