Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Собинская городская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250					
1	"Число избирателей, внесенных в списки"	30596	2058	1993	1930	1924	2016	1849	1909	1709	1750	1988	1960	2009	1945	1812	1806	1938					
2	"Число бюллетеней, полученных участковыми комиссиями"	30140	2030	2030	1870	1910	1990	1830	1880	1690	1740	1960	1920	1940	1900	1770	1770	1910					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12294	565	688	724	741	816	696	752	737	580	963	740	958	865	895	893	681					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1049	161	67	126	87	36	42	16	30	29	40	38	36	52	70	55	164					
6	Число погашенных бюллетеней	16797	1304	1275	1020	1082	1138	1092	1112	923	1131	957	1142	946	983	805	822	1065					
7	Число бюллетеней в переносных ящиках для голосования	1049	161	67	126	87	36	42	16	30	29	40	38	36	52	70	55	164					
8	Число бюллетеней в стационарных ящиках для голосования	12291	565	688	724	741	816	696	752	734	580	963	740	958	865	895	893	681					
9	Число недействительных бюллетеней	254	24	10	29	5	14	14	13	10	5	18	6	17	21	17	35	16					
10	Число действительных бюллетеней	13086	702	745	821	823	838	724	755	754	604	985	772	977	896	948	913	829					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	378	24	24	24	24	24	24	24	24	24	24	23	23	23	23	23	23					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	70	2	9	3	2	6	6	2	2	4	7	7	3	5	2	3	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	38	2	5	3	1	2	3	1	0	1	0	7	1	1	3	2	6					
14	Число погашенных открепительных удостоверений	308	22	15	21	22	18	18	22	22	20	17	16	20	18	21	20	16					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	150	11	11	10	11	11	4	8	5	1	11	8	12	15	5	16	11					
		1.12%	1.51%	1.45%	1.17%	1.32%	1.29%	0.54%	1.04%	0.65%	0.16%	1.09%	1.02%	1.20%	1.63%	0.51%	1.68%	1.30%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	301	17	20	16	22	21	12	20	15	19	13	25	24	26	18	20	13					
		2.25%	2.34%	2.64%	1.88%	2.65%	2.46%	1.62%	2.60%	1.96%	3.11%	1.29%	3.21%	2.41%	2.83%	1.86%	2.10%	1.53%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	840	68	69	65	89	97	52	43	43	25	38	51	45	27	57	36	35					
		6.29%	9.36%	9.13%	7.64%	10.74%	11.38%	7.04%	5.59%	5.62%	4.10%	3.78%	6.55%	4.52%	2.94%	5.90%	3.79%	4.14%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	449	34	18	27	24	31	20	16	28	18	20	27	43	43	36	28	36					
		3.36%	4.68%	2.38%	3.17%	2.89%	3.63%	2.71%	2.08%	3.66%	2.95%	1.99%	3.47%	4.32%	4.68%	3.73%	2.95%	4.26%					
22	"5. ""За Русь Святую"""	94	5	4	4	11	3	7	4	4	8	7	4	7	3	5	9	9					
		0.70%	0.68%	0.52%	0.47%	1.32%	0.35%	0.94%	0.52%	0.52%	1.31%	0.69%	0.51%	0.70%	0.32%	0.51%	0.94%	1.06%					
23	"6. ""Объединенная Российская партия ""Русь"""	49	2	8	5	2	1	4	2	0	2	1	4	2	5	7	2	2					
