Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Терновская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727	УИК №3728	УИК №3729	УИК №3730	УИК №3731									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16719	452	505	253	157	892	1236	142	448	221	110	1077	732	981	125	862	616	239	307	103	493	204	725	310	325	294	1194	1634	914	47	94	1027									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17070	450	500	260	165	930	1270	145	450	240	110	1100	750	1005	130	880	620	250	315	105	500	210	740	325	340	300	1220	1645	915	60	95	1045									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9520	306	338	182	113	515	695	81	315	108	72	645	506	522	86	350	355	136	205	72	320	141	379	84	174	198	565	1214	204	38	43	558									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2826	80	112	20	27	152	199	33	67	69	25	252	128	293	16	102	128	46	53	19	81	27	150	169	90	58	70	82	113	9	35	121									
6	Число погашенных избирательных бюллетеней	4724	64	50	58	25	263	376	31	68	63	13	203	116	190	28	428	137	68	57	14	99	42	211	72	76	44	585	349	598	13	17	366									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2826	80	112	20	27	152	199	33	67	69	25	252	128	293	16	102	128	46	53	19	81	27	150	169	90	58	70	82	113	9	35	121									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9519	306	338	182	113	515	695	81	315	108	72	645	506	522	86	350	355	136	205	72	320	141	379	84	174	198	565	1214	204	38	43	557									
9	Число недействительных избирательных бюллетеней	145	2	0	0	0	4	2	4	2	1	1	7	6	17	0	3	1	1	24	2	2	0	9	0	2	7	8	24	8	0	2	6									
10	Число действительных избирательных бюллетеней	12200	384	450	202	140	663	892	110	380	176	96	890	628	798	102	449	482	181	234	89	399	168	520	253	262	249	627	1272	309	47	76	672									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	248	5	10	5	5	10	10	5	5	5	3	10	10	10	3	10	5	5	8	2	10	6	10	5	5	5	26	15	15	2	3	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	182	5	10	5	5	5	10	5	5	5	0	10	10	10	3	10	5	5	8	0	5	4	10	5	5	1	26	3	2	2	0	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	33	3	1	2	2	0	2	0	2	0	0	0	0	0	1	1	5	0	2	1	1	1	3	0	0	0	2	2	0	0	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	66	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2	5	2	0	0	0	4	0	12	13	0	3	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	0	2	0	1	15	2	0	2	1	1	1	1	1	0	5	7	0	0	0	0	1	6	0	0	0	1	3	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	249	1	2	2	1	7	3	1	6	9	6	2	2	8	5	16	6	2	2	1	0	0	7	2	6	5	15	111	11	2	0	8									
		2.02%	0.26%	0.44%	0.99%	0.71%	1.05%	0.34%	0.88%	1.57%	5.08%	6.19%	0.22%	0.32%	0.98%	4.90%	3.54%	1.24%	1.10%	0.78%	1.10%	0.00%	0.00%	1.32%	0.79%	2.27%	1.95%	2.36%	8.56%	3.47%	4.26%	0.00%	1.18%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	224	11	0	6	3	11	6	3	2	4	4	16	7	13	2	10	19	3	5	0	7	4	15	5	4	2	14	22	8	0	1	17									
		1.81%	2.85%	0.00%	2.97%	2.14%	1.65%	0.67%	2.63%	0.52%	2.26%	4.12%	1.78%	1.10%	1.60%	1.96%	2.21%	3.93%	1.65%	1.94%	0.00%	1.75%	2.38%	2.84%	1.98%	1.52%	0.78%	2.20%	1.70%	2.52%	0.00%	1.28%	2.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	172	0	0	11	0	7	8	0	2	0	0	7	4	16	0	2	5	0	4	0	0	3	11	2	3	1	5	65	6	2	0	8									
		1.39%	0.00%	0.00%	5.45%	0.00%	1.05%	0.89%	0.00%	0.52%	0.00%	0.00%	0.78%	0.63%	1.96%	0.00%	0.44%	1.04%	0.00%	1.55%	0.00%	0.00%	1.79%	2.08%	0.79%	1.14%	0.39%	0.79%	5.02%	1.89%	4.26%	0.00%	1.18%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8168	251	377	84	111	474	733	76	276	86	58	644	462	571	71	228	323	154	186	78	326	134	300	167	211	190	413	493	156	30	55	450									
		66.16%	65.03%	83.78%	41.58%	79.29%	71.06%	81.99%	66.67%	72.25%	48.59%	59.79%	71.79%	72.87%	70.06%	69.61%	50.44%	66.87%	84.62%	72.09%	85.71%	81.30%	79.76%	56.71%	66.01%	79.92%	74.22%	65.04%	38.04%	49.21%	63.83%	70.51%	66.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	1	0	1	0	2	1	1	2	0	0	7	1	3	0	0	1	0	0	0	0	2	3	1	1	0	3	20	3	0	0	5									
		0.47%	0.26%	0.00%	0.50%	0.00%	0.30%	0.11%	0.88%	0.52%	0.00%	0.00%	0.78%	0.16%	0.37%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	1.19%	0.57%	0.40%	0.38%	0.00%	0.47%	1.54%	0.95%	0.00%	0.00%	0.74%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	0	0	0	0	0	0	0	1	1	1	4	1	1	0	0	0	0	0	0	1	0	2	1	0	0	2	3	1	0	0	2									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.56%	1.03%	0.45%	0.16%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.38%	0.40%	0.00%	0.00%	0.31%	0.23%	0.32%	0.00%	0.00%	0.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1061	19	11	30	8	51	58	18	43	30	9	61	42	44	13	95	56	10	16	4	17	7	99	43	20	13	2	132	38	2	5	65									
		8.59%	4.92%	2.44%	14.85%	5.71%	7.65%	6.49%	15.79%	11.26%	16.95%	9.28%	6.80%	6.62%	5.40%	12.75%	21.02%	11.59%	5.49%	6.20%	4.40%	4.24%	4.17%	18.71%	16.99%	7.58%	5.08%	0.31%	10.19%	11.99%	4.26%	6.41%	9.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	0	1	2	1	1	3	0	0	0	0	1	0	4	0	0	1	1	0	0	1	0	0	0	1	1	1	2	0	0	0	11									
		0.26%	0.00%	0.22%	0.99%	0.71%	0.15%	0.34%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.49%	0.00%	0.00%	0.21%	0.55%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.38%	0.39%	0.16%	0.15%	0.00%	0.00%	0.00%	1.62%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	44	0	0	0	0	4	0	0	0	0	0	4	2	3	0	3	1	0	1	0	0	0	3	0	1	0	3	11	2	1	0	5									
		0.36%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.32%	0.37%	0.00%	0.66%	0.21%	0.00%	0.39%	0.00%	0.00%	0.00%	0.57%	0.00%	0.38%	0.00%	0.47%	0.85%	0.63%	2.13%	0.00%	0.74%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	1	0	0	0	1	0	0	0	1	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	3									
		0.13%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.11%	0.00%	0.12%	0.98%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.31%	0.32%	0.00%	0.00%	0.44%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	52	2	1	2	1	1	0	1	2	0	0	2	0	11	0	2	2	0	0	0	0	6	0	1	0	0	4	5	2	0	0	7									
		0.42%	0.52%	0.22%	0.99%	0.71%	0.15%	0.00%	0.88%	0.52%	0.00%	0.00%	0.22%	0.00%	1.35%	0.00%	0.44%	0.41%	0.00%	0.00%	0.00%	0.00%	3.57%	0.00%	0.40%	0.00%	0.00%	0.63%	0.39%	0.63%	0.00%	0.00%	1.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1457	41	22	54	4	87	74	6	17	30	6	72	47	64	9	84	63	10	3	1	20	9	57	21	12	6	103	373	71	3	12	76									
		11.80%	10.62%	4.89%	26.73%	2.86%	13.04%	8.28%	5.26%	4.45%	16.95%	6.19%	8.03%	7.41%	7.85%	8.82%	18.58%	13.04%	5.49%	1.16%	1.10%	4.99%	5.36%	10.78%	8.30%	4.55%	2.34%	16.22%	28.78%	22.40%	6.38%	15.38%	11.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	3	0	0	0	3	0	0	0	0	1	4	4	3	0	1	0	1	1	0	0	0	2	1	0	1	3	3	2	1	0	7									
		0.33%	0.78%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	1.03%	0.45%	0.63%	0.37%	0.00%	0.22%	0.00%	0.55%	0.39%	0.00%	0.00%	0.00%	0.38%	0.40%	0.00%	0.39%	0.47%	0.23%	0.63%	2.13%	0.00%	1.03%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	605	55	36	9	11	15	6	3	29	16	11	65	56	56	1	6	5	0	16	5	27	3	20	9	3	30	59	28	8	6	3	8									
		4.90%	14.25%	8.00%	4.46%	7.86%	2.25%	0.67%	2.63%	7.59%	9.04%	11.34%	7.25%	8.83%	6.87%	0.98%	1.33%	1.04%	0.00%	6.20%	5.49%	6.73%	1.79%	3.78%	3.56%	1.14%	11.72%	9.29%	2.16%	2.52%	12.77%	3.85%	1.18%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
