Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
"Наименование Избирательной комиссии:    Набережные Челны, Комсомольская"																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072					
1	"Число избирателей, внесенных в список избирателей"	91171	905	1736	1905	1440	644	1302	2169	2443	2328	2645	1818	1954	2493	2608	2627	1928	2550	1742	2253	2006	2218	1875	1972	1626	2063	2425	2144	1908	2114	2286	2372	1030	2024	1037	2462	2430	1002	2209	2636	1981	2328	2386	2430	2319	2398					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	87000	900	1700	1800	1400	600	1100	1700	2300	2200	2300	1800	1800	2400	2500	2300	1800	2400	1700	2200	2000	2200	1800	1900	1600	1800	2400	2000	1800	1900	2200	2300	1200	2000	1000	2400	2400	1000	2100	2500	1900	2300	2300	2400	2300	2400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	66807	602	1204	1465	904	394	980	1296	1645	1681	1869	1307	1609	1695	2199	1966	1533	1965	1317	1706	1370	1688	1223	1528	1191	1520	1744	1548	1366	1553	1735	1936	555	1442	744	1846	1978	652	1524	1798	1344	1824	1960	1812	1929	1660					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2872	102	32	21	161	4	24	68	89	86	47	25	119	298	44	49	41	75	48	33	73	75	55	41	11	48	45	62	66	27	23	22	269	15	124	35	72	42	111	126	102	8	18	10	14	12					
6	Число погашенных избирательных бюллетеней	17321	196	464	314	335	202	96	336	566	433	384	468	72	407	257	285	226	360	335	461	557	437	522	331	398	232	611	390	368	320	442	342	376	543	132	519	350	306	465	576	454	468	322	578	357	728					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2872	102	32	21	161	4	24	68	89	86	47	25	119	298	44	49	41	75	48	33	73	75	55	41	11	48	45	62	66	27	23	22	269	15	124	35	72	42	111	126	102	8	18	10	14	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	66730	602	1204	1444	904	394	980	1296	1645	1681	1869	1303	1609	1695	2199	1966	1533	1965	1317	1706	1370	1686	1223	1478	1191	1520	1744	1548	1366	1553	1735	1936	555	1442	744	1846	1978	652	1524	1798	1344	1824	1960	1812	1929	1660					
9	Число недействительных избирательных бюллетеней	875	8	28	19	0	14	5	5	7	28	43	38	42	31	0	28	16	2	5	32	46	26	33	34	10	21	49	31	9	8	3	5	1	2	20	16	23	27	54	9	21	21	19	21	10	5					
10	Число действительных избирательных бюллетеней	68727	696	1208	1446	1065	384	999	1359	1727	1739	1873	1290	1686	1962	2243	1987	1558	2038	1360	1707	1397	1735	1245	1485	1192	1547	1740	1579	1423	1572	1755	1953	823	1455	848	1865	2027	667	1581	1915	1425	1811	1959	1801	1933	1667					
