Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
"Наименование Избирательной комиссии:    Набережные Челны, Комсомольская"																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091					
1	"Число избирателей, внесенных в списки избирателей"	101840	987	2127	386	1671	558	1591	1833	2735	2646	2879	2153	2614	3002	2918	2760	2285	2663	2865	2719	2404	2532	2248	2404	1913	2393	2992	2678	2184	2345	2531	2749	1134	2449	1272	2952	2704	1255	2629	2318	1464	2672	2547	2346	2791	2542					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	96295	950	1900	370	1850	480	1400	1850	2500	2350	2650	1970	2100	2700	2900	2600	2100	2500	2900	2900	2300	2450	2000	2100	1750	2200	2800	2450	2000	2100	2350	2600	1120	2200	1200	2750	2450	1100	2800	2300	1880	2650	2450	2300	2525	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	75144	592	1440	263	1525	390	1068	1353	2380	1987	1945	1595	1656	1982	2332	1954	1772	2109	2025	2064	1726	1984	1449	1676	1456	1601	2113	1821	1572	1528	1908	1984	880	1596	912	2296	1999	748	1962	1570	1445	2058	2194	2133	1902	2199					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2780	158	28	56	68	9	16	20	116	227	59	18	287	200	58	69	40	76	44	28	29	61	49	33	33	54	40	25	38	27	20	61	187	28	55	21	17	36	68	134	19	19	33	8	27	81					
6	Число погашенных избирательных бюллетеней	18371	200	432	51	257	81	316	477	4	136	646	357	157	518	510	577	288	315	831	808	545	405	502	391	261	545	647	604	390	545	422	555	53	576	233	433	434	316	770	596	416	573	223	159	596	220					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2780	158	28	56	68	9	16	20	116	227	59	18	287	200	58	69	40	76	44	28	29	61	49	33	33	54	40	25	38	27	20	61	187	28	55	21	17	36	68	134	19	19	33	8	27	81					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	75003	592	1440	263	1525	390	1068	1353	2264	1987	1945	1595	1656	1978	2332	1954	1772	2109	2025	2064	1726	1984	1449	1676	1456	1600	2110	1821	1572	1528	1908	1984	880	1596	912	2296	1982	748	1962	1570	1445	2058	2194	2133	1902	2199					
9	Число недействительных избирательных бюллетеней	669	5	18	2	13	4	5	12	5	15	13	18	29	18	14	7	25	12	0	13	18	14	9	38	16	16	25	22	7	0	24	37	4	24	11	9	11	16	26	20	24	21	22	19	8	0					
10	Число действительных избирательных бюллетеней	77114	745	1450	317	1580	395	1079	1361	2375	2199	1991	1595	1914	2160	2376	2016	1787	2173	2069	2079	1737	2031	1489	1671	1473	1638	2125	1824	1603	1555	1904	2008	1063	1600	956	2308	1988	768	2004	1684	1440	2056	2205	2122	1921	2280					
