Выборы Президента Российской Федерации																																																	
Дата голосования: 04.03.2012																																																	
																																																	
Наименование Избирательной комиссии:    Рузская																																																	
																																																	
Сводная таблица итогов голосования																																																	
																																																	
	Число участковых избирательных комиссий	38																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	38																																															
																																																	
		Сумма	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562	УИК №2563	УИК №2564	УИК №2565	УИК №2566	УИК №2567	УИК №2568	УИК №2569	УИК №2570	УИК №2571	УИК №2572	УИК №2573	УИК №2574	УИК №2575	УИК №2576	УИК №2577	УИК №2578									
1	Число избирателей, включенных в список избирателей	56812	2098	2425	2428	1163	1797	1960	394	2622	21	1619	2664	2802	2012	36	1805	1909	1413	1524	471	715	748	211	2256	1245	510	1254	2492	1465	323	1540	102	2958	2024	1676	1231	2555	783	1561									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	52100	1800	2200	2300	1100	1700	1800	350	2200	200	1400	2500	2500	1900	200	1700	1800	1300	1400	450	650	700	250	2100	1100	450	1100	2200	1350	300	1300	400	2600	1700	1400	1100	2400	700	1500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	29487	1090	1597	1457	821	1163	1167	235	1376	21	839	1106	1462	1130	36	1044	941	721	899	192	360	404	68	883	400	239	570	1160	616	137	670	102	1371	1185	949	697	1310	458	611									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3655	210	168	40	85	45	42	13	177	0	25	16	40	13	0	30	41	148	101	42	82	37	131	100	263	77	154	182	279	104	205	0	192	58	108	160	89	33	165									
6	Число погашенных избирательных бюллетеней	18958	500	435	803	194	492	591	102	647	179	536	1378	998	757	164	626	818	431	400	216	208	259	51	1117	437	134	376	858	455	59	425	298	1037	457	343	243	1001	209	724									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3655	210	168	40	85	45	42	13	177	0	25	16	40	13	0	30	41	148	101	42	82	37	131	100	263	77	154	182	279	104	205	0	192	58	108	160	89	33	165									
8	Число бюллетеней в стационарных ящиках для голосования	29259	1090	1588	1457	780	1122	1136	235	1376	21	839	1103	1461	1130	36	943	941	721	899	192	360	404	68	883	400	239	570	1160	616	137	670	102	1371	1185	949	697	1309	458	611									
9	Число недействительных избирательных бюллетеней	481	21	20	0	13	19	20	3	23	0	13	12	41	22	0	12	16	11	6	2	4	8	2	14	11	4	3	22	30	4	13	0	20	24	18	9	24	8	9									
10	Число действительных избирательных бюллетеней	32433	1279	1736	1497	852	1148	1158	245	1530	21	851	1107	1460	1121	36	961	966	858	994	232	438	433	197	969	652	312	721	1320	865	237	862	102	1543	1219	1039	848	1374	483	767									
11	Число полученных открепительных  удостоверений	534	15	23	23	6	20	15	3	37	0	6	30	22	18	0	9	10	22	20	10	10	20	0	23	20	10	10	32	5	10	10	0	16	12	2	5	30	10	20									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	520	15	23	23	6	19	15	3	36	0	6	30	20	18	0	9	10	22	20	10	10	19	0	23	20	10	10	32	5	7	10	0	16	12	2	5	25	10	19									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1217	24	70	35	9	16	28	8	34	8	55	14	23	11	8	14	9	41	48	13	14	13	0	24	61	9	24	65	30	5	38	6	147	182	47	26	33	9	16									
14	Число неиспользованных открепительных удостоверений	14	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	1									
15	Число открепительных удостоверений, выданных избирателям ТИК	16	0	1	3	1	1	1	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	Жириновский Владимир Вольфович	2516	118	102	104	61	72	93	15	126	3	68	84	127	102	0	81	83	73	83	21	23	38	20	49	62	12	49	80	96	11	82	0	102	96	102	53	126	44	55									
		7.64%	9.08%	5.81%	6.95%	7.05%	6.17%	7.89%	6.05%	8.11%	14.29%	7.87%	7.51%	8.46%	8.92%	0.00%	8.32%	8.45%	8.40%	8.30%	8.97%	5.20%	8.62%	10.05%	4.98%	9.35%	3.80%	6.77%	5.96%	10.73%	4.56%	9.37%	0.00%	6.53%	7.72%	9.65%	6.18%	9.01%	8.96%	7.09%									
20	Зюганов Геннадий Андреевич	6779	279	330	283	168	215	244	39	400	4	227	292	386	277	9	244	259	138	247	43	54	90	14	198	106	39	131	273	133	26	189	1	320	216	189	146	298	137	135									
		20.60%	21.46%	18.79%	18.90%	19.42%	18.42%	20.71%	15.73%	25.76%	19.05%	26.27%	26.09%	25.72%	24.23%	25.00%	25.08%	26.37%	15.88%	24.70%	18.38%	12.22%	20.41%	7.04%	20.14%	15.99%	12.34%	18.09%	20.34%	14.86%	10.79%	21.60%	0.98%	20.47%	17.38%	17.88%	17.04%	21.32%	27.90%	17.40%									
21	Миронов Сергей Михайлович	1370	43	60	45	22	52	38	10	114	0	46	74	89	68	1	42	58	26	35	17	13	23	7	22	16	8	28	46	30	5	28	0	74	43	42	34	57	10	44									
		4.16%	3.31%	3.42%	3.01%	2.54%	4.46%	3.23%	4.03%	7.34%	0.00%	5.32%	6.61%	5.93%	5.95%	2.78%	4.32%	5.91%	2.99%	3.50%	7.26%	2.94%	5.22%	3.52%	2.24%	2.41%	2.53%	3.87%	3.43%	3.35%	2.07%	3.20%	0.00%	4.73%	3.46%	3.97%	3.97%	4.08%	2.04%	5.67%									
22	Прохоров Михаил Дмитриевич	2925	123	181	131	55	139	132	31	148	1	111	140	158	115	3	99	81	74	53	11	33	29	15	54	41	19	44	134	71	7	62	1	161	132	88	46	122	22	58									
		8.89%	9.46%	10.31%	8.75%	6.36%	11.91%	11.21%	12.50%	9.53%	4.76%	12.85%	12.51%	10.53%	10.06%	8.33%	10.17%	8.25%	8.52%	5.30%	4.70%	7.47%	6.58%	7.54%	5.49%	6.18%	6.01%	6.08%	9.99%	7.93%	2.90%	7.09%	0.98%	10.30%	10.62%	8.33%	5.37%	8.73%	4.48%	7.47%									
23	Путин Владимир Владимирович	18843	716	1063	934	546	670	651	150	742	13	399	517	700	559	23	495	485	547	576	140	315	253	141	646	427	234	469	787	535	188	501	100	886	732	618	569	771	270	475									
		57.25%	55.08%	60.54%	62.39%	63.12%	57.41%	55.26%	60.48%	47.78%	61.90%	46.18%	46.20%	46.64%	48.91%	63.89%	50.87%	49.39%	62.95%	57.60%	59.83%	71.27%	57.37%	70.85%	65.72%	64.40%	74.05%	64.78%	58.64%	59.78%	78.01%	57.26%	98.04%	56.69%	58.89%	58.47%	66.39%	55.15%	54.99%	61.21%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
