Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Лазовская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515					
1	"Число избирателей, внесенных в списки"	11461	1667	1723	1781	670	326	110	92	523	133	657	1906	96	119	242	261	86	866	203					
2	"Число бюллетеней, полученных участковыми комиссиями"	11880	1754	1795	1845	569	366	117	99	591	146	668	1949	106	119	290	298	102	866	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5937	867	713	733	301	212	96	92	295	101	352	956	64	82	141	188	79	541	124					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	219	21	30	24	18	23	0	0	32	0	0	36	0	12	11	12	0	0	0					
6	Число погашенных бюллетеней	5724	866	1052	1088	250	131	21	7	264	45	316	957	42	25	138	98	23	325	76					
7	Число бюллетеней в переносных ящиках для голосования	219	21	30	24	18	23	0	0	32	0	0	36	0	12	11	12	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	5937	867	713	733	301	212	96	92	295	101	352	956	64	82	141	188	79	541	124					
9	Число недействительных бюллетеней	91	21	9	15	7	10	0	0	5	0	5	14	1	0	1	0	0	2	1					
10	Число действительных бюллетеней	6065	867	734	742	312	225	96	92	322	101	347	978	63	94	151	200	79	539	123					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	28	28	30	10	8	2	2	10	3	11	30	2	2	6	6	2	15	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	15	0	0	2	0	0	0	0	2	0	0	6	0	0	0	1	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	16	2	0	0	0	0	0	5	0	4	0	1	0	0	0	0	1	2	1					
14	Число погашенных открепительных удостоверений	184	28	28	28	10	8	2	2	8	3	11	24	2	2	6	5	2	11	4					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	78	5	10	15	3	4	0	3	4	0	3	14	3	0	3	2	1	7	1					
		1.26%	0.56%	1.34%	1.98%	0.94%	1.70%	0.0%	3.26%	1.22%	0.0%	0.85%	1.41%	4.68%	0.0%	1.97%	1.0%	1.26%	1.29%	0.80%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	138	20	17	27	10	1	1	0	15	1	9	29	0	1	0	0	0	7	0					
		2.24%	2.25%	2.28%	3.56%	3.13%	0.42%	1.04%	0.0%	4.58%	0.99%	2.55%	2.92%	0.0%	1.06%	0.0%	0.0%	0.0%	1.29%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	160	27	28	31	7	0	1	1	9	3	7	23	2	1	4	4	2	8	2					
		2.59%	3.04%	3.76%	4.09%	2.19%	0.0%	1.04%	1.08%	2.75%	2.97%	1.98%	2.31%	3.12%	1.06%	2.63%	2.0%	2.53%	1.47%	1.61%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	218	37	19	27	9	6	0	0	15	4	9	55	3	1	1	3	0	25	4					
		3.54%	4.16%	2.55%	3.56%	2.82%	2.55%	0.0%	0.0%	4.58%	3.96%	2.55%	5.54%	4.68%	1.06%	0.65%	1.5%	0.0%	4.62%	3.22%					
22	"5. ""За Русь Святую"""	25	5	2	4	3	0	0	2	1	0	0	5	0	0	0	0	0	1	2					
		0.40%	0.56%	0.26%	0.52%	0.94%	0.0%	0.0%	2.17%	0.30%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	1.61%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	3	0	1	1	0	0	0	1	0	2	4	1	0	0	0	1	2	0					
		0.25%	0.33%	0.0%	0.13%	0.31%	0.0%	0.0%	0.0%	0.30%	0.0%	0.56%	0.40%	1.56%	0.0%	0.0%	0.0%	1.26%	0.36%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	51	8	9	12	1	0	1	0	0	1	2	11	1	0	1	0	3	0	1					
		0.82%	0.90%	1.21%	1.58%	0.31%	0.0%	1.04%	0.0%	0.0%	0.99%	0.56%	1.10%	1.56%	0.0%	0.65%	0.0%	3.79%	0.0%	0.80%					
25	"8. ""Народно-республиканская партия России"""	4	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0					
		0.06%	0.11%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.5%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	24	5	1	5	0	0	0	1	4	0	3	4	0	0	0	0	0	1	0					
		0.38%	0.56%	0.13%	0.66%	0.0%	0.0%	0.0%	1.08%	1.22%	0.0%	0.85%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%					
27	"10. ""Аграрная партия России"""	233	27	30	17	5	6	7	1	35	0	13	50	2	14	6	16	0	4	0					
		3.78%	3.04%	4.03%	2.24%	1.56%	2.55%	7.29%	1.08%	10.70%	0.0%	3.69%	5.04%	3.12%	14.89%	3.94%	8.0%	0.0%	0.73%	0.0%					
28	"11. ""Истинные патриоты России"""	16	3	3	0	4	0	0	0	0	0	0	2	0	0	0	0	0	2	2					
		0.25%	0.33%	0.40%	0.0%	1.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	1.61%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	55	5	8	7	2	2	0	0	2	0	3	10	0	0	3	7	0	5	1					
		0.89%	0.56%	1.07%	0.92%	0.62%	0.85%	0.0%	0.0%	0.61%	0.0%	0.85%	1.00%	0.0%	0.0%	1.97%	3.5%	0.0%	0.92%	0.80%					
30	"13. ""Демократическая партия России"""	22	7	2	3	1	1	0	1	2	0	0	1	0	0	1	0	0	3	0					
		0.35%	0.78%	0.26%	0.39%	0.31%	0.42%	0.0%	1.08%	0.61%	0.0%	0.0%	0.10%	0.0%	0.0%	0.65%	0.0%	0.0%	0.55%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	13	0	4	3	0	1	0	1	0	2	1	1	0	0	0	0	0	0	0					
		0.21%	0.0%	0.53%	0.39%	0.0%	0.42%	0.0%	1.08%	0.0%	1.98%	0.28%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	18	1	1	3	2	3	2	0	0	0	1	1	1	0	0	0	0	3	0					
		0.29%	0.11%	0.13%	0.39%	0.62%	1.27%	2.08%	0.0%	0.0%	0.0%	0.28%	0.10%	1.56%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	445	68	66	52	21	2	6	2	28	5	31	83	5	3	7	16	5	43	2					
		7.22%	7.65%	8.88%	6.86%	6.58%	0.85%	6.25%	2.17%	8.56%	4.95%	8.80%	8.36%	7.81%	3.19%	4.60%	8.0%	6.32%	7.94%	1.61%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	1	7	0	1	5	0	0	2	0	2	0	0	1	0	2	1	0	0					
		0.35%	0.11%	0.94%	0.0%	0.31%	2.12%	0.0%	0.0%	0.61%	0.0%	0.56%	0.0%	0.0%	1.06%	0.0%	1.0%	1.26%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1195	199	159	155	101	19	12	31	86	14	69	154	14	19	36	21	11	78	17					
		19.41%	22.40%	21.39%	20.47%	31.66%	8.08%	12.5%	33.69%	26.29%	13.86%	19.60%	15.52%	21.87%	20.21%	23.68%	10.5%	13.92%	14.41%	13.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	127	20	8	20	6	6	1	3	8	0	5	24	2	3	5	6	3	7	0					
		2.06%	2.25%	1.07%	2.64%	1.88%	2.55%	1.04%	3.26%	2.44%	0.0%	1.42%	2.41%	3.12%	3.19%	3.28%	3.0%	3.79%	1.29%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	1978	211	170	180	85	127	49	34	55	60	116	285	12	30	75	67	39	304	79					
		32.13%	23.76%	22.88%	23.77%	26.64%	54.04%	51.04%	36.95%	16.81%	59.40%	32.95%	28.72%	18.75%	31.91%	49.34%	33.5%	49.36%	56.19%	63.70%					
38	"21. ""Российская Конституционно-демократическая партия"""	16	2	1	1	0	3	2	1	1	0	0	1	0	2	1	0	1	0	0					
		0.25%	0.22%	0.13%	0.13%	0.0%	1.27%	2.08%	1.08%	0.30%	0.0%	0.0%	0.10%	0.0%	2.12%	0.65%	0.0%	1.26%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	17	1	3	9	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0					
		0.27%	0.11%	0.40%	1.18%	0.0%	0.0%	1.04%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	2.12%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	696	120	111	92	29	29	4	9	30	6	45	143	9	14	0	14	11	26	4					
		11.30%	13.51%	14.93%	12.15%	9.09%	12.34%	4.16%	9.78%	9.17%	5.94%	12.78%	14.41%	14.06%	14.89%	0.0%	7.0%	13.92%	4.80%	3.22%					
																									
41	Против всех	498	91	74	78	21	10	9	2	23	5	26	78	8	3	7	41	1	13	8					
		8.08%	10.24%	9.95%	10.30%	6.58%	4.25%	9.37%	2.17%	7.03%	4.95%	7.38%	7.86%	12.5%	3.19%	4.60%	20.5%	1.26%	2.40%	6.45%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
