Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Безенчукская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173					
1	"Число избирателей, внесенных в список избирателей"	32142	2284	2243	2175	2452	2124	2018	2057	2302	291	2488	294	153	849	1321	463	235	1363	714	407	240	901	1209	431	359	182	707	175	596	243	682	184					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32380	2240	2220	2140	2460	2150	2050	2090	2330	290	2530	295	150	870	1320	475	235	1380	700	400	255	930	1250	430	360	180	710	175	610	250	720	185					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15855	1096	1133	1071	1165	1094	995	1079	1145	176	1194	109	111	415	620	180	109	601	433	223	171	334	576	283	199	117	299	93	315	101	363	55					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1169	52	61	72	48	26	24	36	42	22	75	26	5	43	75	96	37	55	36	14	11	72	29	12	25	7	32	7	50	12	50	17					
6	Число погашенных избирательных бюллетеней	15356	1092	1026	997	1247	1030	1031	975	1143	92	1261	160	34	412	625	199	89	724	231	163	73	524	645	135	136	56	379	75	245	137	307	113					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1169	52	61	72	48	26	24	36	42	22	75	26	5	43	75	96	37	55	36	14	11	72	29	12	25	7	32	7	50	12	50	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15848	1095	1133	1071	1163	1090	995	1079	1145	176	1194	109	111	415	620	180	109	601	433	223	171	334	576	283	199	117	299	93	315	101	363	55					
9	Число недействительных избирательных бюллетеней	395	41	22	16	23	29	21	20	25	4	35	4	5	16	19	5	1	13	16	5	3	8	16	3	6	1	8	4	7	4	12	3					
10	Число действительных избирательных бюллетеней	16622	1106	1172	1127	1188	1087	998	1095	1162	194	1234	131	111	442	676	271	145	643	453	232	179	398	589	292	218	123	323	96	358	109	401	69					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	762	40	40	60	47	40	40	75	40	10	50	10	10	20	20	15	10	35	15	10	10	20	20	10	10	10	15	10	15	10	35	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	542	27	29	47	42	22	39	66	28	7	46	0	4	6	20	12	5	29	5	2	10	15	20	0	2	1	1	5	7	5	35	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	250	12	18	9	9	8	15	5	3	3	26	4	5	1	24	24	13	10	3	4	2	8	4	5	4	3	7	5	4	4	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	220	13	11	13	5	18	1	9	12	3	4	10	6	14	0	3	5	6	10	8	0	5	0	10	8	9	14	5	8	5	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	1	4	3	8	0	1	1	3	0	2	0	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2970	214	212	224	251	247	229	263	188	14	231	23	17	77	91	40	13	85	70	20	23	55	96	39	27	12	48	15	62	8	68	8					
		17.45%	18.66%	17.76%	19.60%	20.73%	22.13%	22.47%	23.59%	15.84%	7.07%	18.20%	17.04%	14.66%	16.81%	13.09%	14.49%	8.90%	12.96%	14.93%	8.44%	12.64%	13.55%	15.87%	13.22%	12.05%	9.68%	14.50%	15.00%	16.99%	7.08%	16.46%	11.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2458	185	148	162	167	147	158	165	168	22	167	21	17	62	123	39	16	131	67	23	46	52	103	36	26	9	50	9	57	22	54	6					
		14.44%	16.13%	12.40%	14.17%	13.79%	13.17%	15.51%	14.80%	14.15%	11.11%	13.16%	15.56%	14.66%	13.54%	17.70%	14.13%	10.96%	19.97%	14.29%	9.70%	25.27%	12.81%	17.02%	12.20%	11.61%	7.26%	15.11%	9.00%	15.62%	19.47%	13.08%	8.33%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	153	11	12	14	11	6	3	8	10	3	9	1	1	8	6	1	2	4	0	4	3	7	6	1	7	1	3	1	3	1	4	2					
		0.90%	0.96%	1.01%	1.22%	0.91%	0.54%	0.29%	0.72%	0.84%	1.52%	0.71%	0.74%	0.86%	1.75%	0.86%	0.36%	1.37%	0.61%	0.00%	1.69%	1.65%	1.72%	0.99%	0.34%	3.13%	0.81%	0.91%	1.00%	0.82%	0.88%	0.97%	2.78%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4055	290	374	325	297	281	230	294	345	51	290	37	15	123	163	57	49	159	102	93	11	68	107	54	32	17	38	10	51	19	62	11					
		23.83%	25.28%	31.32%	28.43%	24.53%	25.18%	22.57%	26.37%	29.06%	25.76%	22.85%	27.41%	12.93%	26.86%	23.45%	20.65%	33.56%	24.24%	21.75%	39.24%	6.04%	16.75%	17.69%	18.31%	14.29%	13.71%	11.48%	10.00%	13.97%	16.81%	15.01%	15.28%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	266	26	17	18	20	25	19	21	19	3	12	2	0	2	9	9	4	13	2	3	1	2	14	5	2	1	2	0	3	1	9	2					
		1.56%	2.27%	1.42%	1.57%	1.65%	2.24%	1.86%	1.88%	1.60%	1.52%	0.95%	1.48%	0.00%	0.44%	1.29%	3.26%	2.74%	1.98%	0.43%	1.27%	0.55%	0.49%	2.31%	1.69%	0.89%	0.81%	0.60%	0.00%	0.82%	0.88%	2.18%	2.78%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6665	378	408	378	437	371	357	344	429	100	522	47	60	167	277	125	61	251	209	88	95	213	261	156	124	83	182	60	182	57	203	40					
		39.17%	32.96%	34.17%	33.07%	36.09%	33.24%	35.03%	30.85%	36.14%	50.51%	41.13%	34.81%	51.72%	36.46%	39.86%	45.29%	41.78%	38.26%	44.56%	37.13%	52.20%	52.46%	43.14%	52.88%	55.36%	66.94%	54.98%	60.00%	49.86%	50.44%	49.15%	55.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	55	2	1	6	5	10	2	0	3	1	3	0	1	3	7	0	0	0	3	1	0	1	2	1	0	0	0	1	0	1	1	0					
		0.32%	0.17%	0.08%	0.52%	0.41%	0.90%	0.20%	0.00%	0.25%	0.51%	0.24%	0.00%	0.86%	0.66%	1.01%	0.00%	0.00%	0.00%	0.64%	0.42%	0.00%	0.25%	0.33%	0.34%	0.00%	0.00%	0.00%	1.00%	0.00%	0.88%	0.24%	0.00%					
																																						
																																						
																																						
																																						
																																						
																																						
