Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Кочковская  																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522					
1	"Число избирателей, внесенных в список избирателей"	12257	1020	299	1033	1075	855	87	76	316	498	1647	905	429	572	2425	1020					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12435	1050	300	1050	1100	850	100	85	300	500	1700	950	450	550	2450	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7084	585	202	585	586	516	70	56	202	297	840	543	289	326	1411	576					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1047	119	21	105	81	89	9	9	30	21	223	93	49	47	103	48					
6	Число погашенных избирательных бюллетеней	4304	346	77	360	433	245	21	20	68	182	637	314	112	177	936	376					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1047	119	21	105	81	89	9	9	30	21	223	93	49	47	103	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7084	585	202	585	586	516	70	56	202	297	840	543	289	326	1411	576					
9	Число недействительных избирательных бюллетеней	161	5	3	5	30	11	1	0	9	5	18	18	6	4	39	7					
10	Число действительных избирательных бюллетеней	7970	699	220	685	637	594	78	65	223	313	1045	618	332	369	1475	617					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	444	28	11	30	31	38	11	10	16	24	86	45	41	12	46	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	444	28	11	30	31	38	11	10	16	24	86	45	41	12	46	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	76	4	3	4	6	6	2	1	2	2	4	3	6	2	19	12					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	2	0	0	1	3	0	0	0	0	1	6	0	4	15	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1041	96	30	97	85	67	1	3	19	27	139	103	33	53	195	93					
		12.80%	13.64%	13.45%	14.06%	12.74%	11.07%	1.27%	4.62%	8.19%	8.49%	13.08%	16.19%	9.76%	14.21%	12.88%	14.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1410	107	43	112	122	105	28	11	49	64	176	152	75	37	216	113					
		17.34%	15.20%	19.28%	16.23%	18.29%	17.36%	35.44%	16.92%	21.12%	20.13%	16.56%	23.90%	22.19%	9.92%	14.27%	18.11%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	4	3	2	2	3	0	1	1	1	8	8	8	5	9	9					
		0.79%	0.57%	1.35%	0.29%	0.30%	0.50%	0.00%	1.54%	0.43%	0.31%	0.75%	1.26%	2.37%	1.34%	0.59%	1.44%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2003	192	40	170	154	176	18	26	47	84	259	112	84	124	381	136					
		24.63%	27.27%	17.94%	24.64%	23.09%	29.09%	22.78%	40.00%	20.26%	26.42%	24.37%	17.61%	24.85%	33.24%	25.17%	21.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	7	3	3	15	7	0	2	2	2	19	2	4	2	26	4					
		1.21%	0.99%	1.35%	0.43%	2.25%	1.16%	0.00%	3.08%	0.86%	0.63%	1.79%	0.31%	1.18%	0.54%	1.72%	0.64%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3318	285	100	300	254	234	30	22	105	135	439	239	125	147	642	261					
		40.81%	40.48%	44.84%	43.48%	38.08%	38.68%	37.97%	33.85%	45.26%	42.45%	41.30%	37.58%	36.98%	39.41%	42.40%	41.83%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	36	8	1	1	5	2	1	0	0	0	5	2	3	1	6	1					
		0.44%	1.14%	0.45%	0.14%	0.75%	0.33%	1.27%	0.00%	0.00%	0.00%	0.47%	0.31%	0.89%	0.27%	0.40%	0.16%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
