Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Чердаклинская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765					
1	"Число избирателей, внесенных в список"	32760	351	871	593	665	226	313	807	570	1183	1394	393	274	2609	523	1528	2459	2650	893	464	277	567	448	696	376	431	711	749	567	1879	2358	2369	2566					
2	Число полученных избирательных бюллетеней	33679	369	889	605	705	252	333	828	587	1203	1417	412	284	2672	526	1536	2561	2894	908	463	303	593	486	708	397	453	729	783	578	1856	2378	2372	2599					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	22868	272	603	415	444	197	277	609	390	982	1086	291	235	1761	404	941	1829	1881	696	407	250	456	364	522	291	302	491	627	480	1209	1295	1392	1469					
5	"Число избирательных бюллетеней, выданных вне помещения"	2392	49	70	90	123	12	19	86	71	39	121	43	10	89	17	129	142	26	23	22	0	52	60	58	35	78	113	64	57	185	185	161	163					
6	Число погашенных избирательных бюллетеней	8419	48	216	100	138	43	37	133	126	182	210	78	39	822	105	466	590	987	189	34	53	85	62	128	71	73	125	92	41	462	898	819	967					
7	Число избирательных бюллетеней в переносных ящиках	2391	49	70	90	123	12	19	86	71	39	121	43	10	89	17	129	141	26	23	22	0	52	60	58	35	78	113	64	57	185	185	161	163					
8	Число бюллетеней в стационарных ящиках для голосования	22861	272	603	415	444	197	277	609	390	982	1086	291	235	1756	404	941	1829	1880	696	407	250	456	364	522	291	302	491	627	480	1208	1295	1392	1469					
9	Число недействительных избирательных бюллетеней	327	2	11	13	14	2	3	10	8	16	23	5	7	31	3	14	20	12	9	5	2	4	0	10	3	5	10	6	6	28	18	14	13					
10	Число действительных избирательных бюллетеней	24925	319	662	492	553	207	293	685	453	1005	1184	329	238	1814	418	1056	1950	1894	710	424	248	504	424	570	323	375	594	685	531	1365	1462	1539	1619					
11	Число полученных открепительных  удостоверений	1015	14	30	18	39	28	23	12	21	37	20	8	12	53	8	29	101	192	13	7	25	25	32	10	14	16	21	36	25	26	34	34	52					
12	Число выданных открепительных удостоверений	907	13	30	18	39	28	21	12	21	37	20	8	12	49	6	29	101	143	7	7	25	24	32	7	14	16	16	36	24	24	21	15	52					
