Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Cуджанская 																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054									
1	Число избирателей, внесенных в списки	24544	1351	1392	1744	1261	366	322	249	493	616	929	260	131	728	403	200	888	340	785	235	402	2477	174	2291	301	441	158	137	328	164	387	622	1003	228	331	2068	339									
2	Число бюллетеней, полученных участковыми комиссиями	24447	1349	1376	1749	1272	366	321	250	489	625	918	256	131	723	396	199	888	342	781	237	391	2466	171	2297	305	438	161	138	328	167	386	618	1010	230	329	2011	333									
3	Число бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число бюллетеней, выданных избирателям на избирательном участке	14329	852	839	900	694	277	174	161	304	332	558	135	76	483	261	109	515	216	462	137	232	1302	43	1314	187	357	122	110	213	98	240	385	574	109	196	1167	195									
5	Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования	918	17	26	15	6	25	22	40	15	63	16	41	0	18	22	0	35	30	20	13	43	43	48	39	27	10	5	9	64	24	18	16	27	47	49	8	17									
6	Число погашенных бюллетеней	9200	480	511	834	572	64	125	49	170	230	344	80	55	222	113	90	338	96	299	87	116	1121	80	944	91	71	34	19	51	45	128	217	409	74	84	836	121									
7	Число бюллетеней в переносных ящиках для голосования	918	17	26	15	6	25	22	40	15	63	16	41	0	18	22	0	35	30	20	13	43	43	48	39	27	10	5	9	64	24	18	16	27	47	49	8	17									
8	Число бюллетеней в стационарных ящиках для голосования	14328	852	839	899	694	277	174	161	304	332	558	135	76	483	261	109	515	216	462	137	232	1302	43	1314	187	357	122	110	213	98	240	385	574	109	196	1167	195									
9	Число недействительных бюллетеней	509	8	22	16	21	10	7	3	15	7	14	2	0	10	20	17	28	20	27	6	12	22	2	37	14	25	1	0	21	6	21	15	30	11	12	16	11									
10	Число действительных бюллетеней	14737	861	843	898	679	292	189	198	304	388	560	174	76	491	263	92	522	226	455	144	263	1323	89	1316	200	342	126	119	256	116	237	386	571	145	233	1159	201									
11	Число открепительных удостоверений, полученных участковыми комиссиями	194	5	9	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	14	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5									
12	Число открепительных удостоверений, выданных участковыми комиссиями	54	5	6	3	3	0	0	0	0	1	3	1	0	0	0	0	3	0	0	1	0	6	0	6	1	0	0	0	0	1	0	2	4	0	2	5	1									
13	Число избирателей, проголосовавших по открепительным удостоверениям	37	3	4	1	0	1	1	1	2	1	0	0	0	3	0	1	0	0	0	2	0	2	1	1	0	0	1	0	1	0	1	2	0	2	2	1	3									
14	Число погашенных открепительных удостоверений	140	0	3	2	2	5	5	5	5	4	2	4	5	5	5	5	2	5	5	4	5	8	5	0	4	5	5	5	5	4	5	3	1	5	3	0	4									
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
18	"1. ""ЕДИНЕНИЕ"""	314	13	5	11	3	10	6	5	7	8	12	4	1	18	12	3	25	9	9	1	6	9	4	17	12	9	5	5	14	7	5	12	10	2	6	27	2									
		2.05%	1.49%	0.57%	1.20%	0.42%	3.31%	3.06%	2.48%	2.19%	2.02%	2.09%	2.27%	1.31%	3.59%	4.24%	2.75%	4.54%	3.65%	1.86%	0.66%	2.18%	0.66%	4.39%	1.25%	5.60%	2.45%	3.93%	4.20%	5.05%	5.73%	1.93%	2.99%	1.66%	1.28%	2.44%	2.29%	0.94%									
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	164	20	16	13	11	1	3	3	2	4	2	1	1	0	2	1	5	0	1	0	1	20	0	18	1	8	1	2	3	0	4	1	2	1	5	10	1									
		1.07%	2.30%	1.84%	1.42%	1.57%	0.33%	1.53%	1.49%	0.62%	1.01%	0.34%	0.56%	1.31%	0.0%	0.70%	0.91%	0.90%	0.0%	0.20%	0.0%	0.36%	1.48%	0.0%	1.33%	0.46%	2.17%	0.78%	1.68%	1.08%	0.0%	1.55%	0.24%	0.33%	0.64%	2.04%	0.85%	0.47%									
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	368	12	15	7	5	6	7	2	31	12	12	2	3	15	19	9	11	9	10	4	14	35	4	16	5	5	7	5	16	5	7	9	23	2	6	14	4									
		2.41%	1.38%	1.73%	0.76%	0.71%	1.98%	3.57%	0.99%	9.71%	3.03%	2.09%	1.13%	3.94%	2.99%	6.71%	8.25%	2.0%	3.65%	2.07%	2.66%	5.09%	2.60%	4.39%	1.18%	2.33%	1.36%	5.51%	4.20%	5.77%	4.09%	2.71%	2.24%	3.82%	1.28%	2.44%	1.19%	1.88%									
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	234	21	19	16	12	2	1	2	3	4	6	3	1	3	3	0	6	6	10	0	1	20	1	23	2	7	3	2	6	2	2	4	9	5	6	20	3									
		1.53%	2.41%	2.19%	1.75%	1.71%	0.66%	0.51%	0.99%	0.94%	1.01%	1.04%	1.70%	1.31%	0.59%	1.06%	0.0%	1.09%	2.43%	2.07%	0.0%	0.36%	1.48%	1.09%	1.69%	0.93%	1.90%	2.36%	1.68%	2.16%	1.63%	0.77%	0.99%	1.49%	3.20%	2.44%	1.70%	1.41%									
22	"5. ""За Русь Святую"""	121	2	3	3	9	4	6	7	2	2	1	7	0	1	2	3	4	8	2	0	0	7	4	8	4	2	0	5	4	2	4	2	4	0	0	9	0									
		0.79%	0.23%	0.34%	0.32%	1.28%	1.32%	3.06%	3.48%	0.62%	0.50%	0.17%	3.97%	0.0%	0.19%	0.70%	2.75%	0.72%	3.25%	0.41%	0.0%	0.0%	0.52%	4.39%	0.59%	1.86%	0.54%	0.0%	4.20%	1.44%	1.63%	1.55%	0.49%	0.66%	0.0%	0.0%	0.76%	0.0%									
23	"6. ""Объединенная Российская партия ""Русь"""	59	3	0	1	2	5	1	2	1	1	2	0	0	1	2	1	1	1	2	1	4	4	0	1	1	2	1	3	1	0	1	0	2	0	10	2	0									
