Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Шенталинская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491					
1	"Число избирателей, внесенных в список"	13690	225	287	115	383	972	431	420	103	59	259	486	304	221	259	193	445	399	281	185	307	251	613	171	230	895	93	1889	1732	1482					
2	Число полученных избирательных бюллетеней	13670	220	290	110	380	950	445	430	100	60	265	490	345	220	260	190	445	400	280	185	335	240	620	165	235	900	90	1870	1700	1450					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9675	132	241	75	205	686	366	356	74	57	174	358	275	163	144	153	314	326	222	145	248	194	489	107	192	541	73	1257	1101	1007					
5	"Число избирательных бюллетеней, выданных вне помещения"	1313	57	27	14	107	109	26	40	16	0	42	76	29	14	56	11	56	40	24	21	59	26	40	50	18	103	12	76	97	67					
6	Число погашенных избирательных бюллетеней	2682	31	22	21	68	155	53	34	10	3	49	56	41	43	60	26	75	34	34	19	28	20	91	8	25	256	5	537	502	376					
7	Число избирательных бюллетеней в переносных ящиках	1313	57	27	14	107	109	26	40	16	0	42	76	29	14	56	11	56	40	24	21	59	26	40	50	18	103	12	76	97	67					
8	Число бюллетеней в стационарных ящиках для голосования	9674	132	241	75	205	686	366	356	74	57	174	358	275	163	144	153	314	326	222	145	248	194	489	107	192	541	73	1257	1101	1006					
9	Число недействительных избирательных бюллетеней	203	10	2	0	3	4	16	9	4	0	1	8	9	10	5	2	8	8	4	1	2	5	19	2	2	12	2	22	14	19					
10	Число действительных избирательных бюллетеней	10784	179	266	89	309	791	376	387	86	57	215	426	295	167	195	162	362	358	242	165	305	215	510	155	208	632	83	1311	1184	1054					
11	Число полученных открепительных  удостоверений	293	2	5	5	17	23	20	15	5	5	11	15	10	5	5	5	5	14	5	5	10	5	13	5	5	7	5	28	22	16					
12	Число выданных открепительных удостоверений	225	2	4	0	17	21	18	10	2	2	11	15	7	1	1	1	5	14	4	3	5	0	12	0	2	5	0	28	22	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	55	1	0	1	5	1	1	0	0	2	1	4	3	2	2	4	1	2	1	2	2	0	4	1	0	0	1	9	2	3					
14	Число неиспользованных открепительных удостоверений	68	0	1	5	0	2	2	5	3	3	0	0	3	4	4	4	0	0	1	2	5	5	1	5	3	2	5	0	0	3					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	292	3	6	1	5	21	13	7	0	0	3	5	9	2	5	1	8	9	2	5	8	1	10	1	1	22	0	29	68	47					
		2.66%	1.59%	2.24%	1.12%	1.60%	2.64%	3.32%	1.77%	0.00%	0.00%	1.39%	1.15%	2.96%	1.13%	2.50%	0.61%	2.16%	2.46%	0.81%	3.01%	2.61%	0.45%	1.89%	0.64%	0.48%	3.42%	0.00%	2.18%	5.68%	4.38%					
19	. Малышкин Олег Александрович	225	4	5	4	8	12	7	4	0	4	4	3	5	1	8	3	5	12	11	5	10	7	12	5	6	19	1	19	25	16					
		2.05%	2.12%	1.87%	4.49%	2.56%	1.51%	1.79%	1.01%	0.00%	7.02%	1.85%	0.69%	1.64%	0.56%	4.00%	1.83%	1.35%	3.28%	4.47%	3.01%	3.26%	3.18%	2.27%	3.18%	2.86%	2.95%	1.18%	1.43%	2.09%	1.49%					
20	. Миронов Сергей Михайлович	67	1	1	2	1	3	1	0	0	1	0	5	2	3	3	1	5	1	0	0	2	0	2	2	1	6	1	9	5	9					
		0.61%	0.53%	0.37%	2.25%	0.32%	0.38%	0.26%	0.00%	0.00%	1.75%	0.00%	1.15%	0.66%	1.69%	1.50%	0.61%	1.35%	0.27%	0.00%	0.00%	0.65%	0.00%	0.38%	1.27%	0.48%	0.93%	1.18%	0.68%	0.42%	0.84%					
21	. Путин Владимир Владимирович	8157	130	165	67	218	590	310	332	62	48	171	370	204	127	153	106	297	275	195	131	207	157	405	108	165	445	60	987	841	831					
		74.24%	68.78%	61.57%	75.28%	69.87%	74.21%	79.08%	83.84%	68.89%	84.21%	79.17%	85.25%	67.11%	71.75%	76.50%	64.63%	80.27%	75.14%	79.27%	78.92%	67.43%	71.36%	76.56%	68.79%	78.57%	69.10%	70.59%	74.04%	70.20%	77.45%					
22	. Хакамада Ирина Муцуовна	140	4	5	2	0	5	3	6	2	0	0	8	4	1	1	1	4	2	2	3	4	1	9	0	2	9	1	26	17	18					
		1.27%	2.12%	1.87%	2.25%	0.00%	0.63%	0.77%	1.52%	2.22%	0.00%	0.00%	1.84%	1.32%	0.56%	0.50%	0.61%	1.08%	0.55%	0.81%	1.81%	1.30%	0.45%	1.70%	0.00%	0.95%	1.40%	1.18%	1.95%	1.42%	1.68%					
23	. Харитонов Николай Михайлович	1789	37	81	13	72	151	38	37	20	4	35	33	66	33	25	49	38	55	31	16	74	48	70	36	31	124	20	218	217	117					
		16.28%	19.58%	30.22%	14.61%	23.08%	18.99%	9.69%	9.34%	22.22%	7.02%	16.20%	7.60%	21.71%	18.64%	12.50%	29.88%	10.27%	15.03%	12.60%	9.64%	24.10%	21.82%	13.23%	22.93%	14.76%	19.25%	23.53%	16.35%	18.11%	10.90%					
																																				
24	Против всех	114	0	3	0	5	9	4	1	2	0	2	2	5	0	0	1	5	4	1	5	0	1	2	3	2	7	0	23	11	16					
		1.04%	0.00%	1.12%	0.00%	1.60%	1.13%	1.02%	0.25%	2.22%	0.00%	0.93%	0.46%	1.64%	0.00%	0.00%	0.61%	1.35%	1.09%	0.41%	3.01%	0.00%	0.45%	0.38%	1.91%	0.95%	1.09%	0.00%	1.73%	0.92%	1.49%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
