Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
"Наименование Избирательной комиссии:    Прокопьевск, Зенковская"																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952					
1	"Число избирателей, внесенных в списки"	52718	95	512	1069	2533	2924	2885	1924	43	2656	2025	850	1774	2845	2633	1612	2015	2254	1793	2629	617	1384	70	1749	1665	1519	1738	1145	907	544	538	1806	33	1108	1342	1482					
2	"Число бюллетеней, полученных участковыми комиссиями"	50995	100	490	1000	2500	2800	2800	1800	65	2500	2000	800	1800	2800	2600	1500	2000	2200	1700	2600	600	1300	100	1700	1600	1500	1700	1100	800	500	500	1700	40	1100	1300	1400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23675	95	219	303	1136	1107	1382	950	20	1119	880	354	935	1385	1262	628	1085	1145	792	1272	273	567	48	884	745	598	734	435	381	269	227	717	33	552	502	641					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1613	0	7	60	47	48	64	68	23	109	72	70	46	36	35	63	70	82	23	56	26	39	14	37	29	59	123	35	32	14	13	87	0	37	47	42					
6	Число погашенных бюллетеней	25707	5	264	637	1317	1645	1354	782	22	1272	1048	376	819	1379	1303	809	845	973	885	1272	301	694	38	779	826	843	843	630	387	217	260	896	7	511	751	717					
7	Число бюллетеней в переносных ящиках для голосования	1613	0	7	60	47	48	64	68	23	109	72	70	46	36	35	63	70	82	23	56	26	39	14	37	29	59	123	35	32	14	13	87	0	37	47	42					
8	Число бюллетеней в стационарных ящиках для голосования	23664	95	219	303	1132	1107	1376	950	20	1119	880	354	935	1385	1262	628	1085	1145	792	1271	273	567	48	884	745	598	734	435	381	269	227	717	33	552	502	641					
9	Число недействительных бюллетеней	389	13	5	7	22	16	21	4	0	11	11	3	3	24	39	16	7	16	7	9	7	9	1	8	23	5	26	10	2	11	10	6	0	11	10	16					
10	Число действительных бюллетеней	24888	82	221	356	1157	1139	1419	1014	43	1217	941	421	978	1397	1258	675	1148	1211	808	1318	292	597	61	913	751	652	831	460	411	272	230	798	33	578	539	667					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	613	0	15	20	30	25	30	25	0	25	20	15	20	25	20	15	20	20	15	30	15	20	0	20	20	20	20	15	15	15	5	25	0	15	18	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	396	0	4	8	29	19	27	24	0	20	20	2	18	21	16	4	20	20	10	25	1	9	0	6	12	6	11	3	5	4	3	8	0	13	16	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	351	76	2	0	11	9	14	27	0	14	10	5	8	2	8	3	9	7	7	7	5	6	12	0	6	4	18	6	17	7	3	10	20	8	8	2					
14	Число погашенных открепительных удостоверений	217	0	11	12	1	6	3	1	0	5	0	13	2	4	4	11	0	0	5	5	14	11	0	14	8	14	9	12	10	11	2	17	0	2	2	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	224	0	1	8	4	13	10	3	1	15	10	9	1	9	10	3	7	10	7	10	6	9	1	1	8	8	9	14	6	1	0	10	0	4	8	8					
		0.88%	0.0%	0.44%	2.20%	0.33%	1.12%	0.69%	0.29%	2.32%	1.22%	1.05%	2.12%	0.10%	0.63%	0.77%	0.43%	0.60%	0.81%	0.85%	0.75%	2.00%	1.48%	1.61%	0.10%	1.03%	1.21%	1.05%	2.97%	1.45%	0.35%	0.0%	1.24%	0.0%	0.67%	1.45%	1.17%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	361	1	5	6	15	21	24	13	0	22	13	3	20	24	29	1	35	25	9	14	4	14	0	9	6	6	2	1	2	1	0	14	2	4	5	11					
		1.42%	1.05%	2.21%	1.65%	1.27%	1.81%	1.66%	1.27%	0.0%	1.79%	1.36%	0.70%	2.03%	1.68%	2.23%	0.14%	3.03%	2.03%	1.10%	1.05%	1.33%	2.31%	0.0%	0.97%	0.77%	0.91%	0.23%	0.21%	0.48%	0.35%	0.0%	1.74%	6.06%	0.67%	0.91%	1.61%					
