Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Октябрьская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488					
1	"Число избирателей, внесенных в список"	17100	509	120	246	346	214	91	164	494	2021	149	147	517	148	272	95	235	412	199	123	444	119	31	254	99	1075	66	126	330	1574	2372	1525	1542	1041					
2	Число полученных избирательных бюллетеней	16291	506	115	250	344	210	91	170	490	1815	151	151	518	146	269	90	231	413	201	120	453	121	33	253	99	1081	67	129	317	1415	2097	1382	1600	963					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10707	347	87	188	274	154	86	123	301	1157	115	126	375	135	180	42	123	246	140	116	296	90	20	173	81	618	44	85	212	719	1190	870	1277	717					
5	"Число избирательных бюллетеней, выданных вне помещения"	733	27	6	9	20	13	0	11	28	12	4	8	11	0	18	34	32	34	13	0	18	5	7	13	6	30	6	8	18	80	113	19	129	1					
6	Число погашенных избирательных бюллетеней	4848	132	22	53	50	43	5	33	161	646	32	17	132	11	71	14	76	133	48	4	139	26	6	67	12	433	17	36	87	616	794	493	194	245					
7	Число избирательных бюллетеней в переносных ящиках	733	27	6	9	20	13	0	11	28	12	4	8	11	0	18	34	32	34	13	0	18	5	7	13	6	30	6	8	18	80	113	19	129	1					
8	Число бюллетеней в стационарных ящиках для голосования	10707	347	87	188	274	154	86	123	301	1157	115	126	375	135	180	42	123	246	140	116	296	90	20	173	81	618	44	85	212	719	1190	870	1277	717					
9	Число недействительных избирательных бюллетеней	98	7	0	0	0	1	0	0	3	10	0	0	5	2	2	0	2	3	2	1	4	0	0	4	0	10	0	1	2	12	10	8	7	2					
10	Число действительных избирательных бюллетеней	11342	367	93	197	294	166	86	134	326	1159	119	134	381	133	196	76	153	277	151	115	310	95	27	182	87	638	50	92	228	787	1293	881	1399	716					
11	Число полученных открепительных  удостоверений	293	7	4	5	5	5	4	5	6	15	5	5	6	5	5	4	6	6	4	10	6	4	4	5	1	7	2	1	4	8	15	12	100	12					
12	Число выданных открепительных удостоверений	183	0	0	0	0	0	0	2	0	11	0	0	0	1	1	0	1	2	1	10	0	0	1	2	0	5	1	1	3	6	14	12	97	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	85	3	1	0	2	3	1	1	0	7	1	1	2	1	1	0	0	5	0	2	0	2	0	1	1	1	1	2	6	2	11	6	2	19					
14	Число неиспользованных открепительных удостоверений	110	7	4	5	5	5	4	3	6	4	5	5	6	4	4	4	5	4	3	0	6	4	3	3	1	2	1	0	1	2	1	0	3	0					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	429	12	8	10	19	8	1	5	14	83	9	0	8	2	3	2	1	12	4	3	21	0	4	10	2	17	1	1	12	43	51	37	6	20					
		3.75%	3.21%	8.60%	5.08%	6.46%	4.79%	1.16%	3.73%	4.26%	7.10%	7.56%	0.00%	2.07%	1.48%	1.52%	2.63%	0.65%	4.29%	2.61%	2.59%	6.69%	0.00%	14.81%	5.38%	2.30%	2.62%	2.00%	1.08%	5.22%	5.38%	3.91%	4.16%	0.43%	2.79%					
19	. Малышкин Олег Александрович	356	17	0	6	14	8	11	5	7	65	3	5	16	1	3	2	2	6	4	8	14	17	0	11	4	19	0	3	15	21	27	15	15	12					
		3.11%	4.55%	0.00%	3.05%	4.76%	4.79%	12.79%	3.73%	2.13%	5.56%	2.52%	3.73%	4.15%	0.74%	1.52%	2.63%	1.29%	2.14%	2.61%	6.90%	4.46%	17.89%	0.00%	5.91%	4.60%	2.93%	0.00%	3.23%	6.52%	2.63%	2.07%	1.69%	1.07%	1.67%					
20	. Миронов Сергей Михайлович	111	2	1	5	1	2	2	0	10	9	0	0	4	0	3	1	0	2	2	0	6	0	0	3	1	4	1	3	0	12	16	7	6	8					
		0.97%	0.53%	1.08%	2.54%	0.34%	1.20%	2.33%	0.00%	3.04%	0.77%	0.00%	0.00%	1.04%	0.00%	1.52%	1.32%	0.00%	0.71%	1.31%	0.00%	1.91%	0.00%	0.00%	1.61%	1.15%	0.62%	2.00%	3.23%	0.00%	1.50%	1.23%	0.79%	0.43%	1.11%					
21	. Путин Владимир Владимирович	7447	209	57	70	185	89	24	67	146	770	69	74	223	96	106	36	109	163	101	91	178	45	12	112	58	394	38	71	146	462	831	543	1279	593					
		65.10%	55.88%	61.29%	35.53%	62.93%	53.29%	27.91%	50.00%	44.38%	65.87%	57.98%	55.22%	57.77%	71.11%	53.54%	47.37%	70.32%	58.21%	66.01%	78.45%	56.69%	47.37%	44.44%	60.22%	66.67%	60.80%	76.00%	76.34%	63.48%	57.82%	63.78%	61.08%	90.97%	82.59%					
22	. Хакамада Ирина Муцуовна	310	10	0	7	6	4	2	1	12	41	4	11	7	1	3	4	3	5	5	0	3	2	2	5	4	11	2	1	5	15	43	26	46	19					
		2.71%	2.67%	0.00%	3.55%	2.04%	2.40%	2.33%	0.75%	3.65%	3.51%	3.36%	8.21%	1.81%	0.74%	1.52%	5.26%	1.94%	1.79%	3.27%	0.00%	0.96%	2.11%	7.41%	2.69%	4.60%	1.70%	4.00%	1.08%	2.17%	1.88%	3.30%	2.92%	3.27%	2.65%					
23	. Харитонов Николай Михайлович	2450	103	23	98	65	52	46	55	133	154	31	42	114	29	72	28	37	87	33	12	82	29	9	38	16	181	7	12	46	222	298	238	16	42					
		21.42%	27.54%	24.73%	49.75%	22.11%	31.14%	53.49%	41.04%	40.43%	13.17%	26.05%	31.34%	29.53%	21.48%	36.36%	36.84%	23.87%	31.07%	21.57%	10.34%	26.11%	30.53%	33.33%	20.43%	18.39%	27.93%	14.00%	12.90%	20.00%	27.78%	22.87%	26.77%	1.14%	5.85%					
																																								
24	Против всех	239	14	4	1	4	3	0	1	4	37	3	2	9	4	6	3	1	2	2	1	6	2	0	3	2	12	1	1	4	12	27	15	31	22					
		2.09%	3.74%	4.30%	0.51%	1.36%	1.80%	0.00%	0.75%	1.22%	3.17%	2.52%	1.49%	2.33%	2.96%	3.03%	3.95%	0.65%	0.71%	1.31%	0.86%	1.91%	2.11%	0.00%	1.61%	2.30%	1.85%	2.00%	1.08%	1.74%	1.50%	2.07%	1.69%	2.20%	3.06%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
