Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Русско-Полянская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019					
1	"Число избирателей, внесенных в список"	17411	915	132	161	167	683	240	188	287	269	915	177	245	816	1014	89	1200	1017	149	220	859	657	207	141	106	121	207	1070	2546	2440	173					
2	Число полученных избирательных бюллетеней	17650	912	134	154	170	698	261	194	297	264	934	188	246	843	1056	89	1226	998	149	223	869	664	205	157	112	135	212	1097	2530	2460	173					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12042	580	93	124	119	499	211	161	225	238	634	143	192	591	763	80	936	829	142	160	675	518	149	125	84	111	164	688	1379	1301	128					
5	"Число избирательных бюллетеней, выданных вне помещения"	533	37	0	0	0	21	4	4	0	1	34	7	0	26	20	3	25	7	0	30	14	13	22	0	0	8	4	16	130	101	6					
6	Число погашенных избирательных бюллетеней	5075	295	41	30	51	178	46	29	72	25	266	38	54	226	273	6	265	162	7	33	180	133	34	32	28	16	44	393	1021	1058	39					
7	Число избирательных бюллетеней в переносных ящиках	533	37	0	0	0	21	4	4	0	1	34	7	0	26	20	3	25	7	0	30	14	13	22	0	0	8	4	16	130	101	6					
8	Число бюллетеней в стационарных ящиках для голосования	12040	580	93	124	119	499	211	161	225	238	634	142	192	590	763	80	936	829	142	160	675	518	149	125	84	111	164	688	1379	1301	128					
9	Число недействительных избирательных бюллетеней	131	8	0	4	0	6	0	1	0	5	14	0	5	8	9	0	13	5	3	2	9	3	2	0	2	0	0	6	12	14	0					
10	Число действительных избирательных бюллетеней	12442	609	93	120	119	514	215	164	225	234	654	149	187	608	774	83	948	831	139	188	680	528	169	125	82	119	168	698	1497	1388	134					
11	Число полученных открепительных  удостоверений	665	40	10	10	10	40	10	10	10	10	40	10	10	40	40	10	40	40	10	10	40	40	10	10	10	15	10	40	40	40	10					
12	Число выданных открепительных удостоверений	300	19	1	1	2	23	4	2	1	3	15	5	8	31	36	0	40	6	0	3	11	6	2	0	2	15	2	9	32	21	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	108	11	0	1	3	2	2	2	0	3	4	2	5	2	0	1	5	4	1	0	3	3	2	0	3	3	1	11	11	20	3					
14	Число неиспользованных открепительных удостоверений	365	21	9	9	8	17	6	8	9	7	25	5	2	9	4	10	0	34	10	7	29	34	8	10	8	0	8	31	8	19	10					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	231	12	0	9	1	9	0	5	3	2	9	3	0	10	15	1	17	12	0	1	5	12	1	0	2	1	0	27	29	40	5					
		1.84%	1.94%	0.00%	7.26%	0.84%	1.73%	0.00%	3.03%	1.33%	0.84%	1.35%	2.01%	0.00%	1.62%	1.92%	1.20%	1.77%	1.44%	0.00%	0.53%	0.73%	2.26%	0.58%	0.00%	2.38%	0.84%	0.00%	3.84%	1.92%	2.85%	3.73%					
19	. Малышкин Олег Александрович	316	14	3	0	1	13	4	8	9	4	5	3	2	26	28	4	23	10	1	3	16	6	1	0	3	7	3	28	49	42	0					
		2.51%	2.27%	3.23%	0.00%	0.84%	2.50%	1.86%	4.85%	4.00%	1.67%	0.75%	2.01%	1.04%	4.22%	3.58%	4.82%	2.39%	1.20%	0.70%	1.58%	2.32%	1.13%	0.58%	0.00%	3.57%	5.88%	1.79%	3.98%	3.25%	3.00%	0.00%					
20	. Миронов Сергей Михайлович	57	2	0	0	0	4	0	0	0	2	1	1	0	3	5	0	4	3	0	0	4	2	2	0	0	0	0	1	12	8	3					
		0.45%	0.32%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.84%	0.15%	0.67%	0.00%	0.49%	0.64%	0.00%	0.42%	0.36%	0.00%	0.00%	0.58%	0.38%	1.17%	0.00%	0.00%	0.00%	0.00%	0.14%	0.80%	0.57%	2.24%					
21	. Путин Владимир Владимирович	9352	448	75	71	83	422	198	135	191	185	517	126	142	428	541	60	671	682	130	156	535	395	146	93	56	90	142	457	1115	963	99					
		74.38%	72.61%	80.65%	57.26%	69.75%	81.15%	92.09%	81.82%	84.89%	77.41%	77.40%	84.56%	73.96%	69.48%	69.09%	72.29%	69.82%	81.58%	91.55%	82.11%	77.65%	74.39%	85.38%	74.40%	66.67%	75.63%	84.52%	64.91%	73.89%	68.69%	73.88%					
22	. Хакамада Ирина Муцуовна	185	9	2	2	1	8	0	6	0	6	6	4	4	8	12	0	18	13	1	1	4	9	1	3	0	2	3	10	24	24	4					
