Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
"Наименование Избирательной комиссии:    Архангельск, Исакогорская"																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23					
1	"Число избирателей, внесенных в списки избирателей"	30291	791	885	1411	2218	1559	2253	2676	2389	867	1013	1532	1761	1973	912	19	13	26	1288	643	2441	2204	1401	16					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23320	600	700	1000	1700	1200	1000	2200	1900	700	800	1300	1400	1600	800	30	30	30	1000	500	1800	1800	1200	30					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12726	300	333	567	1004	651	801	1304	904	390	455	685	738	884	384	19	13	23	579	243	997	964	472	16					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	344	5	7	9	26	8	20	25	41	20	25	4	11	30	6	0	0	2	17	7	26	40	15	0					
6	Число погашенных избирательных бюллетеней	10250	295	360	424	670	541	179	871	955	290	320	611	651	686	410	11	17	5	404	250	777	796	713	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	344	5	7	9	26	8	20	25	41	20	25	4	11	30	6	0	0	2	17	7	26	40	15	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12723	300	333	567	1004	651	800	1304	904	390	455	685	737	884	384	19	13	23	579	243	996	964	472	16					
9	Число недействительных избирательных бюллетеней	88	2	2	3	2	7	5	8	4	2	4	4	3	4	2	0	0	0	2	4	11	7	12	0					
10	Число действительных избирательных бюллетеней	12979	303	338	573	1028	652	815	1321	941	408	476	685	745	910	388	19	13	25	594	246	1011	997	475	16					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	472	15	20	20	30	25	25	40	35	15	15	42	25	30	20	0	0	0	20	10	35	30	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	196	4	3	3	11	3	10	25	13	1	7	29	8	10	6	0	0	0	16	2	15	21	9	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	137	4	1	9	10	9	8	9	8	4	8	3	5	13	5	2	2	2	11	3	8	10	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	276	11	17	17	19	22	15	15	22	14	8	13	17	20	14	0	0	0	4	8	20	9	11	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	368	5	9	25	38	15	21	38	19	7	17	7	28	31	9	1	0	1	20	5	28	34	10	0					
		2.82%	1.64%	2.65%	4.34%	3.69%	2.28%	2.56%	2.86%	2.01%	1.71%	3.54%	1.02%	3.74%	3.39%	2.31%	5.26%	0.00%	4.00%	3.36%	2.00%	2.74%	3.39%	2.05%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	143	6	3	5	16	5	7	16	7	5	6	9	5	6	6	1	0	0	4	2	18	12	4	0					
		1.09%	1.97%	0.88%	0.87%	1.55%	0.76%	0.85%	1.20%	0.74%	1.22%	1.25%	1.31%	0.67%	0.66%	1.54%	5.26%	0.00%	0.00%	0.67%	0.80%	1.76%	1.20%	0.82%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	1	0	0	0	2	2	0	2	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0					
		0.10%	0.33%	0.00%	0.00%	0.00%	0.30%	0.24%	0.00%	0.21%	0.73%	0.21%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1060	18	24	38	78	45	53	87	42	32	36	82	82	99	39	0	3	1	52	17	81	97	54	0					
		8.11%	5.90%	7.06%	6.60%	7.57%	6.83%	6.46%	6.55%	4.44%	7.80%	7.50%	11.90%	10.96%	10.83%	10.00%	0.00%	23.08%	4.00%	8.72%	6.80%	7.93%	9.66%	11.09%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	108	3	3	8	10	4	5	19	7	1	2	8	2	4	5	0	0	0	10	2	6	5	4	0					
		0.83%	0.98%	0.88%	1.39%	0.97%	0.61%	0.61%	1.43%	0.74%	0.24%	0.42%	1.16%	0.27%	0.44%	1.28%	0.00%	0.00%	0.00%	1.68%	0.80%	0.59%	0.50%	0.82%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	42	2	0	3	5	1	2	1	6	1	2	2	0	2	1	0	0	1	2	2	4	3	1	1					
		0.32%	0.66%	0.00%	0.52%	0.49%	0.15%	0.24%	0.08%	0.63%	0.24%	0.42%	0.29%	0.00%	0.22%	0.26%	0.00%	0.00%	4.00%	0.34%	0.80%	0.39%	0.30%	0.21%	6.25%					
24	7.Политическая партия «Либерально-демократическая партия России»	1389	24	39	72	136	81	87	128	95	51	68	65	74	112	30	9	0	2	50	25	106	79	54	2					
		10.63%	7.87%	11.47%	12.50%	13.20%	12.29%	10.61%	9.63%	10.05%	12.44%	14.17%	9.43%	9.89%	12.25%	7.69%	47.37%	0.00%	8.00%	8.39%	10.00%	10.37%	7.87%	11.09%	12.50%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1166	36	32	56	106	56	56	120	86	35	44	56	65	78	30	2	0	4	45	23	103	93	40	0					
		8.92%	11.80%	9.41%	9.72%	10.29%	8.50%	6.83%	9.03%	9.10%	8.54%	9.17%	8.13%	8.69%	8.53%	7.69%	10.53%	0.00%	16.00%	7.55%	9.20%	10.08%	9.26%	8.21%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	129	0	1	13	12	9	4	19	11	3	7	3	7	2	6	1	0	0	2	1	13	13	2	0					
		0.99%	0.00%	0.29%	2.26%	1.17%	1.37%	0.49%	1.43%	1.16%	0.73%	1.46%	0.44%	0.94%	0.22%	1.54%	5.26%	0.00%	0.00%	0.34%	0.40%	1.27%	1.29%	0.41%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8367	205	222	341	596	426	564	872	653	267	285	443	472	568	258	5	10	16	404	166	635	646	301	12					
		64.03%	67.21%	65.29%	59.20%	57.86%	64.64%	68.78%	65.61%	69.10%	65.12%	59.38%	64.30%	63.10%	62.14%	66.15%	26.32%	76.92%	64.00%	67.79%	66.40%	62.13%	64.34%	61.81%	75.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	194	3	5	12	31	8	14	21	13	3	8	10	10	8	3	0	0	0	5	3	17	15	4	1					
		1.48%	0.98%	1.47%	2.08%	3.01%	1.21%	1.71%	1.58%	1.38%	0.73%	1.67%	1.45%	1.34%	0.88%	0.77%	0.00%	0.00%	0.00%	0.84%	1.20%	1.66%	1.49%	0.82%	6.25%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
