Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Ишимская городская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448					
1	"Число избирателей, внесенных в списки избирателей"	50920	1544	1224	1064	1540	1265	1555	1201	1460	1137	2661	778	1018	1467	1554	993	885	898	1021	1186	1091	1640	2341	1016	1259	1272	843	1662	1127	2774	1618	1381	940	1102	1218	1287	1117	1556	900	287	38					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41350	1150	1000	900	1250	1050	1250	1000	1150	950	1850	650	1000	1350	1300	750	700	800	800	1000	900	1400	2000	850	1050	1000	700	1300	850	2150	1200	1150	750	850	950	1000	850	1350	800	300	50					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	33041	1021	958	698	791	904	962	707	1023	659	1731	392	772	909	1087	492	616	734	690	897	842	1202	1480	778	883	729	444	1008	681	1665	973	1031	592	545	768	714	543	1324	758	0	38					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2918	37	38	76	79	32	120	82	103	53	40	224	85	87	41	43	84	48	46	63	53	159	64	70	74	158	38	64	44	116	39	51	29	50	38	91	44	26	42	287	0					
6	Число погашенных избирательных бюллетеней	5391	92	4	126	380	114	168	211	24	238	79	34	143	354	172	215	0	18	64	40	5	39	456	2	93	113	218	228	125	369	188	68	129	255	144	195	263	0	0	13	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2918	37	38	76	79	32	120	82	103	53	40	224	85	87	41	43	84	48	46	63	53	159	64	70	74	158	38	64	44	116	39	51	29	50	38	91	44	26	42	287	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33032	1021	958	698	791	904	962	707	1023	659	1727	392	767	909	1087	492	616	734	690	897	842	1202	1480	778	883	729	444	1008	681	1665	973	1031	592	545	768	714	543	1324	758	0	38					
9	Число недействительных избирательных бюллетеней	232	13	5	2	9	6	18	6	10	2	19	4	3	10	3	2	0	4	6	6	5	8	12	3	0	1	3	6	4	12	5	4	2	9	5	3	8	12	0	0	2					
10	Число действительных избирательных бюллетеней	35718	1045	991	772	861	930	1064	783	1116	710	1748	612	849	986	1125	533	700	778	730	954	890	1353	1532	845	957	886	479	1066	721	1769	1007	1078	619	586	801	802	579	1338	800	287	36					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1431	35	35	35	35	35	35	35	35	35	55	35	35	35	35	35	46	35	35	35	35	35	55	35	35	35	35	55	35	45	45	35	35	35	35	45	35	35	35	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	830	18	17	22	8	10	17	30	13	15	31	11	10	24	35	12	21	17	25	15	13	24	48	10	28	29	22	53	20	43	37	31	13	14	14	39	11	17	13	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	978	8	9	4	11	5	11	8	14	16	414	13	17	8	18	11	15	12	14	6	8	27	11	16	7	12	0	72	17	20	68	22	18	14	2	19	5	13	13	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	601	17	18	13	27	25	18	5	22	20	24	24	25	11	0	23	25	18	10	20	22	11	7	25	7	6	13	2	15	2	8	4	22	21	21	6	24	18	22	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	392	12	20	7	10	12	10	3	7	7	22	7	14	11	13	2	14	3	0	11	22	26	20	9	16	2	3	8	6	23	5	19	5	8	8	6	7	13	0	1	0					
		1.09%	1.13%	2.01%	0.90%	1.15%	1.28%	0.92%	0.38%	0.62%	0.98%	1.25%	1.14%	1.64%	1.10%	1.15%	0.37%	2.00%	0.38%	0.00%	1.15%	2.46%	1.91%	1.30%	1.06%	1.67%	0.23%	0.62%	0.75%	0.83%	1.29%	0.49%	1.76%	0.81%	1.34%	0.99%	0.75%	1.19%	0.96%	0.00%	0.35%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	185	10	2	7	6	3	6	2	3	5	11	0	5	3	11	0	14	1	1	4	7	9	6	6	8	2	2	2	2	10	3	6	3	1	1	8	5	10	0	0	0					
		0.51%	0.95%	0.20%	0.90%	0.69%	0.32%	0.55%	0.25%	0.27%	0.70%	0.62%	0.00%	0.59%	0.30%	0.98%	0.00%	2.00%	0.13%	0.14%	0.42%	0.78%	0.66%	0.39%	0.71%	0.84%	0.23%	0.41%	0.19%	0.28%	0.56%	0.30%	0.55%	0.48%	0.17%	0.12%	0.99%	0.85%	0.74%	0.00%	0.00%	0.00%					
