Выборы Президента Российской Федерации																																																													
Дата голосования: 04.03.2012																																																													
																																																													
Наименование Избирательной комиссии:    Смоленск, Промышленная																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	50																																																											
																																																													
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623									
1	Число избирателей, включенных в список избирателей	110796	1740	1768	1455	2673	2797	2607	2502	1184	1905	1104	1411	2187	2866	2346	2704	1973	2182	2474	2958	2562	2260	2143	2470	2528	2361	1560	1061	2363	2783	2752	2254	2722	2672	2197	2244	1968	2148	2037	1989	2146	2715	1934	1744	1970	2880	2748	2670	2838	2712	529									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	106320	1650	1550	1400	2550	2500	2500	2400	1150	1850	1050	1400	2050	2800	2300	2650	1500	1850	2350	2070	2150	2300	2100	2500	2400	2350	1550	1050	2300	2550	2700	2250	2750	2650	2100	2200	1950	2150	2000	2000	2150	2750	1900	1750	1950	2700	2750	2650	2850	2700	600									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	63735	967	986	909	1554	1354	1531	1521	577	903	546	561	1061	1715	1344	1352	977	1253	1478	1855	1545	1405	1338	1510	1575	1321	941	578	1427	1782	1700	1272	1665	1532	1152	1325	1091	1216	1157	980	1252	1422	1230	963	1150	1850	1722	1641	1806	1480	263									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1977	54	40	17	35	33	37	16	13	38	27	52	3	36	41	72	257	108	36	15	40	13	13	27	30	42	19	8	35	19	35	20	27	22	53	49	25	32	27	22	41	49	14	18	22	21	25	26	12	15	246									
6	Число погашенных избирательных бюллетеней	40608	629	524	474	961	1113	932	863	560	909	477	787	986	1049	915	1226	266	489	836	200	565	882	749	963	795	987	590	464	838	749	965	958	1058	1096	895	826	834	902	816	998	857	1279	656	769	778	829	1003	983	1032	1205	91									
