Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Гдовская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537					
1	"Число избирателей, внесенных в список избирателей"	11004	1364	1539	1083	981	341	233	500	149	672	264	725	588	294	307	341	237	527	369	177	313					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10230	1290	1460	1030	930	330	210	470	130	560	250	690	510	270	280	310	220	500	360	160	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3959	608	605	378	294	128	68	143	53	365	59	200	126	123	75	137	60	231	148	73	85					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1504	17	16	17	97	51	49	90	35	19	96	197	227	74	109	113	72	41	53	26	105					
6	Число погашенных избирательных бюллетеней	4767	665	839	635	539	151	93	237	42	176	95	293	157	73	96	60	88	228	159	61	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1504	17	16	17	97	51	49	90	35	19	96	197	227	74	109	113	72	41	53	26	105					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3959	608	605	378	294	128	68	143	53	365	59	200	126	123	75	137	60	231	148	73	85					
9	Число недействительных избирательных бюллетеней	66	1	9	7	7	1	2	0	1	6	0	4	7	5	2	6	1	2	2	1	2					
10	Число действительных избирательных бюллетеней	5397	624	612	388	384	178	115	233	87	378	155	393	346	192	182	244	131	270	199	98	188					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	280	15	20	15	15	15	20	15	15	25	10	20	13	10	8	8	8	15	10	8	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	42	0	7	3	1	1	1	1	1	14	0	1	0	4	1	0	0	3	2	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	71	16	2	2	4	3	4	2	2	6	0	4	0	12	6	2	0	1	1	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	238	15	13	12	14	14	19	14	14	11	10	19	13	6	7	8	8	12	8	7	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	823	112	114	52	63	19	14	32	12	41	24	66	47	29	19	31	32	47	29	20	20					
		15.06%	17.92%	18.36%	13.16%	16.11%	10.61%	11.97%	13.73%	13.64%	10.68%	15.48%	16.62%	13.31%	14.72%	10.33%	12.40%	24.24%	17.28%	14.43%	20.20%	10.53%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	884	76	92	57	63	25	17	38	12	88	31	55	36	50	36	42	21	50	52	16	27					
		16.18%	12.16%	14.81%	14.43%	16.11%	13.97%	14.53%	16.31%	13.64%	22.92%	20.00%	13.85%	10.20%	25.38%	19.57%	16.80%	15.91%	18.38%	25.87%	16.16%	14.21%					
