Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Батыревская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141					
1	"Число избирателей, внесенных в список"	29761	1343	1295	1115	310	512	481	333	644	254	433	430	897	277	534	648	388	224	613	506	543	673	1007	1320	267	1656	1935	805	520	302	341	835	349	359	443	845	215	205	397	66	670	600	577	94	392	223	631	486	335	685	247	378	123					
2	Число полученных избирательных бюллетеней	30030	1350	1300	1140	280	520	480	330	650	250	430	440	900	280	540	650	390	220	620	500	570	690	1000	1330	280	1670	1950	840	540	300	340	830	340	360	450	860	220	200	410	65	670	600	580	100	400	225	650	500	350	680	250	390	120					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	19781	859	885	735	206	369	364	203	495	176	293	251	476	167	319	404	273	172	444	407	422	527	670	780	213	1210	1301	562	361	185	222	500	231	206	275	568	160	129	222	51	376	357	399	75	295	150	448	342	209	361	148	228	100					
5	"Число избирательных бюллетеней, выданных вне помещения"	1096	22	25	48	0	42	20	12	24	25	22	64	47	29	8	8	0	8	8	24	35	40	52	40	12	4	14	25	20	12	9	26	11	30	17	25	9	11	15	7	25	7	15	0	8	21	33	27	23	6	33	40	8					
6	Число погашенных избирательных бюллетеней	9153	469	390	357	74	109	96	115	131	49	115	125	377	84	213	238	117	40	168	69	113	123	278	510	55	456	635	253	159	103	109	304	98	124	158	267	51	60	173	7	269	236	166	25	97	54	169	131	118	313	69	122	12					
7	Число избирательных бюллетеней в переносных ящиках	1096	22	25	48	0	42	20	12	24	25	22	64	47	29	8	8	0	8	8	24	35	40	52	40	12	4	14	25	20	12	9	26	11	30	17	25	9	11	15	7	25	7	15	0	8	21	33	27	23	6	33	40	8					
8	Число бюллетеней в стационарных ящиках для голосования	19779	859	885	733	206	369	364	203	495	176	293	251	476	167	319	404	273	172	444	407	422	527	670	780	213	1210	1301	562	361	185	222	500	231	206	275	568	160	129	222	51	376	357	399	75	295	150	448	342	209	361	148	228	100					
9	Число недействительных избирательных бюллетеней	320	11	13	4	2	7	8	4	4	3	7	9	10	1	7	8	4	2	4	3	0	4	2	14	6	12	9	5	8	1	4	12	2	4	12	10	3	0	3	0	12	15	10	1	12	2	11	8	12	5	1	7	2					
10	Число действительных избирательных бюллетеней	20555	870	897	777	204	404	376	211	515	198	308	306	513	195	320	404	269	178	448	428	457	563	720	806	219	1202	1306	582	373	196	227	514	240	232	280	583	166	140	234	58	389	349	404	74	291	169	470	361	220	362	180	261	106					
11	Число полученных открепительных  удостоверений	984	44	30	30	10	18	18	18	18	18	18	18	20	15	18	20	18	15	20	18	28	30	20	20	15	25	25	20	18	18	18	20	18	18	18	20	18	15	15	10	19	18	18	10	15	15	20	18	15	20	15	18	10					
12	Число выданных открепительных удостоверений	257	7	11	12	6	6	3	1	0	2	2	7	5	1	0	1	2	0	3	0	25	28	1	10	7	4	4	6	0	0	2	3	3	0	0	10	0	0	2	0	2	4	3	0	0	3	20	18	10	6	3	14	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	86	3	6	7	10	0	1	0	2	0	5	0	4	0	1	1	0	0	4	0	6	7	4	1	1	3	1	1	0	1	2	1	0	1	0	1	0	0	0	1	0	0	2	1	1	0	2	2	0	3	0	0	0					
14	Число неиспользованных открепительных удостоверений	727	37	19	18	4	12	15	17	18	16	16	11	15	14	18	19	16	15	17	18	3	2	19	10	8	21	21	14	18	18	16	17	15	18	18	10	18	15	13	10	17	14	15	10	15	12	0	0	5	14	12	4	10					
15	"Число открепительных удостоверений, выданных в ТИК"	16	2	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	. Глазьев Сергей Юрьевич	297	26	26	14	3	3	2	2	7	0	1	3	17	3	3	5	4	0	2	2	1	12	12	14	4	13	25	15	4	0	2	7	2	0	1	3	2	0	2	0	12	9	3	0	4	1	7	4	5	5	1	3	1					
