Выборы Президента Российской Федерации																																																																	
Дата голосования: 04.03.2012																																																																	
																																																																	
Наименование Избирательной комиссии:    Батыревская																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	54																																																															
																																																																	
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142									
1	Число избирателей, включенных в список избирателей	26466	1226	852	928	750	1325	1135	1224	270	484	458	296	614	232	370	714	367	574	214	442	499	161	312	732	483	502	489	550	180	79	302	463	286	415	101	292	98	40	189	570	319	179	189	749	373	766	318	280	302	261	1170	901	577	454	410									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	28540	1260	1050	1000	730	1380	1180	1310	290	540	500	345	685	260	400	770	390	605	220	465	510	160	315	835	525	520	495	580	205	85	320	500	305	470	115	315	100	45	190	625	340	185	205	825	405	795	345	300	315	285	1260	1000	690	515	480									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	22439	1022	824	777	593	1248	1088	1162	264	425	403	255	555	209	303	609	310	493	190	388	423	131	271	621	400	407	370	428	137	73	234	371	219	325	87	230	81	26	164	440	247	159	156	573	285	669	236	235	232	230	1006	721	459	361	314									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1811	48	28	27	48	53	31	56	5	38	39	16	57	15	36	47	25	21	15	28	53	19	27	63	35	48	26	40	25	4	11	30	27	40	12	32	7	11	17	48	35	9	20	47	13	65	11	17	25	13	91	79	61	70	47									
6	Число погашенных избирательных бюллетеней	4290	190	198	196	89	79	61	92	21	77	58	74	73	36	61	114	55	91	15	49	34	10	17	151	90	65	99	112	43	8	75	99	59	105	16	53	12	8	9	137	58	17	29	205	107	61	98	48	58	42	163	200	170	84	119									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1811	48	28	27	48	53	31	56	5	38	39	16	57	15	36	47	25	21	15	28	53	19	27	63	35	48	26	40	25	4	11	30	27	40	12	32	7	11	17	48	35	9	20	47	13	65	11	17	25	13	91	79	61	70	47									
8	Число бюллетеней в стационарных ящиках для голосования	22438	1022	824	777	593	1248	1088	1162	264	425	403	255	555	209	303	609	310	493	190	388	422	131	271	621	400	407	370	428	137	73	234	371	219	325	87	230	81	26	164	440	247	159	156	573	285	669	236	235	232	230	1006	721	459	361	314									
9	Число недействительных избирательных бюллетеней	359	13	18	2	4	18	20	25	2	10	7	6	22	2	6	9	8	7	0	11	4	6	0	6	3	1	8	11	2	1	8	9	4	8	2	1	1	0	0	2	7	3	1	11	8	11	6	4	3	3	11	11	7	4	2									
10	Число действительных избирательных бюллетеней	23890	1057	834	802	637	1283	1099	1193	267	453	435	265	590	222	333	647	327	507	205	405	471	144	298	678	432	454	388	457	160	76	237	392	242	357	97	261	87	37	181	486	275	165	175	609	290	723	241	248	254	240	1086	789	513	427	359									
11	Число полученных открепительных  удостоверений	2463	77	78	94	53	65	60	85	25	63	60	54	62	34	50	80	35	35	25	40	30	5	25	107	55	30	25	35	25	7	18	45	23	50	18	35	15	6	15	55	30	12	25	70	30	65	15	38	25	25	126	90	93	60	60									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2463	77	78	94	53	65	60	85	25	63	60	54	62	34	50	80	35	35	25	40	30	5	25	107	55	30	25	35	25	7	18	45	23	50	18	35	15	6	15	55	30	12	25	70	30	65	15	38	25	25	126	90	93	60	60									
13	Число избирателей, проголосовавших по открепительным удостоверениям	326	14	14	30	13	6	4	9	2	4	9	2	5	8	6	14	8	5	7	1	7	2	2	8	6	2	8	6	1	3	1	4	1	3	3	7	5	1	7	5	3	2	5	6	1	13	3	8	4	1	11	5	8	8	5									
