Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Печенгская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392					
1	"Число избирателей, внесенных в списки"	37367	1927	1435	2173	1679	1967	1660	1463	816	61	1559	1339	1468	2317	2382	1325	1404	1435	1572	37	396	646	266	940	864	1324	1485	2311	870	96	150					
2	"Число бюллетеней, полученных участковыми комиссиями"	32149	1674	1261	1927	1481	1737	1461	1287	655	61	1345	1175	1228	2007	1937	1143	1219	1249	1372	40	380	590	242	808	704	1180	1237	1780	744	100	125					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	979	0	0	0	0	0	0	0	81	0	0	0	0	0	0	242	0	0	0	0	130	526	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20568	973	663	1071	837	899	883	749	519	61	768	617	845	1095	1217	502	744	796	819	37	209	25	162	762	657	1115	1175	1601	581	66	120					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	246	13	8	4	14	11	15	2	19	0	9	11	4	11	7	10	5	7	2	0	1	0	2	0	15	17	6	51	0	2	0					
6	Число погашенных бюллетеней	10356	688	590	852	630	827	563	536	36	0	568	547	379	901	713	389	470	446	551	3	40	39	78	46	32	48	56	128	163	32	5					
7	Число бюллетеней в переносных ящиках для голосования	1224	13	8	4	14	11	15	2	100	0	9	11	4	11	7	252	5	7	2	0	131	525	2	0	15	17	6	51	0	2	0					
8	Число бюллетеней в стационарных ящиках для голосования	20505	970	662	1071	837	899	883	748	519	61	766	617	843	1094	1217	502	744	796	817	37	209	25	162	762	657	1115	1175	1551	580	66	120					
9	Число недействительных бюллетеней	150	6	5	7	16	10	5	3	10	1	9	5	1	9	16	1	5	4	3	0	0	1	2	7	6	6	3	5	1	2	1					
10	Число действительных бюллетеней	21579	977	665	1068	835	900	893	747	609	60	766	623	846	1096	1208	753	744	799	816	37	340	549	162	755	666	1126	1178	1597	579	66	119					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	645	20	20	30	20	20	20	20	20	0	20	20	20	20	20	20	20	20	20	0	10	10	20	20	20	20	145	20	20	10	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	370	18	7	22	11	14	9	10	13	0	10	13	9	11	14	7	9	8	11	0	6	3	6	2	1	4	141	8	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	174	4	1	3	2	0	0	2	4	59	1	2	6	3	2	0	1	2	4	37	2	1	1	2	1	1	26	4	1	2	0					
14	Число погашенных открепительных удостоверений	275	2	13	8	9	6	11	10	7	0	10	7	11	9	6	13	11	12	9	0	4	7	14	18	19	16	4	12	18	9	0					
15	Число открепительных удостоверений выданных ТИК	19	1	0	0	0	2	4	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
