Выборы Президента Российской Федерации																																																							
Дата голосования: 02.03.2008																																																							
																																																							
Наименование Избирательной комиссии:    Высокогорская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
	Число участковых избирательных комиссий	48																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	48																																																					
																																																							
		Сумма	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344					
1	"Число избирателей, включенных в списки избирателей"	32181	329	136	147	480	271	333	120	312	506	265	392	115	631	254	2240	1863	1630	1495	1621	502	1399	162	355	173	2169	1204	525	180	397	324	860	631	205	361	457	288	203	204	385	1576	759	1360	630	196	1397	347	966	826					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32206	333	137	147	480	271	333	122	312	505	265	396	117	632	254	2242	1851	1616	1510	1626	505	1403	164	355	173	2141	1173	533	180	398	323	855	625	198	370	473	293	200	204	397	1585	755	1370	634	198	1408	359	955	830					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	29073	291	124	142	429	236	305	112	277	468	248	352	108	609	231	1982	1634	1420	1420	1426	454	1222	143	263	173	1912	1125	507	180	378	308	812	556	186	314	411	234	170	194	343	1397	750	1275	612	186	1256	260	861	777					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2025	38	12	5	51	35	28	8	35	35	17	40	7	22	23	213	154	31	43	68	38	91	19	92	0	105	19	10	0	19	15	43	50	7	13	46	54	28	10	42	113	5	55	18	9	29	87	94	49					
6	Число погашенных избирательных бюллетеней	1108	4	1	0	0	0	0	2	0	2	0	4	2	1	0	47	63	165	47	132	13	90	2	0	0	124	29	16	0	1	0	0	19	5	43	16	5	2	0	12	75	0	40	4	3	123	12	0	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2025	38	12	5	51	35	28	8	35	35	17	40	7	22	23	213	154	31	43	68	38	91	19	92	0	105	19	10	0	19	15	43	50	7	13	46	54	28	10	42	113	5	55	18	9	29	87	94	49					
8	Число бюллетеней в стационарных ящиках для голосования	29072	291	124	142	429	236	305	112	277	468	248	352	108	609	231	1982	1634	1420	1420	1425	454	1222	143	263	173	1912	1125	507	180	378	308	812	556	186	314	411	234	170	194	343	1397	750	1275	612	186	1256	260	861	777					
9	Число недействительных избирательных бюллетеней	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0					
10	Число действительных избирательных бюллетеней	31065	329	136	147	480	271	333	120	312	503	265	392	115	631	254	2195	1783	1430	1463	1493	492	1313	162	355	173	2016	1144	517	180	397	323	855	606	193	327	457	288	196	204	385	1510	755	1330	630	195	1283	346	955	826					
11	Число полученных открепительных  удостоверений	693	10	5	5	10	5	10	5	5	5	5	10	5	10	5	30	35	22	36	25	10	35	10	15	5	30	15	15	0	10	10	20	15	15	15	15	10	5	5	15	20	5	25	20	5	30	15	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	478	10	0	0	2	1	4	2	1	5	3	2	1	2	0	24	28	21	36	25	8	35	4	1	0	24	15	15	0	2	8	5	12	3	13	5	10	5	1	10	14	5	15	11	5	24	9	29	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	292	2	0	1	0	1	6	1	4	3	4	4	1	3	1	8	19	15	13	9	11	5	3	2	2	57	14	0	0	2	3	14	5	11	2	4	2	2	2	4	6	8	7	3	5	5	1	11	6					
14	Число неиспользованных открепительных удостоверений	215	0	5	5	8	4	6	3	4	0	2	8	4	8	5	6	7	1	0	0	2	0	6	14	5	6	0	0	0	8	2	15	3	12	2	10	0	0	4	5	6	0	10	9	0	6	6	1	7					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																							
18	Богданов Андрей Владимирович	49	0	0	0	0	0	2	0	0	1	0	0	0	3	0	2	0	24	2	2	1	1	0	0	0	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2					
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.48%	0.00%	0.09%	0.00%	1.65%	0.14%	0.13%	0.20%	0.08%	0.00%	0.00%	0.00%	0.15%	0.09%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.21%	0.24%					
19	Жириновский Владимир Вольфович	219	0	0	0	0	0	2	1	2	3	3	1	0	3	0	10	15	62	9	7	2	4	1	0	0	19	7	1	2	1	0	3	3	7	2	4	0	0	1	3	5	3	6	3	1	4	1	18	0					
		0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.83%	0.64%	0.60%	1.13%	0.26%	0.00%	0.48%	0.00%	0.46%	0.84%	4.27%	0.62%	0.47%	0.41%	0.30%	0.62%	0.00%	0.00%	0.94%	0.61%	0.19%	1.11%	0.25%	0.00%	0.35%	0.50%	3.63%	0.61%	0.88%	0.00%	0.00%	0.49%	0.78%	0.33%	0.40%	0.45%	0.48%	0.51%	0.31%	0.29%	1.88%	0.00%					
20	Зюганов Геннадий Андреевич	739	2	0	0	2	2	7	1	3	11	7	3	0	4	3	10	16	266	18	36	7	56	2	3	2	72	14	4	3	3	3	14	7	35	5	6	1	1	1	5	11	9	18	7	1	30	3	20	5					
		2.38%	0.61%	0.00%	0.00%	0.42%	0.74%	2.10%	0.83%	0.96%	2.19%	2.64%	0.77%	0.00%	0.63%	1.18%	0.46%	0.89%	18.33%	1.23%	2.41%	1.42%	4.27%	1.23%	0.85%	1.16%	3.57%	1.22%	0.77%	1.67%	0.76%	0.93%	1.64%	1.16%	18.13%	1.53%	1.31%	0.35%	0.51%	0.49%	1.30%	0.73%	1.19%	1.35%	1.11%	0.51%	2.33%	0.86%	2.09%	0.61%					
21	Медведев Дмитрий Анатольевич	30058	327	136	147	478	269	322	118	307	488	255	388	115	621	251	2173	1752	1078	1434	1448	482	1252	159	352	171	1922	1122	511	175	393	320	838	596	150	320	447	287	195	202	377	1494	743	1305	620	193	1249	342	915	819					
		96.66%	99.39%	100.00%	100.00%	99.58%	99.26%	96.70%	98.33%	98.40%	97.02%	96.23%	98.98%	100.00%	98.42%	98.82%	98.99%	97.99%	74.29%	98.02%	96.99%	97.97%	95.35%	98.15%	99.15%	98.84%	95.29%	98.08%	98.84%	97.22%	98.99%	99.07%	98.01%	98.35%	77.72%	97.86%	97.81%	99.65%	98.48%	99.02%	97.92%	98.94%	98.41%	98.12%	98.41%	98.97%	97.20%	98.56%	95.81%	99.15%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
