Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Благовещенская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653					
1	"Число избирателей, внесенных в списки"	25289	1764	1105	1506	1055	903	1755	939	1731	1682	1995	562	1226	1315	731	909	118	474	543	311	1110	356	110	999	973	316	615	186					
2	"Число бюллетеней, полученных участковыми комиссиями"	23610	1600	800	1350	950	850	1650	900	1600	1650	1750	550	1200	1250	700	800	150	450	500	300	1100	350	110	1000	950	300	600	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15333	1010	601	905	667	485	1022	579	989	951	1230	381	718	783	406	569	118	328	365	228	635	284	95	589	525	251	463	156					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	846	22	39	25	26	39	71	30	88	64	47	17	33	24	24	27	0	30	6	7	66	8	2	79	27	13	32	0					
6	Число погашенных бюллетеней	7431	568	160	420	257	326	557	291	523	635	473	152	449	443	270	204	32	92	129	65	399	58	13	332	398	36	105	44					
7	Число бюллетеней в переносных ящиках для голосования	846	22	39	25	26	39	71	30	88	64	47	17	33	24	24	27	0	30	6	7	66	8	2	79	27	13	32	0					
8	Число бюллетеней в стационарных ящиках для голосования	15331	1010	601	906	667	485	1022	578	989	951	1230	381	718	783	406	569	118	328	365	228	635	284	95	588	525	251	462	156					
9	Число недействительных бюллетеней	142	8	3	11	5	3	9	4	7	4	5	10	7	0	0	4	0	6	7	4	11	9	4	4	8	5	4	0					
10	Число действительных бюллетеней	16035	1024	637	920	688	521	1084	604	1070	1011	1272	388	744	807	430	592	118	352	364	231	690	283	93	663	544	259	490	156					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	10	10	10	10	10	10	10	10	10	7	5	5	10	10	10	5	5	2	5	8	5	5	8	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	83	8	5	3	1	1	4	1	7	6	6	2	4	3	7	0	0	0	1	1	8	0	0	6	4	2	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	78	2	0	1	2	1	2	1	0	1	11	3	21	3	1	1	1	1	4	2	1	1	1	4	3	1	4	5					
14	Число погашенных открепительных удостоверений	117	2	5	7	9	9	6	9	3	4	1	3	1	7	3	10	5	5	1	4	0	5	5	2	1	3	2	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	170	10	12	3	3	7	14	5	7	6	3	2	7	10	7	6	2	6	9	4	9	10	2	11	0	2	6	7					
		1.05%	0.96%	1.87%	0.32%	0.43%	1.33%	1.28%	0.82%	0.64%	0.59%	0.23%	0.50%	0.93%	1.23%	1.62%	1.00%	1.69%	1.67%	2.42%	1.70%	1.28%	3.42%	2.06%	1.64%	0.0%	0.75%	1.21%	4.48%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	338	27	16	19	19	16	29	27	33	19	33	3	11	2	10	6	1	4	4	3	16	5	1	11	7	5	7	4					
		2.08%	2.61%	2.5%	2.04%	2.74%	3.05%	2.65%	4.44%	3.06%	1.87%	2.58%	0.75%	1.46%	0.24%	2.32%	1.00%	0.84%	1.11%	1.07%	1.27%	2.28%	1.71%	1.03%	1.64%	1.26%	1.89%	1.41%	2.56%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	273	28	11	23	20	9	28	8	21	21	22	3	6	6	4	7	0	5	10	0	7	4	1	13	7	0	6	3					
		1.68%	2.71%	1.71%	2.47%	2.88%	1.71%	2.56%	1.31%	1.94%	2.06%	1.72%	0.75%	0.79%	0.74%	0.93%	1.17%	0.0%	1.39%	2.69%	0.0%	0.99%	1.36%	1.03%	1.94%	1.26%	0.0%	1.21%	1.92%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	279	39	29	23	14	2	31	18	17	21	30	2	9	2	4	5	2	3	3	4	1	3	0	5	2	1	8	1					
		1.72%	3.77%	4.53%	2.47%	2.02%	0.38%	2.83%	2.96%	1.57%	2.06%	2.34%	0.50%	1.19%	0.24%	0.93%	0.83%	1.69%	0.83%	0.80%	1.70%	0.14%	1.02%	0.0%	0.74%	0.36%	0.37%	1.61%	0.64%					
22	"5. ""За Русь Святую"""	51	4	4	4	7	1	5	1	6	3	4	0	0	1	2	1	0	0	0	2	2	2	0	1	1	0	0	0					
		0.31%	0.38%	0.62%	0.42%	1.01%	0.19%	0.45%	0.16%	0.55%	0.29%	0.31%	0.0%	0.0%	0.12%	0.46%	0.16%	0.0%	0.0%	0.0%	0.85%	0.28%	0.68%	0.0%	0.14%	0.18%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	3	0	1	1	0	0	2	4	0	3	0	4	3	0	3	0	0	1	1	1	0	0	0	2	1	0	0					
		0.18%	0.29%	0.0%	0.10%	0.14%	0.0%	0.0%	0.32%	0.37%	0.0%	0.23%	0.0%	0.53%	0.37%	0.0%	0.50%	0.0%	0.0%	0.26%	0.42%	0.14%	0.0%	0.0%	0.0%	0.36%	0.37%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	66	4	3	6	3	5	9	4	3	1	5	0	0	4	4	2	0	0	3	0	0	1	0	2	4	0	1	2					
