Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Мичуринская городская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289					
1	"Число избирателей, внесенных в список избирателей"	71517	1535	1436	1377	1566	1398	1484	1988	1052	1954	1623	1358	867	1970	1094	866	915	1255	1586	1214	1820	1506	1206	1902	2302	2197	2230	1813	1626	1872	1206	908	1422	762	1315	1150	1367	1595	2153	789	1345	1121	1446	1486	1207	2179	1539	1815	1646	54					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	64920	1400	1330	1250	1410	1250	1320	1650	940	1750	1470	1200	780	1780	980	800	830	1150	1580	1100	1650	1380	1200	1640	2110	2000	2020	1750	1500	1680	1120	790	1290	670	1190	1030	1230	1400	1940	700	1220	1020	1220	1470	1080	1950	1390	1650	1460	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	44931	830	774	682	1004	967	876	1357	635	931	1267	881	519	1069	886	498	630	1037	661	880	1148	1150	776	573	1810	1670	1496	1055	1373	1456	972	679	908	538	635	685	830	1090	1455	407	686	790	955	702	670	1128	916	1021	948	25					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4897	110	95	165	131	53	27	147	47	49	95	57	43	35	41	61	18	69	640	84	47	17	145	830	174	35	87	190	127	29	24	29	109	33	65	71	49	35	43	40	100	53	41	118	93	120	56	70	71	29					
6	Число погашенных избирательных бюллетеней	15092	460	461	403	275	230	417	146	258	770	108	262	218	676	53	241	182	44	279	136	455	213	279	237	126	295	437	505	0	195	124	82	273	99	490	274	351	275	442	253	434	177	224	650	317	702	418	559	441	146					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4897	110	95	165	131	53	27	147	47	49	95	57	43	35	41	61	18	69	640	84	47	17	145	830	174	35	87	190	127	29	24	29	109	33	65	71	49	35	43	40	100	53	41	118	93	120	56	70	71	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44717	830	774	682	1001	967	876	1357	635	929	1267	881	519	1069	886	498	630	1037	661	880	1148	1150	776	573	1636	1670	1492	1055	1373	1455	948	679	908	537	635	685	830	1090	1455	407	684	787	955	702	670	1128	916	1021	948	25					
9	Число недействительных избирательных бюллетеней	466	0	5	5	11	18	2	11	12	2	4	6	1	11	0	0	4	28	10	0	13	0	7	61	0	10	14	9	27	20	15	4	8	8	6	0	18	8	15	5	6	10	9	24	2	18	11	6	2	0					
10	Число действительных избирательных бюллетеней	49148	940	864	842	1121	1002	901	1493	670	976	1358	932	561	1093	927	559	644	1078	1291	964	1182	1167	914	1342	1810	1695	1565	1236	1473	1464	957	704	1009	562	694	756	861	1117	1483	442	778	830	987	796	761	1230	961	1085	1017	54					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	892	21	24	24	21	24	19	9	19	27	21	19	19	22	9	19	14	19	9	19	22	21	9	14	27	27	22	20	20	21	20	19	19	9	19	19	11	20	27	9	19	19	20	10	9	22	20	20	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	782	18	24	24	21	20	19	5	19	27	19	16	13	22	8	15	7	19	9	19	22	21	7	9	27	27	18	10	20	19	20	19	19	6	14	13	10	16	17	8	17	15	18	8	5	22	17	17	17	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	844	8	5	15	16	3	24	323	15	13	4	11	10	11	9	2	0	2	17	11	9	7	9	18	20	12	14	14	8	7	9	11	9	7	8	7	20	16	20	8	7	7	11	13	9	4	10	7	6	38					
14	Число погашенных неиспользованных открепительных удостоверений	110	3	0	0	0	4	0	4	0	0	2	3	6	0	1	4	7	0	0	0	0	0	2	5	0	0	4	10	0	2	0	0	0	3	5	6	1	4	10	1	2	4	2	2	4	0	3	3	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	295	6	7	11	11	6	4	9	3	10	3	4	6	11	5	3	0	3	4	9	7	8	1	11	10	8	8	5	11	4	5	7	9	3	5	2	14	10	4	5	9	2	6	2	1	6	9	4	4	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2840	19	11	50	135	71	13	73	44	13	43	7	10	70	22	32	26	84	103	35	39	95	52	125	91	124	93	100	62	113	70	83	68	28	65	56	81	36	101	39	45	17	62	42	41	108	50	27	55	11					
		5.72%	2.02%	1.27%	5.90%	11.93%	6.96%	1.44%	4.85%	6.45%	1.33%	3.16%	0.75%	1.78%	6.34%	2.37%	5.72%	4.01%	7.59%	7.92%	3.63%	3.26%	8.14%	5.65%	8.91%	5.03%	7.27%	5.89%	8.03%	4.13%	7.61%	7.20%	11.72%	6.69%	4.91%	9.29%	7.41%	9.22%	3.20%	6.74%	8.72%	5.74%	2.02%	6.22%	5.12%	5.37%	8.65%	5.14%	2.47%	5.40%	20.37%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2398	18	32	46	94	48	3	67	31	10	42	21	6	38	14	17	35	70	104	40	45	13	42	85	84	117	69	118	60	146	5	57	68	25	62	34	57	34	55	25	64	35	29	71	52	65	63	46	26	10					
		4.83%	1.91%	3.68%	5.43%	8.30%	4.71%	0.33%	4.45%	4.55%	1.02%	3.08%	2.24%	1.07%	3.44%	1.51%	3.04%	5.40%	6.33%	7.99%	4.15%	3.77%	1.11%	4.56%	6.06%	4.64%	6.86%	4.37%	9.48%	4.00%	9.84%	0.51%	8.05%	6.69%	4.39%	8.86%	4.50%	6.48%	3.02%	3.67%	5.59%	8.16%	4.17%	2.91%	8.66%	6.82%	5.21%	6.48%	4.22%	2.55%	18.52%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	295	1	8	7	7	8	0	6	5	2	4	4	0	9	3	2	3	13	8	3	5	23	5	8	0	10	5	8	6	8	4	3	12	0	4	2	6	6	18	1	6	38	10	3	0	5	2	1	3	0					
		0.59%	0.11%	0.92%	0.83%	0.62%	0.78%	0.00%	0.40%	0.73%	0.20%	0.29%	0.43%	0.00%	0.82%	0.32%	0.36%	0.46%	1.18%	0.61%	0.31%	0.42%	1.97%	0.54%	0.57%	0.00%	0.59%	0.32%	0.64%	0.40%	0.54%	0.41%	0.42%	1.18%	0.00%	0.57%	0.26%	0.68%	0.53%	1.20%	0.22%	0.77%	4.52%	1.00%	0.37%	0.00%	0.40%	0.21%	0.09%	0.29%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7897	152	170	173	242	111	154	159	61	90	180	140	116	158	189	57	67	149	267	192	210	186	110	267	335	294	320	197	241	281	239	150	172	60	112	110	190	273	196	83	110	83	170	107	91	128	112	128	105	10					
		15.92%	16.17%	19.56%	20.43%	21.38%	10.88%	17.05%	10.57%	8.94%	9.20%	13.22%	14.93%	20.64%	14.31%	20.39%	10.20%	10.34%	13.47%	20.52%	19.92%	17.57%	15.94%	11.94%	19.03%	18.51%	17.24%	20.27%	15.82%	16.07%	18.94%	24.59%	21.19%	16.91%	10.53%	16.00%	14.55%	21.62%	24.27%	13.08%	18.57%	14.03%	9.88%	17.07%	13.05%	11.93%	10.26%	11.52%	11.73%	10.30%	18.52%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	559	2	8	14	25	28	0	22	5	2	2	5	3	15	7	2	8	19	18	7	10	28	14	37	3	33	14	13	26	13	15	6	6	5	15	9	8	2	25	6	1	15	15	10	3	9	11	3	6	6					
