Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Кунашакская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096					
1	"Число избирателей, внесенных в списки"	22450	2516	2032	328	355	316	395	1295	254	191	108	1395	287	462	274	270	1155	865	591	881	260	88	302	461	860	389	482	427	499	567	51	134	167	147	229	158	146	1242	208	158	327	158	288	289	244	199					
2	"Число бюллетеней, полученных участковыми комиссиями"	22260	2459	2037	305	344	316	382	1249	267	154	102	1324	284	450	263	256	1117	851	586	849	272	128	307	443	816	411	467	480	519	628	58	146	163	181	248	158	138	1239	206	155	310	155	281	320	241	195					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11680	1241	930	250	226	201	217	679	136	111	79	523	145	234	147	122	489	521	329	439	124	68	129	225	462	211	241	218	270	337	29	66	106	87	115	118	102	645	112	86	208	100	165	175	144	118					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	470	37	23	14	9	1	11	21	7	3	0	21	5	10	21	0	29	22	15	13	0	0	23	7	20	16	14	7	37	21	7	4	0	0	0	8	9	11	10	3	0	0	0	11	0	0					
6	Число погашенных бюллетеней	10110	1181	1084	41	109	114	154	549	124	40	23	780	134	206	95	134	599	308	242	397	148	60	155	211	334	184	212	255	212	270	22	76	57	94	133	32	27	583	84	66	102	55	116	134	97	77					
7	Число бюллетеней в переносных ящиках для голосования	469	37	23	14	9	1	11	21	7	3	0	21	5	10	21	0	29	22	15	13	0	0	23	7	20	16	14	7	37	21	7	4	0	0	0	8	9	10	10	3	0	0	0	11	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	11681	1241	930	250	226	201	217	679	136	111	79	523	145	234	147	122	489	521	329	439	124	68	129	225	462	211	241	219	270	337	29	66	106	87	115	118	102	645	112	86	208	100	165	175	144	118					
9	Число недействительных бюллетеней	569	43	32	19	8	10	17	22	3	5	0	26	14	20	10	10	13	6	29	14	5	6	6	12	28	19	17	14	29	22	1	1	6	3	16	1	13	19	6	8	5	0	7	9	2	13					
10	Число действительных бюллетеней	11581	1235	921	245	227	192	211	678	140	109	79	518	136	224	158	112	505	537	315	438	119	62	146	220	454	208	238	212	278	336	35	69	100	84	99	125	98	636	116	81	203	100	158	177	142	105					
