Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Исаклинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220					
1	"Число избирателей, внесенных в списки избирателей"	10834	1655	1875	306	128	333	144	344	262	144	243	115	194	194	121	728	444	511	655	185	344	231	310	295	364	709					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11000	1620	1900	310	130	330	140	340	270	140	240	120	190	200	120	770	460	590	650	180	350	230	330	300	380	710					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8118	1193	1247	252	113	261	114	285	233	131	186	98	151	136	81	573	366	435	468	155	259	179	257	247	167	531					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1193	102	100	30	9	69	24	28	28	9	36	13	19	42	30	96	28	52	46	19	55	46	36	25	126	125					
6	Число погашенных избирательных бюллетеней	1689	325	553	28	8	0	2	27	9	0	18	9	20	22	9	101	66	103	136	6	36	5	37	28	87	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1193	102	100	30	9	69	24	28	28	9	36	13	19	42	30	96	28	52	46	19	55	46	36	25	126	125					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8118	1193	1247	252	113	261	114	285	233	131	186	98	151	136	81	573	366	435	468	155	259	179	257	247	167	531					
9	Число недействительных избирательных бюллетеней	92	16	17	0	0	0	1	14	0	0	0	1	1	1	0	2	12	0	15	0	1	3	0	5	2	1					
10	Число действительных избирательных бюллетеней	9219	1279	1330	282	122	330	137	299	261	140	222	110	169	177	111	667	382	487	499	174	313	222	293	267	291	655					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	395	45	50	13	5	18	5	16	9	8	5	0	5	10	5	48	28	23	21	5	8	0	17	13	20	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	388	45	50	13	5	18	5	16	9	8	5	0	5	8	1	47	28	23	21	5	8	0	17	13	20	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	90	12	11	3	1	3	2	6	0	5	3	3	1	0	1	10	1	6	4	3	0	2	2	4	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0					
