Выборы Президента Российской Федерации																																																			
Дата голосования: 02.03.2008																																																			
																																																			
Наименование Избирательной комиссии:    Вытегорская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
	Число участковых избирательных комиссий	44																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	44																																																	
																																																			
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456					
1	"Число избирателей, включенных в списки избирателей"	22807	1735	1310	1719	1916	1896	296	215	854	141	220	459	226	80	79	126	124	225	64	223	398	964	93	99	560	182	245	670	320	52	112	865	1251	907	376	469	153	56	112	692	1019	193	289	627	195					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22800	1730	1290	1740	1930	1850	290	220	880	150	210	470	230	90	80	120	120	230	60	220	400	950	130	100	560	220	240	680	320	55	100	840	1200	840	340	500	160	55	120	670	1100	200	260	670	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	13258	1002	674	929	939	1022	182	130	562	91	162	300	123	57	45	64	80	132	54	97	260	605	41	57	376	116	172	457	159	24	89	510	727	562	259	300	104	28	64	286	550	144	167	437	119					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2157	74	63	97	68	116	20	24	88	18	22	50	73	16	12	18	32	41	6	73	31	114	25	29	38	46	33	49	96	20	8	65	88	111	24	38	16	20	33	118	133	5	18	40	48					
6	Число погашенных избирательных бюллетеней	7385	654	553	714	923	712	88	66	230	41	26	120	34	17	23	38	8	57	0	50	109	231	64	14	146	58	35	174	65	11	3	265	385	167	57	162	40	7	23	266	417	51	75	193	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2157	74	63	97	68	116	20	24	88	18	22	50	73	16	12	18	32	41	6	73	31	114	25	29	38	46	33	49	96	20	8	65	88	111	24	38	16	20	33	118	133	5	18	40	48					
8	Число бюллетеней в стационарных ящиках для голосования	13254	1002	674	929	939	1020	182	130	560	91	162	300	123	57	45	64	80	132	54	97	260	605	41	57	376	116	172	457	159	24	89	510	727	562	259	300	104	28	64	286	550	144	167	437	119					
9	Число недействительных избирательных бюллетеней	164	9	16	11	12	17	0	1	11	0	0	9	1	0	0	1	2	0	0	0	3	2	1	1	0	2	0	2	0	0	1	7	15	5	3	2	1	1	1	7	4	2	0	14	0					
10	Число действительных избирательных бюллетеней	15247	1067	721	1015	995	1119	202	153	637	109	184	341	195	73	57	81	110	173	60	170	288	717	65	85	414	160	205	504	255	44	96	568	800	668	280	336	119	47	96	397	679	147	185	463	167					
11	Число полученных открепительных  удостоверений	506	14	20	15	20	37	2	2	5	5	5	5	5	3	5	2	2	10	5	12	7	10	28	6	23	38	2	7	20	5	5	10	10	10	10	25	5	5	5	10	23	13	5	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	467	14	12	13	12	31	1	2	5	5	5	5	5	3	5	2	2	10	5	11	7	10	28	6	22	38	2	5	16	5	4	10	10	10	10	25	5	5	5	8	23	13	2	30	20					
