Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Чернышковская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683					
1	"Число избирателей, внесенных в список"	13766	1559	1456	1453	135	457	642	643	158	187	387	407	652	162	790	224	192	421	148	851	269	139	1053	270	446	271	281	113					
2	Число полученных избирательных бюллетеней	13692	1563	1385	1436	136	459	644	636	153	190	389	416	654	160	790	221	195	421	150	849	268	143	1060	260	443	272	283	116					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7845	804	746	646	114	321	426	364	91	74	202	267	388	52	437	83	46	274	102	564	145	86	547	200	312	236	231	87					
5	"Число избирательных бюллетеней, выданных вне помещения"	1055	39	45	103	0	5	53	51	15	59	78	45	45	65	42	87	68	22	11	52	28	18	82	30	9	3	0	0					
6	Число погашенных избирательных бюллетеней	4792	720	594	687	22	133	165	221	47	57	109	104	221	43	311	51	81	125	37	233	95	39	431	30	122	33	52	29					
7	Число избирательных бюллетеней в переносных ящиках	1055	39	45	103	0	5	53	51	15	59	78	45	45	65	42	87	68	22	11	52	28	18	82	30	9	3	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	7845	804	746	646	114	321	426	364	91	74	202	267	388	52	437	83	46	274	102	564	145	86	547	200	312	236	231	87					
9	Число недействительных избирательных бюллетеней	76	11	7	6	0	6	6	1	0	0	2	1	3	2	5	2	1	1	0	4	3	0	4	3	4	2	2	0					
10	Число действительных избирательных бюллетеней	8824	832	784	743	114	320	473	414	106	133	278	311	430	115	474	168	113	295	113	612	170	104	625	227	317	237	229	87					
