Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Курчатовская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14129	677	696	794	971	1093	982	1022	830	958	986	964	602	149	259	337	279	214	109	265	144	527	268	163	580	260									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12170	600	600	700	800	1000	800	900	700	800	800	800	500	130	240	300	250	190	90	250	130	490	250	130	500	220									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5615	270	343	378	430	472	333	332	406	439	333	530	232	27	103	127	67	68	21	57	50	176	101	43	158	119									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1157	14	16	12	30	29	49	119	25	29	18	16	116	63	36	39	69	54	47	76	30	62	27	57	77	47									
6	Число погашенных избирательных бюллетеней	5398	316	241	310	340	499	418	449	269	332	449	254	152	40	101	134	114	68	22	117	50	252	122	30	265	54									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1157	14	16	12	30	29	49	119	25	29	18	16	116	63	36	39	69	54	47	76	30	62	27	57	77	47									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5615	270	343	378	430	472	333	332	406	439	333	530	232	27	103	127	67	68	21	57	50	176	101	43	158	119									
9	Число недействительных избирательных бюллетеней	199	15	12	11	20	16	5	22	14	22	7	20	7	0	4	3	2	0	0	1	0	3	1	0	9	5									
10	Число действительных избирательных бюллетеней	6573	269	347	379	440	485	377	429	417	446	344	526	341	90	135	163	134	122	68	132	80	235	127	100	226	161									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	195	10	10	15	10	15	10	15	10	10	15	15	3	2	5	5	3	3	3	5	5	8	5	5	5	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	63	2	4	9	1	7	3	7	1	0	3	1	3	2	1	3	0	0	0	0	5	1	1	5	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	55	2	1	1	1	0	1	3	1	3	2	0	1	0	0	3	2	0	2	1	3	2	2	10	2	12									
14	Число погашенных неиспользованных открепительных удостоверений	132	8	6	6	9	8	7	8	9	10	12	14	0	0	4	2	3	3	3	5	0	7	4	0	1	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	1	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	57	3	3	3	11	5	2	6	1	2	1	6	1	0	1	1	1	2	1	0	0	3	1	3	0	0									
		0.84%	1.06%	0.84%	0.77%	2.39%	0.99%	0.52%	1.33%	0.23%	0.43%	0.28%	1.10%	0.29%	0.00%	0.72%	0.60%	0.74%	1.64%	1.47%	0.00%	0.00%	1.26%	0.78%	3.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	287	15	11	24	15	21	17	16	19	18	21	14	9	4	9	3	13	3	0	8	8	8	6	6	12	7									
		4.24%	5.28%	3.06%	6.15%	3.26%	4.19%	4.45%	3.55%	4.41%	3.85%	5.98%	2.56%	2.59%	4.44%	6.47%	1.81%	9.56%	2.46%	0.00%	6.02%	10.00%	3.36%	4.69%	6.00%	5.11%	4.22%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	98	2	6	7	5	6	1	5	4	12	5	11	5	0	4	9	0	2	1	0	1	3	2	1	1	5									
		1.45%	0.70%	1.67%	1.79%	1.09%	1.20%	0.26%	1.11%	0.93%	2.56%	1.42%	2.01%	1.44%	0.00%	2.88%	5.42%	0.00%	1.64%	1.47%	0.00%	1.25%	1.26%	1.56%	1.00%	0.43%	3.01%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3626	125	199	188	258	249	243	231	249	228	155	243	228	61	74	79	85	75	46	75	48	140	61	59	138	89									
		53.54%	44.01%	55.43%	48.21%	56.09%	49.70%	63.61%	51.22%	57.77%	48.72%	44.16%	44.51%	65.52%	67.78%	53.24%	47.59%	62.50%	61.48%	67.65%	56.39%	60.00%	58.82%	47.66%	59.00%	58.72%	53.61%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	43	4	2	2	2	2	4	4	2	3	2	3	2	0	3	0	1	1	0	0	0	2	1	0	2	1									
		0.63%	1.41%	0.56%	0.51%	0.43%	0.40%	1.05%	0.89%	0.46%	0.64%	0.57%	0.55%	0.57%	0.00%	2.16%	0.00%	0.74%	0.82%	0.00%	0.00%	0.00%	0.84%	0.78%	0.00%	0.85%	0.60%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	1	1	2	1	0	0	1	1	0	0	0	0	0	1	1	2	0	1	1	0	0	0	1	1									
		0.22%	0.00%	0.28%	0.26%	0.43%	0.20%	0.00%	0.00%	0.23%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.74%	1.64%	0.00%	0.75%	1.25%	0.00%	0.00%	0.00%	0.43%	0.60%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1093	66	57	68	68	93	54	79	71	88	57	96	36	11	22	43	9	17	11	17	9	36	17	12	32	24									
		16.14%	23.24%	15.88%	17.44%	14.78%	18.56%	14.14%	17.52%	16.47%	18.80%	16.24%	17.58%	10.34%	12.22%	15.83%	25.90%	6.62%	13.93%	16.18%	12.78%	11.25%	15.13%	13.28%	12.00%	13.62%	14.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	1	1	3	0	3	1	1	1	4	1	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0									
		0.31%	0.35%	0.28%	0.77%	0.00%	0.60%	0.26%	0.22%	0.23%	0.85%	0.28%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	1.26%	0.00%	0.00%	0.00%	0.00%									
