Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Даниловский район																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №3716	УИК №3796									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	56494	2588	2817	1819	1852	2010	2191	2038	2463	2373	2323	1810	1091	1167	2450	1934	2063	2428	2185	2502	1539	1909	2243	2226	2844	1865	2388	943	409	24									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	45100	2000	2000	1500	1500	1500	2000	1500	2000	1500	1500	1500	1000	1000	2000	1500	1500	2000	2000	2000	1500	1500	1500	2000	2000	1500	2000	1000	500	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19087	1211	1209	591	536	649	668	548	968	1179	1189	604	374	308	634	499	548	770	686	790	485	614	732	687	739	551	729	321	244	24									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	700	21	38	22	11	38	33	12	17	23	23	29	28	2	23	19	34	27	24	22	3	29	17	14	18	13	16	8	136	0									
6	Число погашенных избирательных бюллетеней	25311	768	753	887	953	813	1299	940	1015	298	288	867	598	690	1341	982	918	1203	1290	1188	1012	857	751	1299	1243	936	1255	671	120	76									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	700	21	38	22	11	38	33	12	17	23	23	29	28	2	23	19	34	27	24	22	3	29	17	14	18	13	16	8	136	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	19002	1211	1207	591	536	649	666	544	968	1176	1189	601	374	307	600	499	546	764	686	790	483	612	731	687	718	551	727	321	244	24									
9	Число недействительных избирательных бюллетеней	331	16	12	15	7	9	8	4	13	24	20	12	8	8	15	19	9	13	13	12	9	10	11	15	7	15	12	5	10	0									
10	Число действительных избирательных бюллетеней	19371	1216	1233	598	540	678	691	552	972	1175	1192	618	394	301	608	499	571	778	697	800	477	631	737	686	729	549	731	324	370	24									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	475	25	25	25	10	25	25	25	10	10	20	10	10	10	25	10	10	10	10	25	25	10	25	10	25	25	25	10	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	278	18	16	14	5	15	12	9	9	6	10	9	5	5	14	7	9	8	4	14	10	9	11	10	14	11	19	5	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	583	49	11	5	4	18	3	6	15	7	10	11	4	52	17	19	0	14	7	38	21	30	112	27	11	19	40	27	6	0									
14	Число погашенных неиспользованных открепительных удостоверений	197	7	9	11	5	10	13	16	1	4	10	1	5	5	11	3	1	2	6	11	15	1	14	0	11	14	6	5	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	43	0	0	2	1	3	1	5	4	2	1	0	4	0	3	0	0	1	1	1	0	4	3	0	4	2	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	656	31	27	21	26	28	23	10	18	29	28	28	12	12	23	21	21	27	25	34	19	24	33	19	34	27	33	15	7	1									
		3.33%	2.52%	2.17%	3.43%	4.75%	4.08%	3.29%	1.80%	1.83%	2.42%	2.31%	4.44%	2.99%	3.88%	3.69%	4.05%	3.62%	3.41%	3.52%	4.19%	3.91%	3.74%	4.41%	2.71%	4.62%	4.79%	4.44%	4.56%	1.84%	4.17%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	289	15	20	9	13	11	11	7	11	19	7	9	3	5	17	14	8	14	20	10	3	7	8	8	6	9	12	6	7	0									
		1.47%	1.22%	1.61%	1.47%	2.38%	1.60%	1.57%	1.26%	1.12%	1.58%	0.58%	1.43%	0.75%	1.62%	2.73%	2.70%	1.38%	1.77%	2.82%	1.23%	0.62%	1.09%	1.07%	1.14%	0.82%	1.60%	1.62%	1.82%	1.84%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	530	29	29	13	22	21	15	9	14	28	17	19	7	11	24	10	9	29	24	25	15	5	21	22	23	17	36	11	25	0									
		2.69%	2.35%	2.33%	2.12%	4.02%	3.06%	2.15%	1.62%	1.42%	2.34%	1.40%	3.02%	1.74%	3.56%	3.85%	1.93%	1.55%	3.67%	3.38%	3.08%	3.09%	0.78%	2.81%	3.14%	3.13%	3.01%	4.85%	3.34%	6.58%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8119	673	671	210	180	201	216	249	520	645	674	198	153	118	220	179	214	261	279	311	158	298	264	225	253	213	255	111	160	10									
		41.21%	54.63%	53.90%	34.26%	32.91%	29.26%	30.90%	44.78%	52.79%	53.79%	55.61%	31.43%	38.06%	38.19%	35.31%	34.56%	36.90%	32.99%	39.30%	38.30%	32.51%	46.49%	35.29%	32.10%	34.38%	37.77%	34.32%	33.74%	42.11%	41.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	349	20	20	13	7	15	18	4	7	28	15	13	5	6	13	10	12	17	10	12	13	2	18	17	12	11	18	5	8	0									
		1.77%	1.62%	1.61%	2.12%	1.28%	2.18%	2.58%	0.72%	0.71%	2.34%	1.24%	2.06%	1.24%	1.94%	2.09%	1.93%	2.07%	2.15%	1.41%	1.48%	2.67%	0.31%	2.41%	2.43%	1.63%	1.95%	2.42%	1.52%	2.11%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	65	1	3	2	1	0	0	7	11	10	3	1	2	1	2	2	2	2	3	2	0	1	1	3	1	1	0	2	1	0									
		0.33%	0.08%	0.24%	0.33%	0.18%	0.00%	0.00%	1.26%	1.12%	0.83%	0.25%	0.16%	0.50%	0.32%	0.32%	0.39%	0.34%	0.25%	0.42%	0.25%	0.00%	0.16%	0.13%	0.43%	0.14%	0.18%	0.00%	0.61%	0.26%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2372	126	117	68	62	79	84	57	84	104	149	82	49	54	81	73	91	72	88	113	72	46	122	104	110	78	96	53	52	6									
		12.04%	10.23%	9.40%	11.09%	11.33%	11.50%	12.02%	10.25%	8.53%	8.67%	12.29%	13.02%	12.19%	17.48%	13.00%	14.09%	15.69%	9.10%	12.39%	13.92%	14.81%	7.18%	16.31%	14.84%	14.95%	13.83%	12.92%	16.11%	13.68%	25.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	579	34	22	12	18	28	21	22	32	23	32	23	11	6	17	16	25	28	21	26	17	23	21	21	22	10	26	15	7	0									
		2.94%	2.76%	1.77%	1.96%	3.29%	4.08%	3.00%	3.96%	3.25%	1.92%	2.64%	3.65%	2.74%	1.94%	2.73%	3.09%	4.31%	3.54%	2.96%	3.20%	3.50%	3.59%	2.81%	2.99%	2.99%	1.77%	3.50%	4.56%	1.84%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	684	16	30	16	22	32	35	23	34	39	30	23	14	11	30	24	17	30	28	36	21	27	25	41	23	18	22	12	5	0									
		3.47%	1.30%	2.41%	2.61%	4.02%	4.66%	5.01%	4.14%	3.45%	3.25%	2.48%	3.65%	3.48%	3.56%	4.82%	4.63%	2.93%	3.79%	3.94%	4.43%	4.32%	4.21%	3.34%	5.85%	3.13%	3.19%	2.96%	3.65%	1.32%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	78	2	2	2	0	1	1	19	28	0	5	3	0	3	0	1	0	2	1	1	1	0	0	1	2	0	0	0	3	0									
		0.40%	0.16%	0.16%	0.33%	0.00%	0.15%	0.14%	3.42%	2.84%	0.00%	0.41%	0.48%	0.00%	0.97%	0.00%	0.19%	0.00%	0.25%	0.14%	0.12%	0.21%	0.00%	0.00%	0.14%	0.27%	0.00%	0.00%	0.00%	0.79%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1930	90	91	79	79	107	129	26	37	132	100	68	51	16	72	43	38	108	72	77	56	66	74	77	71	56	58	34	21	2									
		9.80%	7.31%	7.31%	12.89%	14.44%	15.57%	18.45%	4.68%	3.76%	11.01%	8.25%	10.79%	12.69%	5.18%	11.56%	8.30%	6.55%	13.65%	10.14%	9.48%	11.52%	10.30%	9.89%	10.98%	9.65%	9.93%	7.81%	10.33%	5.53%	8.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2440	119	136	95	67	106	95	54	79	92	98	106	53	45	68	79	74	126	92	108	71	76	105	98	123	70	119	35	49	2									
		12.38%	9.66%	10.92%	15.50%	12.25%	15.43%	13.59%	9.71%	8.02%	7.67%	8.09%	16.83%	13.18%	14.56%	10.91%	15.25%	12.76%	15.93%	12.96%	13.30%	14.61%	11.86%	14.04%	13.98%	16.71%	12.41%	16.02%	10.64%	12.89%	8.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	168	3	5	5	5	7	7	18	27	3	2	8	4	1	4	4	7	4	0	5	4	5	6	9	3	5	6	6	3	2									
		0.85%	0.24%	0.40%	0.82%	0.91%	1.02%	1.00%	3.24%	2.74%	0.25%	0.17%	1.27%	0.99%	0.32%	0.64%	0.77%	1.21%	0.51%	0.00%	0.62%	0.82%	0.78%	0.80%	1.28%	0.41%	0.89%	0.81%	1.82%	0.79%	8.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1112	57	60	53	38	42	36	47	70	23	32	37	30	12	37	23	53	58	34	40	27	51	39	41	46	34	50	19	22	1									
		5.64%	4.63%	4.82%	8.65%	6.95%	6.11%	5.15%	8.45%	7.11%	1.92%	2.64%	5.87%	7.46%	3.88%	5.94%	4.44%	9.14%	7.33%	4.79%	4.93%	5.56%	7.96%	5.21%	5.85%	6.25%	6.03%	6.73%	5.78%	5.79%	4.17%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
