Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
"Наименование Избирательной комиссии:    Ярославль, Красноперекопская"																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156					
1	"Число избирателей, внесенных в списки"	52745	2279	2426	1947	2206	2635	2411	2538	2292	1962	2416	2507	2356	2884	2458	1800	138	1863	2237	2414	2482	1814	2341	2071	1945	323					
2	"Число бюллетеней, полученных участковыми комиссиями"	49700	2100	2500	1800	2100	2400	2200	2400	2100	1800	2200	2300	2600	2600	2300	1700	250	1700	2100	2200	2300	1700	2200	1900	1800	450					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	27303	1254	1654	921	1396	1673	1384	1564	1183	1054	1390	1163	1169	1226	1182	734	30	950	1006	988	1051	977	1052	1096	1055	151					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1107	38	36	30	32	21	20	15	32	52	42	21	17	22	25	132	50	42	62	72	102	40	50	32	36	86					
6	Число погашенных бюллетеней	21316	808	810	849	672	706	796	821	885	694	768	1116	1414	1378	1093	834	170	708	1032	1140	1147	683	1098	772	709	213					
7	Число бюллетеней в переносных ящиках для голосования	1110	38	36	30	32	21	20	15	32	52	42	21	17	22	25	135	50	42	62	72	102	40	50	32	36	86					
8	Число бюллетеней в стационарных ящиках для голосования	27139	1253	1648	921	1324	1672	1384	1548	1181	1053	1388	1147	1158	1197	1182	731	30	950	1006	988	1048	976	1052	1096	1055	151					
9	Число недействительных бюллетеней	658	13	21	28	26	51	25	23	28	18	11	24	13	16	23	27	1	41	25	38	28	39	42	59	29	9					
10	Число действительных бюллетеней	27591	1278	1663	923	1330	1642	1379	1540	1185	1087	1419	1144	1162	1203	1184	839	79	951	1043	1022	1122	977	1060	1069	1062	228					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1850	80	80	80	80	85	85	80	80	80	80	80	80	80	80	80	0	80	80	80	80	80	80	80	80	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	485	12	19	22	24	23	17	21	30	27	22	27	38	24	17	18	0	24	23	9	17	12	20	23	16	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	464	12	18	16	11	6	10	8	11	10	8	8	21	16	10	7	72	14	7	3	10	10	0	7	15	154					
14	Число погашенных открепительных удостоверений	1365	68	61	58	56	62	68	59	50	53	58	53	42	56	63	62	0	56	57	71	63	68	60	57	64	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	26	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	303	16	18	3	14	11	19	18	14	8	9	7	7	18	12	9	2	17	13	14	19	21	9	12	13	0					
		1.07%	1.23%	1.06%	0.31%	1.03%	0.64%	1.35%	1.15%	1.15%	0.72%	0.62%	0.59%	0.59%	1.47%	0.99%	1.03%	2.5%	1.71%	1.21%	1.32%	1.65%	2.06%	0.81%	1.06%	1.19%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1953	105	137	80	96	124	103	138	87	55	136	82	96	101	91	54	11	54	53	38	46	57	55	57	82	15					
		6.91%	8.13%	8.13%	8.41%	7.07%	7.32%	7.33%	8.82%	7.17%	4.97%	9.51%	7.02%	8.17%	8.28%	7.53%	6.23%	13.75%	5.44%	4.96%	3.58%	4.0%	5.61%	4.99%	5.05%	7.51%	6.32%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	838	51	42	39	35	34	53	24	61	25	44	42	9	31	27	24	4	27	39	36	43	25	29	40	41	13					
		2.96%	3.95%	2.49%	4.10%	2.58%	2.00%	3.77%	1.53%	5.02%	2.26%	3.07%	3.59%	0.76%	2.54%	2.23%	2.77%	5.0%	2.72%	3.65%	3.39%	3.73%	2.46%	2.63%	3.54%	3.75%	5.48%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1331	61	80	47	63	80	58	69	60	46	83	57	33	72	87	36	2	55	40	52	59	36	40	53	53	9					
		4.71%	4.72%	4.75%	4.94%	4.64%	4.72%	4.13%	4.41%	4.94%	4.16%	5.80%	4.88%	2.80%	5.90%	7.20%	4.15%	2.5%	5.54%	3.74%	4.90%	5.13%	3.54%	3.62%	4.69%	4.85%	3.79%					
22	"5. ""За Русь Святую"""	173	8	8	6	5	8	11	10	9	9	5	12	1	6	8	5	2	3	14	10	9	6	2	12	2	2					
		0.61%	0.61%	0.47%	0.63%	0.36%	0.47%	0.78%	0.63%	0.74%	0.81%	0.34%	1.02%	0.08%	0.49%	0.66%	0.57%	2.5%	0.30%	1.31%	0.94%	0.78%	0.59%	0.18%	1.06%	0.18%	0.84%					
23	"6. ""Объединенная Российская партия ""Русь"""	77	3	1	2	6	5	3	5	2	2	2	6	5	2	1	8	2	3	3	3	2	0	1	5	5	0					
		0.27%	0.23%	0.05%	0.21%	0.44%	0.29%	0.21%	0.31%	0.16%	0.18%	0.13%	0.51%	0.42%	0.16%	0.08%	0.92%	2.5%	0.30%	0.28%	0.28%	0.17%	0.0%	0.09%	0.44%	0.45%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	343	10	18	10	18	27	18	23	17	12	24	20	19	8	13	12	1	13	10	15	7	11	17	9	9	2					
		1.21%	0.77%	1.06%	1.05%	1.32%	1.59%	1.28%	1.47%	1.40%	1.08%	1.67%	1.71%	1.61%	0.65%	1.07%	1.38%	1.25%	1.31%	0.93%	1.41%	0.60%	1.08%	1.54%	0.79%	0.82%	0.84%					
25	"8. ""Народно-республиканская партия России"""	34	3	4	2	1	1	2	0	2	2	0	0	0	2	1	1	0	0	0	3	3	1	2	3	1	0					
		0.12%	0.23%	0.23%	0.21%	0.07%	0.05%	0.14%	0.0%	0.16%	0.18%	0.0%	0.0%	0.0%	0.16%	0.08%	0.11%	0.0%	0.0%	0.0%	0.28%	0.26%	0.09%	0.18%	0.26%	0.09%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	201	17	10	7	8	10	9	12	13	12	11	9	13	7	8	12	0	3	4	2	10	10	5	6	3	0					
		0.71%	1.31%	0.59%	0.73%	0.58%	0.59%	0.64%	0.76%	1.07%	1.08%	0.76%	0.77%	1.10%	0.57%	0.66%	1.38%	0.0%	0.30%	0.37%	0.18%	0.86%	0.98%	0.45%	0.53%	0.27%	0.0%					
27	"10. ""Аграрная партия России"""	829	37	43	24	34	36	51	47	42	42	40	39	15	36	44	22	3	30	35	35	44	23	32	31	37	7					
		2.93%	2.86%	2.55%	2.52%	2.50%	2.12%	3.63%	3.00%	3.46%	3.80%	2.79%	3.33%	1.27%	2.95%	3.64%	2.54%	3.75%	3.02%	3.27%	3.30%	3.82%	2.26%	2.90%	2.74%	3.39%	2.95%					
28	"11. ""Истинные патриоты России"""	20	1	3	3	0	2	1	2	3	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0					
		0.07%	0.07%	0.17%	0.31%	0.0%	0.11%	0.07%	0.12%	0.24%	0.09%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	349	7	19	10	15	32	18	22	16	14	20	15	5	23	13	7	0	14	15	11	22	8	12	14	12	5					
		1.23%	0.54%	1.12%	1.05%	1.10%	1.89%	1.28%	1.40%	1.31%	1.26%	1.39%	1.28%	0.42%	1.88%	1.07%	0.80%	0.0%	1.41%	1.40%	1.03%	1.91%	0.78%	1.08%	1.24%	1.09%	2.10%					
30	"13. ""Демократическая партия России"""	53	1	6	1	5	5	1	0	2	1	4	1	2	2	2	1	1	3	2	2	2	0	2	1	5	1					
		0.18%	0.07%	0.35%	0.10%	0.36%	0.29%	0.07%	0.0%	0.16%	0.09%	0.27%	0.08%	0.17%	0.16%	0.16%	0.11%	1.25%	0.30%	0.18%	0.18%	0.17%	0.0%	0.18%	0.08%	0.45%	0.42%					
31	"14. ""Великая Россия - Евразийский Союз"""	89	1	12	3	4	7	3	5	2	3	2	3	8	4	7	1	0	3	4	3	4	2	1	4	2	1					
		0.31%	0.07%	0.71%	0.31%	0.29%	0.41%	0.21%	0.31%	0.16%	0.27%	0.13%	0.25%	0.68%	0.32%	0.57%	0.11%	0.0%	0.30%	0.37%	0.28%	0.34%	0.19%	0.09%	0.35%	0.18%	0.42%					
32	"15. ""Партия СЛОН"""	115	5	7	2	3	14	7	9	9	5	17	1	7	3	4	1	0	3	7	2	1	0	2	2	3	1					
		0.40%	0.38%	0.41%	0.21%	0.22%	0.82%	0.49%	0.57%	0.74%	0.45%	1.18%	0.08%	0.59%	0.24%	0.33%	0.11%	0.0%	0.30%	0.65%	0.18%	0.08%	0.0%	0.18%	0.17%	0.27%	0.42%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2848	150	140	96	166	184	157	176	122	132	164	117	84	142	142	60	6	58	90	80	114	85	150	109	101	23					
		10.08%	11.61%	8.31%	10.09%	12.24%	10.86%	11.18%	11.26%	10.05%	11.94%	11.46%	10.01%	7.14%	11.64%	11.76%	6.92%	7.5%	5.84%	8.42%	7.54%	9.91%	8.36%	13.61%	9.66%	9.25%	9.70%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	45	0	3	1	3	1	2	6	0	4	3	1	2	0	1	1	0	2	0	1	3	3	1	0	6	1					
		0.15%	0.0%	0.17%	0.10%	0.22%	0.05%	0.14%	0.38%	0.0%	0.36%	0.20%	0.08%	0.17%	0.0%	0.08%	0.11%	0.0%	0.20%	0.0%	0.09%	0.26%	0.29%	0.09%	0.0%	0.54%	0.42%					
35	"18. ""ЛДПР"""	3269	139	215	104	150	183	179	150	125	105	158	136	148	139	123	105	10	121	130	130	169	124	140	129	133	24					
		11.57%	10.76%	12.76%	10.93%	11.06%	10.80%	12.74%	9.59%	10.30%	9.50%	11.04%	11.64%	12.59%	11.40%	10.19%	12.12%	12.5%	12.19%	12.17%	12.26%	14.69%	12.20%	12.70%	11.43%	12.19%	10.12%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	511	28	16	13	23	25	21	38	13	30	25	18	14	16	23	11	1	20	19	18	29	32	24	21	27	6					
		1.80%	2.16%	0.95%	1.36%	1.69%	1.47%	1.49%	2.43%	1.07%	2.71%	1.74%	1.54%	1.19%	1.31%	1.90%	1.27%	1.25%	2.01%	1.77%	1.69%	2.52%	3.14%	2.17%	1.86%	2.47%	2.53%					
37	"20. ""Политическая партия ""Единая Россия"""	10209	442	596	358	496	617	511	573	431	425	488	417	524	402	400	371	25	357	387	418	389	384	376	371	372	79					
		36.13%	34.23%	35.39%	37.64%	36.57%	36.44%	36.39%	36.66%	35.53%	38.46%	34.12%	35.70%	44.59%	32.97%	33.14%	42.84%	31.25%	35.98%	36.23%	39.43%	33.82%	37.79%	34.11%	32.89%	34.09%	33.33%					
38	"21. ""Российская Конституционно-демократическая партия"""	44	1	4	1	2	2	0	3	3	1	0	0	2	2	0	4	0	0	3	1	3	2	1	5	4	0					
		0.15%	0.07%	0.23%	0.10%	0.14%	0.11%	0.0%	0.19%	0.24%	0.09%	0.0%	0.0%	0.17%	0.16%	0.0%	0.46%	0.0%	0.0%	0.28%	0.09%	0.26%	0.19%	0.09%	0.44%	0.36%	0.0%					
39	"22. ""Развитие предпринимательства"""	70	1	9	0	3	5	0	3	3	2	4	2	4	4	3	3	0	4	2	4	1	5	5	2	1	0					
		0.24%	0.07%	0.53%	0.0%	0.22%	0.29%	0.0%	0.19%	0.24%	0.18%	0.27%	0.17%	0.34%	0.32%	0.24%	0.34%	0.0%	0.40%	0.18%	0.37%	0.08%	0.49%	0.45%	0.17%	0.09%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2161	122	120	53	109	107	83	100	86	79	108	98	56	100	113	48	3	92	89	92	91	88	85	113	104	22					
		7.64%	9.45%	7.12%	5.57%	8.03%	6.32%	5.91%	6.39%	7.08%	7.14%	7.55%	8.39%	4.76%	8.20%	9.36%	5.54%	3.75%	9.27%	8.33%	8.67%	7.91%	8.66%	7.71%	10.01%	9.53%	9.28%					
																																
41	Против всех	1726	69	152	58	71	122	69	107	63	72	70	61	108	83	61	43	6	69	83	52	52	54	68	70	46	17					
		6.10%	5.34%	9.02%	6.09%	5.23%	7.20%	4.91%	6.84%	5.19%	6.51%	4.89%	5.22%	9.19%	6.80%	5.05%	4.96%	7.5%	6.95%	7.77%	4.90%	4.52%	5.31%	6.17%	6.20%	4.21%	7.17%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
