Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Шемышейская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177					
1	"Число избирателей, внесенных в списки избирателей"	14400	546	72	286	95	366	357	334	216	459	680	296	445	172	254	307	508	830	550	391	424	206	1215	1841	1121	2429					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14355	554	75	290	99	370	368	329	215	464	702	302	443	170	260	307	520	825	552	395	413	207	1221	1810	1115	2349					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11158	341	63	229	69	300	326	283	166	338	569	251	379	112	186	280	404	599	457	350	317	193	1067	1351	901	1627					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1562	197	8	46	26	36	24	36	21	97	52	40	47	43	61	12	81	146	51	33	66	0	29	171	54	185					
6	Число погашенных избирательных бюллетеней	1635	16	4	15	4	34	18	10	28	29	81	11	17	15	13	15	35	80	44	12	30	14	125	288	160	537					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1562	197	8	46	26	36	24	36	21	97	52	40	47	43	61	12	81	146	51	33	66	0	29	171	54	185					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11157	341	63	229	69	300	326	283	166	338	569	251	379	112	186	280	404	599	457	350	317	193	1067	1351	901	1626					
9	Число недействительных избирательных бюллетеней	136	2	0	5	1	1	0	1	4	5	14	1	14	0	0	0	0	14	0	5	3	0	44	3	11	8					
10	Число действительных избирательных бюллетеней	12583	536	71	270	94	335	350	318	183	430	607	290	412	155	247	292	485	731	508	378	380	193	1052	1519	944	1803					
