Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Шемышейская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135					
1	"Число избирателей, внесенных в список избирателей"	14165	519	266	84	355	333	344	219	440	188	647	288	396	149	254	285	562	778	513	375	385	195	1185	1681	1187	2537					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14224	519	271	88	365	342	345	217	440	177	671	297	398	151	260	289	557	812	535	375	400	199	1172	1672	1179	2493					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9014	249	178	66	240	295	286	117	273	110	327	165	264	86	204	259	359	485	433	249	204	183	1036	867	712	1367					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1433	158	39	15	54	15	34	24	79	37	76	36	33	19	41	12	48	153	14	29	55	0	42	86	53	281					
6	Число погашенных избирательных бюллетеней	3777	112	54	7	71	32	25	76	88	30	268	96	101	46	15	18	150	174	88	97	141	16	94	719	414	845					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1433	158	39	15	54	15	34	24	79	37	76	36	33	19	41	12	48	153	14	29	55	0	42	86	53	281					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9014	249	178	66	240	295	286	117	273	110	327	165	264	86	204	259	359	485	433	249	204	183	1036	867	712	1367					
9	Число недействительных избирательных бюллетеней	278	2	0	0	13	0	20	8	25	2	7	1	7	0	10	5	3	88	1	1	12	0	38	19	5	11					
10	Число действительных избирательных бюллетеней	10169	405	217	81	281	310	300	133	327	145	396	200	290	105	235	266	404	550	446	277	247	183	1040	934	760	1637					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	283	7	4	2	5	5	5	3	6	3	13	14	5	3	4	7	8	42	17	16	6	23	15	20	20	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	176	2	0	0	0	1	0	0	0	0	11	3	1	0	4	4	3	37	14	10	2	19	5	20	15	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	69	1	1	1	0	4	6	0	1	2	6	0	5	2	9	2	7	3	0	0	3	1	0	2	2	11					
