Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Макарьевская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379					
1	"Число избирателей, внесенных в списки"	15612	1057	1037	1094	1143	1107	716	275	33	173	298	298	366	97	271	179	202	205	449	196	292	390	138	1399	1048	401	829	401	472	425	146	311	164					
2	"Число бюллетеней, полученных участковыми комиссиями"	15470	1060	1070	1105	1150	1020	730	270	33	176	300	300	360	98	260	186	200	200	450	197	290	390	141	1400	1000	400	800	400	470	400	148	300	166					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7194	475	439	490	501	473	307	141	31	80	85	127	189	46	119	66	92	116	174	121	165	180	68	702	528	176	411	152	182	234	75	166	83					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1243	36	26	28	39	36	39	20	0	0	57	47	42	17	31	36	37	17	113	28	11	64	30	31	36	87	53	82	114	17	22	32	15					
6	Число погашенных бюллетеней	7033	549	605	587	610	511	384	109	2	96	158	126	129	35	110	84	71	67	163	48	114	146	43	667	436	137	336	166	174	149	51	102	68					
7	Число бюллетеней в переносных ящиках для голосования	1243	36	26	28	39	36	39	20	0	0	57	47	42	17	31	36	37	17	113	28	11	64	30	31	36	87	53	82	114	17	22	32	15					
8	Число бюллетеней в стационарных ящиках для голосования	7193	475	438	490	501	473	307	141	31	80	85	127	189	46	119	66	92	116	174	121	165	180	68	702	528	176	411	152	182	234	75	166	83					
9	Число недействительных бюллетеней	88	7	10	3	4	2	3	1	0	0	5	1	3	0	2	1	1	2	1	0	0	2	3	8	6	2	3	3	4	2	0	5	4					
10	Число действительных бюллетеней	8348	504	454	515	536	507	343	160	31	80	137	173	228	63	148	101	128	131	286	149	176	242	95	725	558	261	461	231	292	249	97	193	94					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	174	10	10	10	10	10	5	3	3	3	3	3	5	3	3	3	3	3	5	3	3	3	3	16	10	5	10	5	5	5	3	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	23	4	1	4	2	5	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	20	1	1	1	3	1	0	2	0	0	0	2	1	0	2	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0					
14	Число погашенных открепительных удостоверений	151	6	9	6	8	5	2	3	3	3	3	3	4	3	3	3	3	3	5	3	3	2	2	15	10	5	10	5	5	5	3	5	3					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	153	8	6	5	4	5	5	5	1	0	3	2	8	1	4	3	0	5	11	4	4	2	2	22	7	4	10	5	3	5	0	5	4					
		1.81%	1.56%	1.29%	0.96%	0.74%	0.98%	1.44%	3.10%	3.22%	0.0%	2.11%	1.14%	3.46%	1.58%	2.66%	2.94%	0.0%	3.75%	3.83%	2.68%	2.27%	0.81%	2.04%	3.00%	1.24%	1.52%	2.15%	2.13%	1.01%	1.99%	0.0%	2.52%	4.08%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	66	7	5	4	1	6	5	0	1	0	1	0	2	1	0	1	1	2	1	1	1	1	1	9	9	0	2	0	2	1	0	1	0					
		0.78%	1.36%	1.07%	0.77%	0.18%	1.17%	1.44%	0.0%	3.22%	0.0%	0.70%	0.0%	0.86%	1.58%	0.0%	0.98%	0.77%	1.50%	0.34%	0.67%	0.56%	0.40%	1.02%	1.22%	1.59%	0.0%	0.43%	0.0%	0.67%	0.39%	0.0%	0.50%	0.0%					
