Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Пограничная																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839					
1	"Число избирателей, внесенных в списки"	20353	2239	1742	2440	1487	2196	326	1004	212	57	47	1033	133	121	638	771	286	53	1132	182	290	863	2967	134					
2	"Число бюллетеней, полученных участковыми комиссиями"	18800	2000	1700	2400	1300	2000	318	1000	215	54	47	800	132	120	630	770	360	75	1100	178	313	745	2415	128					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	218	0	0	0	0	66	0	0	40	0	0	0	0	0	0	0	49	0	0	0	63	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8686	819	557	806	651	540	157	454	110	41	15	651	88	79	298	307	135	52	517	95	162	412	1622	118					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	228	33	13	13	7	40	3	41	0	0	10	0	0	1	15	20	6	1	22	3	0	0	0	0					
6	Число погашенных бюллетеней	9668	1148	1130	1581	642	1354	158	505	65	13	22	149	44	40	317	443	170	22	561	80	88	333	793	10					
7	Число бюллетеней в переносных ящиках для голосования	383	33	13	13	7	106	3	41	40	0	10	0	0	1	15	20	55	1	22	3	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	8749	819	557	806	651	540	157	454	110	41	15	651	88	79	298	307	135	52	517	95	225	412	1622	118					
9	Число недействительных бюллетеней	171	15	10	17	11	20	2	18	2	0	1	5	4	1	8	4	4	2	12	3	3	5	24	0					
10	Число действительных бюллетеней	8961	837	560	802	647	626	158	477	148	41	24	646	84	79	305	323	186	51	527	95	222	407	1598	118					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	299	25	20	25	20	25	5	15	5	5	5	15	5	5	15	15	5	5	15	5	5	24	30	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	30	2	0	2	10	2	0	2	1	0	0	1	0	0	2	0	0	0	0	0	2	2	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	45	8	7	0	17	0	0	1	0	0	2	0	1	0	0	1	1	0	2	0	2	3	0	0					
14	Число погашенных открепительных удостоверений	269	23	20	23	10	23	5	13	4	5	5	14	5	5	13	15	5	5	15	5	3	22	26	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	212	14	7	16	15	7	0	12	7	1	1	15	4	2	7	4	2	1	9	7	15	10	55	1					
		2.32%	1.64%	1.22%	1.95%	2.27%	1.08%	0.0%	2.42%	4.66%	2.43%	4.0%	2.30%	4.54%	2.5%	2.23%	1.22%	1.05%	1.88%	1.66%	7.14%	6.66%	2.42%	3.39%	0.84%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	250	17	13	18	23	13	1	6	3	0	0	23	0	0	1	1	4	2	17	1	6	10	89	2					
		2.73%	1.99%	2.28%	2.19%	3.49%	2.01%	0.62%	1.21%	2.0%	0.0%	0.0%	3.53%	0.0%	0.0%	0.31%	0.30%	2.10%	3.77%	3.15%	1.02%	2.66%	2.42%	5.48%	1.69%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	220	27	19	19	18	22	1	12	3	1	5	18	2	5	6	6	1	1	7	2	5	5	34	1					
		2.40%	3.16%	3.33%	2.31%	2.73%	3.40%	0.62%	2.42%	2.0%	2.43%	20.0%	2.76%	2.27%	6.25%	1.91%	1.83%	0.52%	1.88%	1.29%	2.04%	2.22%	1.21%	2.09%	0.84%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	208	32	23	29	16	21	1	5	2	0	0	14	3	0	1	4	3	3	4	2	6	5	27	7					
		2.27%	3.75%	4.03%	3.54%	2.43%	3.25%	0.62%	1.01%	1.33%	0.0%	0.0%	2.15%	3.40%	0.0%	0.31%	1.22%	1.57%	5.66%	0.74%	2.04%	2.66%	1.21%	1.66%	5.93%					
22	"5. ""За Русь Святую"""	38	2	2	4	3	3	1	1	1	0	1	2	0	0	1	0	0	0	1	0	4	1	11	0					
		0.41%	0.23%	0.35%	0.48%	0.45%	0.46%	0.62%	0.20%	0.66%	0.0%	4.0%	0.30%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.18%	0.0%	1.77%	0.24%	0.67%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	44	6	1	7	3	1	0	4	0	1	0	3	0	2	0	2	2	0	0	0	3	2	5	2					
		0.48%	0.70%	0.17%	0.85%	0.45%	0.15%	0.0%	0.80%	0.0%	2.43%	0.0%	0.46%	0.0%	2.5%	0.0%	0.61%	1.05%	0.0%	0.0%	0.0%	1.33%	0.48%	0.30%	1.69%					
24	"7. ""Новый курс - Автомобильная Россия"""	95	9	4	6	10	5	0	1	1	0	0	8	0	0	2	2	6	0	6	0	1	5	26	3					
		1.04%	1.05%	0.70%	0.73%	1.51%	0.77%	0.0%	0.20%	0.66%	0.0%	0.0%	1.22%	0.0%	0.0%	0.63%	0.61%	3.15%	0.0%	1.11%	0.0%	0.44%	1.21%	1.60%	2.54%					
25	"8. ""Народно-республиканская партия России"""	12	1	0	0	1	0	0	2	0	0	0	1	1	0	1	0	0	0	1	1	1	0	2	0					
		0.13%	0.11%	0.0%	0.0%	0.15%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.15%	1.13%	0.0%	0.31%	0.0%	0.0%	0.0%	0.18%	1.02%	0.44%	0.0%	0.12%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	40	3	0	5	4	3	0	1	0	0	0	4	0	0	0	0	1	0	0	1	1	1	15	1					
		0.43%	0.35%	0.0%	0.61%	0.60%	0.46%	0.0%	0.20%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	1.02%	0.44%	0.24%	0.92%	0.84%					
27	"10. ""Аграрная партия России"""	226	14	13	17	11	19	5	24	4	0	0	24	2	5	18	10	7	0	24	7	5	5	10	2					
		2.47%	1.64%	2.28%	2.07%	1.67%	2.94%	3.12%	4.84%	2.66%	0.0%	0.0%	3.68%	2.27%	6.25%	5.75%	3.05%	3.68%	0.0%	4.45%	7.14%	2.22%	1.21%	0.61%	1.69%					
