Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Новоалтайская городская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445					
1	"Число избирателей, внесенных в списки"	56142	1928	2420	2843	2708	2707	2331	3009	1103	1001	2027	1360	2474	1942	1606	2684	2311	2345	2032	2903	2678	1084	1767	1584	2237	1130	2896	1032					
2	"Число бюллетеней, полученных участковыми комиссиями"	50540	1750	2170	2540	2450	2230	2090	2700	980	910	1850	1240	2240	1770	1440	2430	2100	2130	1750	2610	2430	1000	1600	1430	2010	1120	2640	930					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	28568	930	1016	1325	1304	1183	1404	1706	496	470	1053	885	1470	1033	770	1409	1294	1288	1122	1522	1448	564	970	704	1017	515	1208	462					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1064	27	53	40	56	203	55	41	28	11	25	9	16	45	42	24	53	19	39	39	49	13	18	35	36	30	42	16					
6	Число погашенных бюллетеней	20909	793	1101	1175	1090	844	631	953	456	429	772	346	754	692	628	997	753	823	589	1050	933	423	612	691	957	575	1390	452					
7	Число бюллетеней в переносных ящиках для голосования	1064	27	53	40	56	203	55	41	28	11	25	9	16	45	42	24	53	19	39	39	49	13	18	35	36	30	42	16					
8	Число бюллетеней в стационарных ящиках для голосования	28449	930	1015	1325	1304	1183	1404	1704	496	470	1053	883	1470	1033	675	1406	1294	1283	1122	1521	1441	564	970	704	1017	515	1205	462					
9	Число недействительных бюллетеней	341	9	19	6	21	10	15	25	9	14	17	10	9	9	3	15	14	15	17	10	16	8	19	14	11	4	19	3					
10	Число действительных бюллетеней	29172	948	1049	1359	1339	1376	1444	1720	515	467	1061	882	1477	1069	714	1415	1333	1287	1144	1550	1474	569	969	725	1042	541	1228	475					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	499	21	20	25	20	25	15	25	10	10	20	15	20	20	15	25	20	15	15	35	20	10	15	15	19	15	25	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	229	2	10	11	10	6	10	25	2	7	10	11	15	2	2	16	11	9	5	17	8	8	4	5	4	6	10	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	198	15	8	10	9	11	9	4	9	3	3	7	5	4	6	3	8	4	6	7	7	8	10	7	9	6	11	9					
14	Число погашенных открепительных удостоверений	270	19	10	14	10	19	5	0	8	3	10	4	5	18	13	9	9	6	10	18	12	2	11	10	15	9	15	6					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	502	18	10	32	21	19	22	27	15	6	25	11	32	17	16	19	21	17	18	27	21	9	44	10	13	7	22	3					
		1.70%	1.88%	0.93%	2.34%	1.54%	1.37%	1.50%	1.54%	2.86%	1.24%	2.31%	1.23%	2.15%	1.57%	2.23%	1.32%	1.55%	1.30%	1.55%	1.73%	1.40%	1.55%	4.45%	1.35%	1.23%	1.28%	1.76%	0.62%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	927	17	23	36	43	35	61	46	6	12	33	33	87	29	23	72	46	53	42	48	55	18	21	16	24	14	20	14					
		3.14%	1.77%	2.15%	2.63%	3.16%	2.52%	4.18%	2.63%	1.14%	2.49%	3.06%	3.69%	5.85%	2.69%	3.20%	5.03%	3.41%	4.07%	3.61%	3.07%	3.69%	3.11%	2.12%	2.16%	2.27%	2.56%	1.60%	2.92%					
