Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Харовская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881					
1	"Число избирателей, внесенных в список"	15739	1860	1932	1076	1035	1539	1629	150	273	142	192	148	114	329	256	343	294	548	1560	135	160	67	40	388	327	267	65	145	414	311					
2	Число полученных избирательных бюллетеней	16100	1895	1922	1112	1065	1568	1640	143	290	140	189	158	120	335	265	378	316	560	1568	133	172	67	46	423	320	264	71	178	430	332					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8455	1079	978	671	507	860	839	72	126	83	119	88	70	181	143	155	136	294	730	99	88	44	30	225	179	162	24	72	238	163					
5	"Число избирательных бюллетеней, выданных вне помещения"	2266	93	197	53	90	100	109	45	128	32	41	38	36	59	65	150	107	148	237	0	23	10	6	102	80	38	30	46	119	84					
6	Число погашенных избирательных бюллетеней	5379	723	747	388	468	608	692	26	36	25	29	32	14	95	57	73	73	118	601	34	61	13	10	96	61	64	17	60	73	85					
7	Число избирательных бюллетеней в переносных ящиках	2266	93	197	53	90	100	109	45	128	32	41	38	36	59	65	150	107	148	237	0	23	10	6	102	80	38	30	46	119	84					
8	Число бюллетеней в стационарных ящиках для голосования	8452	1079	978	671	507	860	839	72	126	83	119	88	70	181	143	155	136	294	728	99	88	44	30	225	179	161	24	72	238	163					
9	Число недействительных избирательных бюллетеней	61	5	3	5	7	7	7	1	0	0	2	0	1	0	2	3	5	0	7	0	1	0	0	1	0	0	0	1	3	0					
10	Число действительных избирательных бюллетеней	10657	1167	1172	719	590	953	941	116	254	115	158	126	105	240	206	302	238	442	958	99	110	54	36	326	259	199	54	117	354	247					
11	Число полученных открепительных  удостоверений	450	45	45	25	25	40	40	5	7	5	5	5	8	9	7	10	13	13	40	5	5	2	9	10	8	12	9	25	10	8					
12	Число выданных открепительных удостоверений	195	18	31	8	7	15	17	0	7	0	2	0	5	0	6	6	11	1	9	0	0	0	9	3	2	4	8	17	6	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	121	16	17	6	15	5	8	8	2	2	2	1	0	2	3	3	2	3	5	1	1	2	4	1	2	3	2	0	3	2					
14	Число неиспользованных открепительных удостоверений	255	27	14	17	18	25	23	5	0	5	3	5	3	9	1	4	2	12	31	5	5	2	0	7	6	8	1	8	4	5					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	295	38	44	17	15	37	29	2	10	1	4	2	3	5	6	6	12	8	17	2	3	1	0	6	9	7	3	0	6	2					
		2.75%	3.24%	3.74%	2.35%	2.51%	3.85%	3.06%	1.71%	3.94%	0.87%	2.50%	1.59%	2.83%	2.08%	2.88%	1.97%	4.94%	1.81%	1.76%	2.02%	2.70%	1.85%	0.00%	1.83%	3.47%	3.52%	5.56%	0.00%	1.68%	0.81%					
19	. Малышкин Олег Александрович	243	37	22	23	15	20	27	1	4	0	0	2	2	5	3	4	4	6	16	8	2	0	1	3	11	6	2	4	7	8					
		2.27%	3.16%	1.87%	3.18%	2.51%	2.08%	2.85%	0.85%	1.57%	0.00%	0.00%	1.59%	1.89%	2.08%	1.44%	1.31%	1.65%	1.36%	1.66%	8.08%	1.80%	0.00%	2.78%	0.92%	4.25%	3.02%	3.70%	3.39%	1.96%	3.24%					
20	. Миронов Сергей Михайлович	78	8	8	2	6	8	16	0	2	2	1	0	0	1	1	1	2	2	5	1	1	0	0	1	3	1	1	1	2	2					
		0.73%	0.68%	0.68%	0.28%	1.01%	0.83%	1.69%	0.00%	0.79%	1.74%	0.62%	0.00%	0.00%	0.42%	0.48%	0.33%	0.82%	0.45%	0.52%	1.01%	0.90%	0.00%	0.00%	0.31%	1.16%	0.50%	1.85%	0.85%	0.56%	0.81%					
21	. Путин Владимир Владимирович	7909	792	838	507	427	645	678	90	198	102	143	110	81	202	176	260	175	350	728	82	96	47	28	242	177	158	37	94	278	168					
		73.79%	67.58%	71.32%	70.03%	71.52%	67.19%	71.52%	76.92%	77.95%	88.70%	89.38%	87.30%	76.42%	84.17%	84.62%	85.25%	72.02%	79.19%	75.44%	82.83%	86.49%	87.04%	77.78%	74.01%	68.34%	79.40%	68.52%	79.66%	77.87%	68.02%					
22	. Хакамада Ирина Муцуовна	224	38	34	23	8	23	28	4	6	2	0	0	4	0	3	1	11	5	11	0	0	1	0	7	4	2	2	3	2	2					
		2.09%	3.24%	2.89%	3.18%	1.34%	2.40%	2.95%	3.42%	2.36%	1.74%	0.00%	0.00%	3.77%	0.00%	1.44%	0.33%	4.53%	1.13%	1.14%	0.00%	0.00%	1.85%	0.00%	2.14%	1.54%	1.01%	3.70%	2.54%	0.56%	0.81%					
23	. Харитонов Николай Михайлович	1643	211	175	119	99	198	135	18	32	6	10	11	12	25	14	28	29	67	169	4	8	3	7	61	47	20	8	12	52	63					
		15.33%	18.00%	14.89%	16.44%	16.58%	20.62%	14.24%	15.38%	12.60%	5.22%	6.25%	8.73%	11.32%	10.42%	6.73%	9.18%	11.93%	15.16%	17.51%	4.04%	7.21%	5.56%	19.44%	18.65%	18.15%	10.05%	14.81%	10.17%	14.57%	25.51%					
																																				
24	Против всех	265	43	51	28	20	22	28	1	2	2	0	1	3	2	3	2	5	4	12	2	0	2	0	6	8	5	1	3	7	2					
		2.47%	3.67%	4.34%	3.87%	3.35%	2.29%	2.95%	0.85%	0.79%	1.74%	0.00%	0.79%	2.83%	0.83%	1.44%	0.66%	2.06%	0.90%	1.24%	2.02%	0.00%	3.70%	0.00%	1.83%	3.09%	2.51%	1.85%	2.54%	1.96%	0.81%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
