Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Холм-Жирковская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749					
1	"Число избирателей, внесенных в список избирателей"	9156	289	244	657	207	1751	318	234	326	224	252	278	262	250	575	1081	1128	1080					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9246	291	253	660	210	1745	325	230	336	239	257	275	266	264	576	1110	1103	1106					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4480	200	121	301	122	715	187	140	179	151	96	141	122	136	262	498	499	610					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1117	28	55	103	25	116	57	65	83	31	81	70	79	40	79	46	119	40					
6	Число погашенных избирательных бюллетеней	3649	63	77	256	63	914	81	25	74	57	80	64	65	88	235	566	485	456					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1117	28	55	103	25	116	57	65	83	31	81	70	79	40	79	46	119	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4479	200	121	301	122	714	187	140	179	151	96	141	122	136	262	498	499	610					
9	Число недействительных избирательных бюллетеней	79	1	3	3	2	16	4	0	0	1	3	3	1	1	3	12	9	17					
10	Число действительных избирательных бюллетеней	5517	227	173	401	145	814	240	205	262	181	174	208	200	175	338	532	609	633					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	170	5	5	15	5	20	15	5	10	15	5	5	5	10	5	15	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	86	0	3	12	0	6	7	0	2	12	1	0	1	4	4	15	4	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	63	1	3	2	1	6	3	3	2	1	4	3	3	1	8	6	13	3					
14	Число погашенных неиспользованных открепительных удостоверений	84	5	2	3	5	14	8	5	8	3	4	5	4	6	1	0	11	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	810	31	20	45	25	99	25	25	29	29	15	18	31	25	44	104	107	138					
		14.47%	13.60%	11.36%	11.14%	17.01%	11.93%	10.25%	12.20%	11.07%	15.93%	8.47%	8.53%	15.42%	14.20%	12.90%	19.12%	17.31%	21.23%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	919	29	24	78	39	111	51	17	35	39	26	32	22	34	48	108	114	112					
		16.42%	12.72%	13.64%	19.31%	26.53%	13.37%	20.90%	8.29%	13.36%	21.43%	14.69%	15.17%	10.95%	19.32%	14.08%	19.85%	18.45%	17.23%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	0	0	2	2	9	1	0	1	3	2	4	0	1	1	9	13	13					
		1.09%	0.00%	0.00%	0.50%	1.36%	1.08%	0.41%	0.00%	0.38%	1.65%	1.13%	1.90%	0.00%	0.57%	0.29%	1.65%	2.10%	2.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	863	16	51	48	19	139	40	15	24	14	16	34	14	34	73	85	125	116					
		15.42%	7.02%	28.98%	11.88%	12.93%	16.75%	16.39%	7.32%	9.16%	7.69%	9.04%	16.11%	6.97%	19.32%	21.41%	15.63%	20.23%	17.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	0	0	12	1	13	1	0	2	1	1	3	2	2	1	4	7	16					
		1.18%	0.00%	0.00%	2.97%	0.68%	1.57%	0.41%	0.00%	0.76%	0.55%	0.56%	1.42%	0.99%	1.14%	0.29%	0.74%	1.13%	2.46%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2766	150	77	213	57	438	121	146	165	93	114	117	131	79	171	220	241	233					
		49.43%	65.79%	43.75%	52.72%	38.78%	52.77%	49.59%	71.22%	62.98%	51.10%	64.41%	55.45%	65.17%	44.89%	50.15%	40.44%	38.99%	35.85%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	32	1	1	3	2	5	1	2	6	2	0	0	0	0	0	2	2	5					
		0.57%	0.44%	0.57%	0.74%	1.36%	0.60%	0.41%	0.98%	2.29%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.32%	0.77%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
