Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Михайловская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	27531	1516	1110	1542	1552	1010	506	280	374	1420	294	142	619	611	209	1726	1693	1701	1607	935	875	1207	410	389	280	1528	641	486	105	540	152	135	1246	255	360	75									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27000	1450	1000	1500	1550	1000	500	250	350	1400	260	100	600	600	200	1735	1715	1720	1600	900	870	1200	400	370	280	1540	630	480	90	540	140	130	1250	250	330	70									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	277	0	0	0	0	54	0	0	0	60	45	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10296	779	322	628	558	484	164	98	171	436	60	63	245	270	78	422	624	609	571	373	291	330	113	212	106	594	221	203	63	237	72	64	544	123	149	19									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	624	11	63	11	7	9	16	9	10	9	6	2	14	26	12	15	23	20	21	59	67	45	25	0	13	31	15	25	2	15	8	1	12	4	12	6									
6	Число погашенных избирательных бюллетеней	15803	660	615	861	985	453	320	143	169	895	149	35	341	304	110	1180	1068	1091	1008	468	512	825	262	158	161	915	394	252	25	288	60	65	694	123	169	45									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	901	11	63	11	7	63	16	9	10	69	51	2	14	26	12	133	23	20	21	59	67	45	25	0	13	31	15	25	2	15	8	1	12	4	12	6									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10293	778	322	628	558	484	164	98	171	436	60	63	245	270	78	422	624	609	571	373	291	330	113	212	106	592	221	203	63	237	72	64	544	123	149	19									
9	Число недействительных избирательных бюллетеней	492	53	7	19	16	28	3	3	20	27	2	1	17	11	4	32	28	27	16	8	23	14	0	10	3	27	12	8	0	13	1	2	20	18	19	0									
10	Число действительных избирательных бюллетеней	10702	736	378	620	549	519	177	104	161	478	109	64	242	285	86	523	619	602	576	424	335	361	138	202	116	596	224	220	65	239	79	63	536	109	142	25									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	825	40	40	40	40	40	20	20	10	40	20	10	20	20	10	40	40	40	35	30	30	40	10	10	10	40	30	10	5	10	10	10	30	10	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	103	7	2	3	3	1	3	0	0	1	0	0	3	4	0	7	13	11	4	2	2	4	2	2	0	4	3	4	2	2	0	1	8	0	5	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	216	54	8	3	9	3	5	1	0	7	0	2	6	5	7	12	3	15	3	0	2	3	1	4	2	5	9	2	8	2	1	1	2	0	27	4									
14	Число погашенных неиспользованных открепительных удостоверений	722	33	38	37	37	39	17	20	10	39	20	10	17	16	10	33	27	29	31	28	28	36	8	8	10	36	27	6	3	8	10	9	22	10	5	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	0	3	3	0	0	0	0	1	1	0	0	1	0	0	3	1	1	0	0	0	1	0	0	3	0	0	0	0	0	0	4	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	99	7	6	2	7	8	1	3	1	3	0	1	2	3	0	2	11	6	6	2	4	5	1	3	0	1	1	1	1	1	0	0	6	2	1	1									
		0.88%	0.89%	1.56%	0.31%	1.24%	1.46%	0.56%	2.80%	0.55%	0.59%	0.00%	1.54%	0.77%	1.01%	0.00%	0.36%	1.70%	0.95%	1.01%	0.46%	1.12%	1.33%	0.72%	1.42%	0.00%	0.16%	0.42%	0.44%	1.54%	0.40%	0.00%	0.00%	1.08%	1.57%	0.62%	4.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	422	33	15	28	28	13	8	5	8	17	5	0	9	4	4	22	23	13	26	7	21	19	4	9	4	35	10	13	4	8	2	0	22	2	0	1									
		3.77%	4.18%	3.90%	4.38%	4.96%	2.38%	4.44%	4.67%	4.42%	3.37%	4.50%	0.00%	3.47%	1.35%	4.44%	3.96%	3.55%	2.07%	4.39%	1.62%	5.87%	5.07%	2.90%	4.25%	3.36%	5.62%	4.24%	5.70%	6.15%	3.17%	2.50%	0.00%	3.96%	1.57%	0.00%	4.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	364	18	17	21	11	12	6	5	5	5	1	2	7	9	2	20	27	46	27	15	9	12	1	9	8	27	6	1	1	10	2	1	16	2	2	1									
		3.25%	2.28%	4.42%	3.29%	1.95%	2.19%	3.33%	4.67%	2.76%	0.99%	0.90%	3.08%	2.70%	3.04%	2.22%	3.60%	4.17%	7.31%	4.56%	3.47%	2.51%	3.20%	0.72%	4.25%	6.72%	4.33%	2.54%	0.44%	1.54%	3.97%	2.50%	1.54%	2.88%	1.57%	1.24%	4.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4808	333	151	248	233	268	87	49	60	271	84	44	123	152	48	225	236	242	214	222	148	155	84	88	47	219	86	100	37	124	48	29	179	65	100	9									
		42.95%	42.21%	39.22%	38.81%	41.24%	48.99%	48.33%	45.79%	33.15%	53.66%	75.68%	67.69%	47.49%	51.35%	53.33%	40.54%	36.48%	38.47%	36.15%	51.39%	41.34%	41.33%	60.87%	41.51%	39.50%	35.15%	36.44%	43.86%	56.92%	49.21%	60.00%	44.62%	32.19%	51.18%	62.11%	36.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	59	4	3	4	4	5	1	1	1	2	0	1	0	0	0	3	2	2	5	2	3	1	1	1	0	2	0	0	0	2	0	1	7	0	0	1									
		0.53%	0.51%	0.78%	0.63%	0.71%	0.91%	0.56%	0.93%	0.55%	0.40%	0.00%	1.54%	0.00%	0.00%	0.00%	0.54%	0.31%	0.32%	0.84%	0.46%	0.84%	0.27%	0.72%	0.47%	0.00%	0.32%	0.00%	0.00%	0.00%	0.79%	0.00%	1.54%	1.26%	0.00%	0.00%	4.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	0	3	0	0	3	1	0	0	2	1	1	0	1	1	3	3	1	1	2	1	1	0	0	1	2	0	0	0	3	0	1	2	1	0	0									
		0.31%	0.00%	0.78%	0.00%	0.00%	0.55%	0.56%	0.00%	0.00%	0.40%	0.90%	1.54%	0.00%	0.34%	1.11%	0.54%	0.46%	0.16%	0.17%	0.46%	0.28%	0.27%	0.00%	0.00%	0.84%	0.32%	0.00%	0.00%	0.00%	1.19%	0.00%	1.54%	0.36%	0.79%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2300	110	91	126	123	125	37	16	55	69	10	9	65	59	17	134	144	155	159	93	99	62	19	46	30	120	50	49	11	43	5	20	115	14	15	5									
		20.55%	13.94%	23.64%	19.72%	21.77%	22.85%	20.56%	14.95%	30.39%	13.66%	9.01%	13.85%	25.10%	19.93%	18.89%	24.14%	22.26%	24.64%	26.86%	21.53%	27.65%	16.53%	13.77%	21.70%	25.21%	19.26%	21.19%	21.49%	16.92%	17.06%	6.25%	30.77%	20.68%	11.02%	9.32%	20.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	47	6	2	2	8	1	0	1	1	3	0	0	1	2	1	2	3	2	2	0	0	0	0	0	0	1	1	1	0	0	3	0	3	1	0	0									
		0.42%	0.76%	0.52%	0.31%	1.42%	0.18%	0.00%	0.93%	0.55%	0.59%	0.00%	0.00%	0.39%	0.68%	1.11%	0.36%	0.46%	0.32%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.42%	0.44%	0.00%	0.00%	3.75%	0.00%	0.54%	0.79%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	83	9	6	7	2	6	0	0	1	4	0	0	0	1	0	4	5	7	6	1	1	2	0	1	0	4	0	2	0	2	0	0	7	1	4	0									
		0.74%	1.14%	1.56%	1.10%	0.35%	1.10%	0.00%	0.00%	0.55%	0.79%	0.00%	0.00%	0.00%	0.34%	0.00%	0.72%	0.77%	1.11%	1.01%	0.23%	0.28%	0.53%	0.00%	0.47%	0.00%	0.64%	0.00%	0.88%	0.00%	0.79%	0.00%	0.00%	1.26%	0.79%	2.48%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	1	2	1	3	0	0	1	0	0	0	0	0	1	2	1	1	0	0	2	2	0	0	0	0	1	0	0	0	1	0	2	0	0	0									
		0.19%	0.00%	0.26%	0.31%	0.18%	0.55%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.36%	0.15%	0.16%	0.00%	0.00%	0.56%	0.53%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	1.25%	0.00%	0.36%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	95	5	1	5	3	4	1	0	1	0	1	0	3	4	1	5	16	6	5	4	2	8	3	0	1	2	3	0	0	2	1	0	7	0	1	0									
		0.85%	0.63%	0.26%	0.78%	0.53%	0.73%	0.56%	0.00%	0.55%	0.00%	0.90%	0.00%	1.16%	1.35%	1.11%	0.90%	2.47%	0.95%	0.84%	0.93%	0.56%	2.13%	2.17%	0.00%	0.84%	0.32%	1.27%	0.00%	0.00%	0.79%	1.25%	0.00%	1.26%	0.00%	0.62%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1971	187	66	153	109	64	29	23	16	87	5	5	30	43	9	82	122	86	92	52	44	72	22	31	21	167	57	46	9	35	16	10	146	20	11	4									
		17.61%	23.70%	17.14%	23.94%	19.29%	11.70%	16.11%	21.50%	8.84%	17.23%	4.50%	7.69%	11.58%	14.53%	10.00%	14.77%	18.86%	13.67%	15.54%	12.04%	12.29%	19.20%	15.94%	14.62%	17.65%	26.81%	24.15%	20.18%	13.85%	13.89%	20.00%	15.38%	26.26%	15.75%	6.83%	16.00%									
