Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Путятинская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650					
1	"Число избирателей, внесенных в списки"	6828	283	109	214	337	225	286	311	279	173	265	162	734	64	1083	1427	238	194	149	77	218					
2	"Число бюллетеней, полученных участковыми комиссиями"	6780	285	110	225	340	225	285	315	275	175	260	160	730	65	1060	1415	230	190	145	70	220					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3370	179	55	102	182	119	126	143	130	81	122	91	354	36	457	799	115	62	70	20	127					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	686	24	22	43	22	31	48	83	54	38	68	19	33	0	43	13	31	41	15	38	20					
6	Число погашенных бюллетеней	2724	82	33	80	136	75	111	89	91	56	70	50	343	29	560	603	84	87	60	12	73					
7	Число бюллетеней в переносных ящиках для голосования	686	24	22	43	22	31	48	83	54	38	68	19	33	0	43	13	31	41	15	38	20					
8	Число бюллетеней в стационарных ящиках для голосования	3369	179	55	102	182	119	126	143	130	81	122	91	354	36	457	798	115	62	70	20	127					
9	Число недействительных бюллетеней	113	5	0	1	6	9	4	11	7	1	7	8	14	0	16	7	2	1	2	2	10					
10	Число действительных бюллетеней	3942	198	77	144	198	141	170	215	177	118	183	102	373	36	484	804	144	102	83	56	137					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	15	10	15	15	15	15	15	15	15	15	15	20	5	25	25	15	15	15	5	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	34	1	0	0	2	1	5	0	0	0	0	0	7	1	2	8	1	0	0	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	22	1	0	0	1	2	1	1	0	0	1	0	2	0	2	2	0	3	0	6	0					
14	Число погашенных открепительных удостоверений	266	14	10	15	13	14	10	15	15	15	15	15	13	4	23	17	14	15	15	5	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
