Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Гайнская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №4801	УИК №4802	УИК №4803	УИК №4804	УИК №4805	УИК №4806	УИК №4807	УИК №4808	УИК №4809	УИК №4810	УИК №4811	УИК №4812	УИК №4813	УИК №4814	УИК №4815	УИК №4816	УИК №4817	УИК №4818	УИК №4819	УИК №4820	УИК №4821	УИК №4822	УИК №4823	УИК №4824	УИК №4825	УИК №4826	УИК №4827	УИК №4828	УИК №4829					
1	"Число избирателей, внесенных в списки"	11951	873	752	1065	489	673	214	74	69	97	252	184	656	122	405	672	132	166	735	107	267	264	707	225	183	166	316	552	928	606					
2	"Число бюллетеней, полученных участковыми комиссиями"	12110	875	761	1074	480	673	220	73	69	121	252	184	675	125	395	661	134	167	756	110	290	282	722	232	184	165	315	555	938	622					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6807	434	445	594	271	398	118	49	47	82	161	93	367	68	241	338	78	115	408	58	158	97	343	142	118	111	200	308	595	370					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	410	17	14	12	12	38	20	8	7	15	7	21	22	6	9	18	3	0	13	5	0	0	68	7	12	0	5	15	21	35					
6	Число погашенных бюллетеней	4893	424	302	468	197	237	82	16	15	24	84	70	286	51	145	305	53	52	335	47	132	185	311	83	54	54	110	232	322	217					
7	Число бюллетеней в переносных ящиках для голосования	409	17	14	12	12	38	20	8	7	15	7	21	22	6	9	18	3	0	13	5	0	0	67	7	12	0	5	15	21	35					
8	Число бюллетеней в стационарных ящиках для голосования	6806	433	445	594	271	398	118	49	47	82	161	93	367	68	241	338	78	115	408	58	158	97	343	142	118	111	200	308	595	370					
9	Число недействительных бюллетеней	263	12	13	26	10	18	14	0	0	7	8	1	22	10	18	33	2	0	6	1	5	6	18	1	1	3	8	5	7	8					
10	Число действительных бюллетеней	6952	438	446	580	273	418	124	57	54	90	160	113	367	64	232	323	79	115	415	62	153	91	392	148	129	108	197	318	609	397					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	255	20	20	20	5	10	5	3	3	3	5	5	10	3	5	15	5	5	15	3	5	5	15	10	5	5	5	15	15	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	104	12	17	11	2	8	2	0	1	1	1	1	0	0	2	12	0	1	2	0	0	1	10	1	0	0	4	6	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	56	5	3	1	0	4	3	0	1	2	5	1	4	0	2	2	1	1	2	2	0	1	2	0	1	1	4	0	6	2					
14	Число погашенных открепительных удостоверений	142	8	3	9	3	2	0	3	2	0	0	4	10	3	3	3	5	4	13	3	5	4	5	9	5	5	1	9	8	13					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
