Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Тутаевская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832					
1	"Число избирателей, внесенных в списки избирателей"	47139	1709	1634	1763	1700	1655	1706	1706	1564	1753	1698	1730	1740	1800	1708	1835	1723	1677	1772	1761	1836	471	556	263	467	234	259	260	180	167	1780	1533	1557	1585	845	390	319	184	318	275	516	510					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43880	1500	1500	1600	1600	1500	1500	1600	1500	1600	1500	1600	1600	1700	1600	1700	1600	1500	1600	1700	1700	500	550	270	500	250	280	290	170	160	1700	1400	1400	1400	750	400	330	180	350	300	500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26175	769	711	856	897	967	1085	1026	933	1063	916	1010	1044	1101	980	1079	858	1047	1072	975	1125	228	215	175	113	115	138	117	119	69	1122	906	911	1001	426	157	81	55	130	98	305	180					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2623	55	49	60	85	14	49	24	31	24	22	19	12	30	30	32	35	27	16	124	31	122	141	30	253	79	58	88	28	64	71	52	69	56	58	129	161	78	93	114	16	94					
6	Число погашенных избирательных бюллетеней	15079	676	740	684	616	519	366	550	536	513	562	571	544	569	590	589	707	426	512	600	544	150	194	65	134	56	84	85	23	27	507	442	420	343	266	114	88	47	127	88	179	226					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2623	55	49	60	85	14	49	24	31	24	22	19	12	30	30	32	35	27	16	124	31	122	141	30	253	79	58	88	28	64	71	52	69	56	58	129	161	78	93	114	16	94					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26165	769	711	856	895	967	1085	1026	933	1061	916	1010	1044	1101	980	1079	858	1046	1069	974	1125	228	215	175	113	115	138	117	119	69	1122	906	910	1001	426	157	81	55	130	98	305	180					
9	Число недействительных избирательных бюллетеней	179	4	15	10	6	11	3	9	5	9	1	5	6	5	3	7	5	3	5	3	8	1	1	3	3	0	1	1	0	0	5	7	6	12	10	0	0	0	2	1	2	1					
10	Число действительных избирательных бюллетеней	28609	820	745	906	974	970	1131	1041	959	1076	937	1024	1050	1126	1007	1104	888	1070	1080	1095	1148	349	355	202	363	194	195	204	147	133	1188	951	973	1045	474	286	242	133	221	211	319	273					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	648	20	20	20	20	20	20	20	23	20	20	20	20	20	20	20	20	20	20	20	20	10	10	20	10	5	5	5	10	5	20	20	20	20	15	10	10	5	10	10	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	381	10	12	10	6	16	13	12	22	14	13	17	19	18	13	10	16	13	15	5	15	10	5	19	0	2	3	0	6	0	8	13	4	9	3	5	6	0	2	0	12	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	305	26	8	14	9	1	6	7	13	16	13	8	11	15	13	14	10	4	5	12	6	9	10	1	1	2	5	2	7	5	5	3	6	2	8	5	3	2	4	1	4	9					
14	Число погашенных неиспользованных открепительных удостоверений	267	10	8	10	14	4	7	8	1	6	7	3	1	2	7	10	4	7	5	15	5	0	5	1	10	3	2	5	4	5	12	7	16	11	12	5	4	5	8	10	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	957	15	17	33	17	24	21	34	27	23	15	36	24	24	24	21	19	29	36	27	34	27	24	9	39	25	16	13	22	10	53	24	27	30	11	33	5	1	33	17	27	11					
		3.32%	1.82%	2.24%	3.60%	1.73%	2.45%	1.85%	3.24%	2.80%	2.12%	1.60%	3.50%	2.27%	2.12%	2.38%	1.89%	2.13%	2.70%	3.32%	2.46%	2.94%	7.71%	6.74%	4.39%	10.66%	12.89%	8.16%	6.34%	14.97%	7.52%	4.44%	2.51%	2.76%	2.84%	2.27%	11.54%	2.07%	0.75%	14.80%	8.02%	8.41%	4.01%					
19	2.Всероссийская политическая партия «Гражданская Сила»	223	3	1	12	3	6	16	6	7	13	10	10	12	7	5	15	4	6	10	9	9	1	0	0	0	0	1	0	0	0	12	18	6	11	3	2	1	0	1	0	0	3					
