Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Тутаевская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820					
1	"Число избирателей, внесенных в список избирателей"	47906	1669	1655	1837	1813	1710	1741	1745	1845	1702	1735	1571	1707	1875	1747	1831	1682	1653	1736	1880	1996	523	595	283	402	264	225	265	199	94	1824	1546	1588	1584	918	203	386	257	287	282	565	486					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	41240	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1400	1500	1500	1500	1500	1500	1500	1500	1500	1600	450	500	250	350	250	200	250	200	90	1500	1400	1400	1400	850	200	350	200	250	250	450	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24643	681	615	969	908	980	1022	992	1055	1056	865	844	944	1111	909	995	830	971	993	906	1144	194	186	138	97	97	118	96	110	5	953	796	858	849	384	125	82	83	102	62	332	186					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2315	77	55	45	58	31	42	34	20	14	21	43	17	26	29	22	16	22	23	186	16	95	114	31	149	86	29	103	34	71	74	30	68	45	80	30	150	82	58	123	12	54					
6	Число погашенных избирательных бюллетеней	14282	742	830	486	534	489	436	474	425	430	614	513	539	363	562	483	654	507	484	408	440	161	200	81	104	67	53	51	56	14	473	574	474	506	386	45	118	35	90	65	106	210					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2315	77	55	45	58	31	42	34	20	14	21	43	17	26	29	22	16	22	23	186	16	95	114	31	149	86	29	103	34	71	74	30	68	45	80	30	150	82	58	123	12	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24639	681	615	969	908	980	1022	992	1055	1056	865	844	944	1111	909	993	830	971	992	906	1143	194	186	138	97	97	118	96	110	5	953	796	858	849	384	125	82	83	102	62	332	186					
9	Число недействительных избирательных бюллетеней	350	8	16	19	18	13	12	9	16	17	17	24	11	13	10	10	12	13	11	9	11	1	1	1	3	2	3	0	0	0	10	14	11	10	11	1	3	3	1	1	4	1					
10	Число действительных избирательных бюллетеней	26604	750	654	995	948	998	1052	1017	1059	1053	869	863	950	1124	928	1005	834	980	1004	1083	1148	288	299	168	243	181	144	199	144	76	1017	812	915	884	453	154	229	162	159	184	340	239					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	690	20	20	20	20	25	30	25	25	20	20	20	20	30	20	30	20	30	20	30	20	10	10	10	10	5	5	5	5	5	20	20	20	20	15	10	10	5	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	448	9	19	8	16	24	21	20	21	20	11	19	19	21	15	23	12	27	17	16	18	2	7	4	2	0	0	1	2	0	18	14	15	13	3	1	0	0	5	1	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	953	17	11	142	116	50	54	49	47	74	46	32	11	63	9	32	21	8	20	19	13	3	5	0	1	3	4	1	0	1	1	2	11	10	2	1	0	3	0	8	54	9					
14	Число погашенных неиспользованных открепительных удостоверений	242	11	1	12	4	1	9	5	4	0	9	1	1	9	5	7	8	3	3	14	2	8	3	6	8	5	5	4	3	5	2	6	5	7	12	9	10	5	5	9	7	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5768	200	194	202	174	227	233	216	241	250	166	181	196	264	198	232	192	168	216	248	272	70	60	48	54	34	35	40	42	26	172	167	217	148	89	19	51	32	38	43	77	36					
		21.40%	26.39%	28.96%	19.92%	18.01%	22.45%	21.90%	21.05%	22.42%	23.36%	18.74%	20.41%	20.40%	23.22%	21.11%	22.86%	22.70%	16.92%	21.28%	22.71%	23.47%	24.22%	20.00%	28.40%	21.95%	18.58%	23.81%	20.10%	29.17%	34.21%	16.75%	20.22%	23.43%	16.55%	19.18%	12.26%	21.98%	19.39%	23.75%	23.24%	22.38%	15.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4236	118	108	127	153	152	143	167	169	134	173	154	163	183	147	163	140	165	170	169	209	45	47	27	29	26	21	28	15	2	175	143	143	139	69	35	28	32	18	17	51	39					
		15.72%	15.57%	16.12%	12.52%	15.84%	15.03%	13.44%	16.28%	15.72%	12.52%	19.53%	17.36%	16.96%	16.09%	15.67%	16.06%	16.55%	16.62%	16.75%	15.48%	18.03%	15.57%	15.67%	15.98%	11.79%	14.21%	14.29%	14.07%	10.42%	2.63%	17.04%	17.31%	15.44%	15.55%	14.87%	22.58%	12.07%	19.39%	11.25%	9.19%	14.83%	16.25%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	507	12	10	16	14	18	25	21	19	25	24	21	30	15	17	20	18	39	32	16	21	5	4	0	2	0	3	5	2	1	15	15	8	10	2	1	9	1	7	2	2	0					
		1.88%	1.58%	1.49%	1.58%	1.45%	1.78%	2.35%	2.05%	1.77%	2.34%	2.71%	2.37%	3.12%	1.32%	1.81%	1.97%	2.13%	3.93%	3.15%	1.47%	1.81%	1.73%	1.33%	0.00%	0.81%	0.00%	2.04%	2.51%	1.39%	1.32%	1.46%	1.82%	0.86%	1.12%	0.43%	0.65%	3.88%	0.61%	4.38%	1.08%	0.58%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7873	201	152	296	294	329	315	315	305	313	232	291	316	347	329	297	227	366	321	313	346	52	57	28	79	40	22	42	29	8	328	255	259	283	120	46	65	33	44	27	81	70					
		29.21%	26.52%	22.69%	29.19%	30.43%	32.54%	29.61%	30.70%	28.37%	29.25%	26.19%	32.81%	32.88%	30.52%	35.07%	29.26%	26.83%	36.86%	31.63%	28.66%	29.85%	17.99%	19.00%	16.57%	32.11%	21.86%	14.97%	21.11%	20.14%	10.53%	31.94%	30.87%	27.97%	31.66%	25.86%	29.68%	28.02%	20.00%	27.50%	14.59%	23.55%	29.17%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	817	10	13	40	33	23	35	33	32	41	27	34	34	46	28	51	19	38	39	41	43	1	4	3	2	0	7	0	0	1	34	26	24	21	7	9	5	0	0	4	7	2					
		3.03%	1.32%	1.94%	3.94%	3.42%	2.27%	3.29%	3.22%	2.98%	3.83%	3.05%	3.83%	3.54%	4.05%	2.99%	5.02%	2.25%	3.83%	3.84%	3.75%	3.71%	0.35%	1.33%	1.78%	0.81%	0.00%	4.76%	0.00%	0.00%	1.32%	3.31%	3.15%	2.59%	2.35%	1.51%	5.81%	2.16%	0.00%	0.00%	2.16%	2.03%	0.83%					
