Выборы Президента Российской Федерации																																																													
Дата голосования: 04.03.2012																																																													
																																																													
Наименование Избирательной комиссии:    Батайская городская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	50																																																											
																																																													
		Сумма	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №2451	УИК №2452	УИК №2457	УИК №2460	УИК №2464	УИК №2465	УИК №2466	УИК №2472	УИК №2473	УИК №2542	УИК №2543	УИК №2582	УИК №2583	УИК №2584	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605									
1	Число избирателей, включенных в список избирателей	87376	1836	1880	1638	1513	1870	1751	1950	1778	2010	1963	1390	1716	1329	1606	2804	2052	1847	1865	1476	2355	1787	1656	1655	1566	1413	1759	2141	1088	1624	1861	1767	1568	1658	1568	1531	1640	2531	1725	1736	1465	1645	1567	1442	1586	1420	2171	1705	1927	1825	1720									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	67857	1397	1427	1222	1156	1429	1313	1784	1331	1777	1499	1073	1301	1339	1214	2085	1544	1404	1435	1112	1780	1557	1240	1271	1175	1073	1342	1628	818	1232	1600	1348	1202	1260	1190	1366	1246	1932	1289	1289	1109	1250	1184	1098	1393	1080	1647	1291	1442	1375	1308									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	51918	1065	1134	920	848	1023	1002	1257	1053	984	1070	724	875	880	838	1649	1192	976	1039	904	1358	1276	958	1116	869	759	803	1344	607	1082	1343	1063	796	997	1048	1213	1055	1421	832	1050	1075	812	1008	826	1266	812	1308	1088	1274	1046	980									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2648	48	27	74	65	16	54	20	29	198	40	18	39	18	32	45	84	19	111	104	75	39	138	88	40	66	79	10	99	24	11	20	102	31	34	32	120	17	163	41	14	48	39	21	11	57	12	59	49	28	40									
6	Число погашенных избирательных бюллетеней	13289	284	266	228	243	390	257	505	249	595	389	331	387	441	344	391	268	409	285	104	347	242	144	67	266	248	460	274	112	126	246	265	304	232	108	121	71	494	294	198	20	390	137	251	116	211	327	144	119	301	288									
