Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Юрлинская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №5301	УИК №5302	УИК №5303	УИК №5304	УИК №5305	УИК №5306	УИК №5307	УИК №5308	УИК №5309	УИК №5310	УИК №5311	УИК №5312	УИК №5313	УИК №5314	УИК №5315	УИК №5316	УИК №5317	УИК №5318	УИК №5319	УИК №5320	УИК №5321	УИК №5322	УИК №5323	УИК №5324	УИК №5325	УИК №5326	УИК №5327	УИК №5328	УИК №5329					
1	"Число избирателей, внесенных в списки"	8161	438	2701	66	147	65	288	70	176	129	435	124	340	68	338	67	193	169	347	157	321	214	89	152	197	488	51	104	138	89					
2	"Число бюллетеней, полученных участковыми комиссиями"	7955	450	2400	75	145	65	285	75	175	130	430	125	370	70	330	60	215	185	350	155	330	225	90	150	180	500	55	110	135	90					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4716	176	1500	58	94	41	159	61	126	74	257	65	212	49	196	53	136	106	175	85	170	111	58	90	130	277	38	70	83	66					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	716	96	59	0	12	6	42	2	12	26	39	6	29	8	39	5	12	10	104	31	80	13	2	31	9	34	0	0	4	5					
6	Число погашенных бюллетеней	2523	178	841	17	39	18	84	12	37	30	134	54	129	13	95	2	67	69	71	39	80	101	30	29	41	189	17	40	48	19					
7	Число бюллетеней в переносных ящиках для голосования	716	96	59	0	12	6	42	2	12	26	39	6	29	8	39	5	12	10	104	31	80	13	2	31	9	34	0	0	4	5					
8	Число бюллетеней в стационарных ящиках для голосования	4715	176	1500	58	94	41	159	61	126	73	257	65	212	49	196	53	136	106	175	85	170	111	58	90	130	277	38	70	83	66					
9	Число недействительных бюллетеней	174	3	35	0	1	0	13	6	11	3	16	2	7	2	10	0	3	8	7	2	4	10	1	6	6	10	1	1	3	3					
10	Число действительных бюллетеней	5257	269	1524	58	105	47	188	57	127	96	280	69	234	55	225	58	145	108	272	114	246	114	59	115	133	301	37	69	84	68					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	269	10	50	5	5	5	10	5	10	5	20	5	10	5	10	5	13	8	10	8	10	10	5	5	10	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	112	0	46	3	2	0	4	0	2	2	2	1	6	0	6	3	10	6	4	6	3	0	1	0	0	5	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	69	1	22	6	1	1	1	2	1	3	2	1	2	1	5	4	1	1	1	1	3	0	2	2	2	0	1	0	1	1					
14	Число погашенных открепительных удостоверений	222	10	4	2	3	5	6	5	8	3	18	4	4	5	4	2	3	2	71	2	7	10	4	5	10	5	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	8	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
