Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Пучежская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698					
1	"Число избирателей, внесенных в списки избирателей"	13071	1315	1577	662	1332	588	1789	1048	513	339	151	595	394	345	218	162	118	202	132	195	407	482	194	146	167					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12408	1237	1433	638	1200	480	1570	980	512	334	174	580	376	340	230	192	131	234	173	208	400	450	200	168	168					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7100	805	914	363	701	323	953	573	288	170	53	315	198	138	82	96	84	116	82	121	197	253	98	86	91					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1303	38	93	29	69	40	91	26	70	73	53	61	74	71	74	19	5	47	35	34	88	57	73	49	34					
6	Число погашенных избирательных бюллетеней	4005	394	426	246	430	117	526	381	154	91	68	204	104	131	74	77	42	71	56	53	115	140	29	33	43					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1303	38	93	29	69	40	91	26	70	73	53	61	74	71	74	19	5	47	35	34	88	57	73	49	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7100	805	914	363	701	323	953	573	288	170	53	315	198	138	82	96	84	116	82	121	197	253	98	86	91					
9	Число недействительных избирательных бюллетеней	77	4	6	5	12	22	5	8	0	1	1	1	1	1	1	0	1	2	0	1	0	4	1	0	0					
10	Число действительных избирательных бюллетеней	8326	839	1001	387	758	341	1039	591	358	242	105	375	271	208	155	115	88	161	117	154	285	306	170	135	125					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	226	16	25	15	12	2	12	12	8	8	7	11	10	7	7	7	7	10	9	7	8	13	7	0	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	195	16	25	13	12	2	12	5	8	8	7	9	10	7	3	4	3	10	9	7	6	12	7	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	120	12	16	5	26	3	13	0	4	3	1	4	2	1	4	4	2	3	2	2	3	4	1	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	31	0	0	2	0	0	0	7	0	0	0	2	0	0	4	3	4	0	0	0	2	1	0	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	352	17	34	8	27	20	18	12	12	38	9	17	16	6	8	11	5	12	9	9	15	22	9	3	15					
		4.19%	2.02%	3.38%	2.04%	3.51%	5.51%	1.72%	2.00%	3.35%	15.64%	8.49%	4.52%	5.88%	2.87%	5.13%	9.57%	5.62%	7.36%	7.69%	5.81%	5.26%	7.10%	5.26%	2.22%	12.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	44	2	13	4	3	3	7	1	1	0	0	3	1	1	1	0	0	0	0	1	3	0	0	0	0					
