Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Пучежская																														
																														
Сводная таблица предварительных итогов голосования																														
																														
		Сумма	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693					
1	"Число избирателей, внесенных в список избирателей"	12408	1553	1078	839	1324	517	1782	1038	525	330	113	534	631	206	152	99	156	118	152	369	431	166	152	143					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12255	1575	1075	875	1275	500	1775	1025	500	325	100	525	625	200	150	100	150	120	150	350	425	170	140	125					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6493	852	601	515	639	239	844	556	255	146	59	277	257	78	96	73	91	84	99	187	276	79	94	96					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1443	126	76	88	80	110	90	33	72	56	38	94	138	81	18	17	34	29	41	71	38	50	41	22					
6	Число погашенных избирательных бюллетеней	4319	597	398	272	556	151	841	436	173	123	3	154	230	41	36	10	25	7	10	92	111	41	5	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1443	126	76	88	80	110	90	33	72	56	38	94	138	81	18	17	34	29	41	71	38	50	41	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6491	852	599	515	639	239	844	556	255	146	59	277	257	78	96	73	91	84	99	187	276	79	94	96					
9	Число недействительных избирательных бюллетеней	110	18	8	8	8	18	10	6	3	2	3	9	2	0	1	1	1	0	1	4	7	0	0	0					
10	Число действительных избирательных бюллетеней	7824	960	667	595	711	331	924	583	324	200	94	362	393	159	113	89	124	113	139	254	307	129	135	118					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	271	15	15	10	15	1	15	5	10	14	14	15	15	13	9	7	14	14	20	15	15	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	269	15	15	8	15	1	15	5	10	14	14	15	15	13	9	7	14	14	20	15	15	10	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	143	20	15	15	16	7	15	13	6	4	3	6	4	1	4	1	0	4	3	2	0	1	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	2	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	995	178	97	87	74	38	110	97	37	24	6	36	51	14	12	7	10	4	10	21	29	17	12	24					
		12.54%	18.20%	14.37%	14.43%	10.29%	10.89%	11.78%	16.47%	11.31%	11.88%	6.19%	9.70%	12.91%	8.81%	10.53%	7.78%	8.00%	3.54%	7.14%	8.14%	9.24%	13.18%	8.89%	20.34%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	973	90	68	59	123	42	127	65	56	25	6	59	62	18	14	4	18	14	20	40	30	15	9	9					
		12.26%	9.20%	10.07%	9.78%	17.11%	12.03%	13.60%	11.04%	17.13%	12.38%	6.19%	15.90%	15.70%	11.32%	12.28%	4.44%	14.40%	12.39%	14.29%	15.50%	9.55%	11.63%	6.67%	7.63%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	1	9	7	7	12	4	8	3	1	0	1	2	1	0	0	1	0	0	1	4	0	2	0					
		0.81%	0.10%	1.33%	1.16%	0.97%	3.44%	0.43%	1.36%	0.92%	0.50%	0.00%	0.27%	0.51%	0.63%	0.00%	0.00%	0.80%	0.00%	0.00%	0.39%	1.27%	0.00%	1.48%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1976	264	202	178	154	46	234	186	62	52	28	101	83	44	36	17	26	19	33	64	87	28	22	10					
		24.91%	26.99%	29.93%	29.52%	21.42%	13.18%	25.05%	31.58%	18.96%	25.74%	28.87%	27.22%	21.01%	27.67%	31.58%	18.89%	20.80%	16.81%	23.57%	24.81%	27.71%	21.71%	16.30%	8.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	112	12	17	6	15	11	5	15	4	0	2	5	10	5	0	0	1	0	0	1	0	1	2	0					
		1.41%	1.23%	2.52%	0.99%	2.09%	3.15%	0.54%	2.55%	1.22%	0.00%	2.06%	1.35%	2.53%	3.14%	0.00%	0.00%	0.80%	0.00%	0.00%	0.39%	0.00%	0.78%	1.48%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3667	410	272	254	333	176	437	209	162	97	52	160	185	77	51	61	68	76	76	126	155	68	87	75					
		46.22%	41.92%	40.30%	42.12%	46.31%	50.43%	46.79%	35.48%	49.54%	48.02%	53.61%	43.13%	46.84%	48.43%	44.74%	67.78%	54.40%	67.26%	54.29%	48.84%	49.36%	52.71%	64.44%	63.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	37	5	2	4	5	6	7	3	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0					
		0.47%	0.51%	0.30%	0.66%	0.70%	1.72%	0.75%	0.51%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.64%	0.00%	0.74%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
