Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Калязинская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403					
1	"Число избирателей, внесенных в списки"	18732	408	184	159	209	278	365	238	292	345	128	161	204	998	419	214	179	451	207	200	405	219	301	82	2321	1288	2884	2536	2979	78					
2	"Число бюллетеней, полученных участковыми комиссиями"	18650	400	205	155	215	280	360	250	300	380	132	180	210	1000	425	210	185	450	205	206	425	215	325	77	2270	1260	2850	2500	2900	80					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9732	194	89	99	79	163	139	118	152	163	71	51	89	462	248	166	75	217	109	80	211	93	122	70	1245	683	1494	1374	1604	72					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1848	89	61	31	52	54	118	65	53	99	18	90	67	98	60	0	63	137	54	101	95	100	108	0	65	36	29	45	60	0					
6	Число погашенных бюллетеней	7070	117	55	25	84	63	103	67	95	118	43	39	54	440	117	44	47	96	42	25	119	22	95	7	960	541	1327	1081	1236	8					
7	Число бюллетеней в переносных ящиках для голосования	1848	89	61	31	52	54	118	65	53	99	18	90	67	98	60	0	63	137	54	101	95	100	108	0	65	36	29	45	60	0					
8	Число бюллетеней в стационарных ящиках для голосования	9728	194	89	99	79	163	139	118	152	163	71	51	89	462	248	166	75	217	109	80	211	93	122	70	1245	683	1493	1371	1604	72					
9	Число недействительных бюллетеней	149	1	2	1	0	1	9	5	0	5	3	0	0	8	1	1	2	3	1	0	0	0	0	0	12	24	15	30	25	0					
10	Число действительных бюллетеней	11427	282	148	129	131	216	248	178	205	257	86	141	156	552	307	165	136	351	162	181	306	193	230	70	1298	695	1507	1386	1639	72					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	381	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	11	10	0	30	30	30	30	30	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	110	1	0	0	2	3	3	1	0	4	0	1	0	1	2	0	1	6	0	0	1	11	5	0	17	6	22	9	14	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	72	2	2	2	2	0	2	5	0	3	0	9	1	1	3	4	1	2	2	1	1	2	1	0	4	11	3	6	2	0					
14	Число погашенных открепительных удостоверений	271	9	10	10	8	7	7	9	10	6	10	9	10	19	8	10	9	4	10	10	9	0	5	0	13	24	8	21	16	0					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	168	4	2	2	4	5	1	2	3	7	2	0	2	10	2	1	1	9	4	0	1	2	2	0	17	13	30	24	17	1					
		1.45%	1.41%	1.33%	1.53%	3.05%	2.30%	0.38%	1.09%	1.46%	2.67%	2.24%	0.0%	1.28%	1.78%	0.64%	0.60%	0.72%	2.54%	2.45%	0.0%	0.32%	1.03%	0.86%	0.0%	1.29%	1.80%	1.97%	1.69%	1.02%	1.38%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	252	8	2	2	3	3	3	3	0	2	1	4	4	9	4	0	1	2	3	1	8	4	4	1	26	22	44	33	53	2					
		2.17%	2.82%	1.33%	1.53%	2.29%	1.38%	1.16%	1.63%	0.0%	0.76%	1.12%	2.83%	2.56%	1.60%	1.29%	0.0%	0.72%	0.56%	1.84%	0.55%	2.61%	2.07%	1.73%	1.42%	1.98%	3.05%	2.89%	2.33%	3.18%	2.77%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	346	14	6	3	4	11	15	2	5	3	3	4	7	12	12	5	6	8	6	5	10	2	7	9	49	23	40	26	44	5					
		2.98%	4.94%	4.0%	2.30%	3.05%	5.06%	5.83%	1.09%	2.43%	1.14%	3.37%	2.83%	4.48%	2.14%	3.89%	3.01%	4.34%	2.25%	3.68%	2.76%	3.26%	1.03%	3.04%	12.85%	3.74%	3.19%	2.62%	1.83%	2.64%	6.94%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	312	5	0	0	4	4	6	0	0	6	2	4	0	18	5	2	0	4	5	4	6	1	4	0	44	22	49	50	64	3					
