Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Уметская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038					
1	"Число избирателей, внесенных в списки"	10200	400	299	318	230	417	377	421	448	471	334	114	246	296	176	420	512	679	1326	2716					
2	"Число бюллетеней, полученных участковыми комиссиями"	9600	380	275	303	218	393	354	405	412	440	308	105	224	282	160	395	490	646	1260	2550					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5273	223	171	221	172	287	171	211	201	239	176	73	152	203	110	224	279	362	476	1322					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	882	53	44	35	17	40	54	72	38	62	63	19	30	53	31	76	63	32	24	76					
6	Число погашенных бюллетеней	3428	104	60	47	29	66	129	122	172	139	69	13	41	26	19	95	148	252	760	1137					
7	Число бюллетеней в переносных ящиках для голосования	882	53	44	35	17	40	54	72	38	62	63	19	30	53	31	76	63	32	24	76					
8	Число бюллетеней в стационарных ящиках для голосования	5273	223	171	221	172	287	171	211	201	239	176	73	152	203	110	224	279	362	476	1322					
9	Число недействительных бюллетеней	209	16	9	12	10	7	14	6	9	2	9	7	6	8	7	10	13	31	12	21					
10	Число действительных бюллетеней	5946	260	206	244	179	320	211	277	230	299	230	85	176	248	134	290	329	363	488	1377					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	4	3	3	2	4	4	4	4	5	3	2	2	3	2	4	5	7	13	26					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	22	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	21	0	0	0	1	1	1	0	1	3	0	2	1	0	1	0	2	0	2	6					
14	Число погашенных открепительных удостоверений	78	4	3	3	1	4	4	3	3	5	3	2	2	3	2	4	5	7	11	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	17	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	15					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	138	9	3	2	6	8	5	7	8	3	13	4	6	3	2	4	6	8	10	31					
		2.24%	3.26%	1.39%	0.78%	3.17%	2.44%	2.22%	2.47%	3.34%	0.99%	5.43%	4.34%	3.29%	1.17%	1.41%	1.33%	1.75%	2.03%	2.0%	2.21%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	53	2	1	2	0	0	3	2	3	1	1	0	3	2	1	4	6	1	6	15					
		0.86%	0.72%	0.46%	0.78%	0.0%	0.0%	1.33%	0.70%	1.25%	0.33%	0.41%	0.0%	1.64%	0.78%	0.70%	1.33%	1.75%	0.25%	1.2%	1.07%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	160	8	0	4	3	5	16	7	12	9	4	2	2	5	3	7	23	12	10	28					
		2.59%	2.89%	0.0%	1.56%	1.58%	1.52%	7.11%	2.47%	5.02%	2.99%	1.67%	2.17%	1.09%	1.95%	2.12%	2.33%	6.72%	3.04%	2.0%	2.00%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	78	5	1	1	2	2	3	2	6	4	2	5	3	3	0	2	1	8	7	21					
		1.26%	1.81%	0.46%	0.39%	1.05%	0.61%	1.33%	0.70%	2.51%	1.32%	0.83%	5.43%	1.64%	1.17%	0.0%	0.66%	0.29%	2.03%	1.4%	1.50%					
22	"5. ""За Русь Святую"""	55	1	1	1	3	2	3	3	4	5	1	3	0	3	0	4	2	4	0	15					
		0.89%	0.36%	0.46%	0.39%	1.58%	0.61%	1.33%	1.06%	1.67%	1.66%	0.41%	3.26%	0.0%	1.17%	0.0%	1.33%	0.58%	1.01%	0.0%	1.07%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	0	0	0	2	0	2	0	7	1	1	0	1	2	0	2	0	2	2	1					
		0.37%	0.0%	0.0%	0.0%	1.05%	0.0%	0.88%	0.0%	2.92%	0.33%	0.41%	0.0%	0.54%	0.78%	0.0%	0.66%	0.0%	0.50%	0.4%	0.07%					
24	"7. ""Новый курс - Автомобильная Россия"""	30	3	3	0	0	5	0	2	2	2	2	1	0	0	0	0	3	1	1	5					
		0.48%	1.08%	1.39%	0.0%	0.0%	1.52%	0.0%	0.70%	0.83%	0.66%	0.83%	1.08%	0.0%	0.0%	0.0%	0.0%	0.87%	0.25%	0.2%	0.35%					
25	"8. ""Народно-республиканская партия России"""	23	0	0	2	0	1	2	2	2	0	2	0	1	1	0	2	2	1	1	4					
		0.37%	0.0%	0.0%	0.78%	0.0%	0.30%	0.88%	0.70%	0.83%	0.0%	0.83%	0.0%	0.54%	0.39%	0.0%	0.66%	0.58%	0.25%	0.2%	0.28%					
26	"9. ""Российская экологическая партия ""Зеленые"""	15	0	1	0	1	0	0	1	2	2	0	0	0	1	1	1	0	0	1	4					
		0.24%	0.0%	0.46%	0.0%	0.52%	0.0%	0.0%	0.35%	0.83%	0.66%	0.0%	0.0%	0.0%	0.39%	0.70%	0.33%	0.0%	0.0%	0.2%	0.28%					
27	"10. ""Аграрная партия России"""	538	20	27	47	14	13	22	13	30	32	20	9	44	38	11	34	20	29	22	93					
		8.74%	7.24%	12.55%	18.35%	7.40%	3.97%	9.77%	4.59%	12.55%	10.63%	8.36%	9.78%	24.17%	14.84%	7.80%	11.33%	5.84%	7.36%	4.4%	6.65%					
28	"11. ""Истинные патриоты России"""	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2					
