Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Асбестовская городская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №2607					
1	"Число избирателей, внесенных в список избирателей"	61227	353	1671	1720	2787	2784	2650	2333	2798	2854	2609	2490	1407	1851	1999	2459	2413	2674	2662	2661	2743	2799	2767	2089	2129	2738	2206	339	242					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	59650	350	1600	1600	2750	2600	2600	2300	2750	2800	2600	2400	1300	1800	1900	2400	2400	2600	2600	2600	2700	2800	2700	2100	2100	2600	2100	300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29764	225	981	598	996	1361	1376	1051	1466	1303	1422	1180	724	985	1095	1344	1113	1432	1366	1367	1382	1415	1299	1021	957	1346	704	127	128					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1036	2	51	19	74	82	13	14	13	43	24	34	22	16	25	25	30	32	32	36	34	63	70	20	24	71	54	10	103					
6	Число погашенных избирательных бюллетеней	28850	123	568	983	1680	1157	1211	1235	1271	1454	1154	1186	554	799	780	1031	1257	1136	1202	1197	1284	1322	1331	1059	1119	1183	1342	163	69					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1036	2	51	19	74	82	13	14	13	43	24	34	22	16	25	25	30	32	32	36	34	63	70	20	24	71	54	10	103					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29735	225	981	598	996	1358	1375	1051	1466	1303	1400	1180	724	985	1095	1344	1113	1432	1366	1367	1381	1415	1299	1021	957	1344	704	127	128					
9	Число недействительных избирательных бюллетеней	670	4	29	13	23	23	25	13	23	16	14	26	24	22	21	44	25	44	28	38	22	34	34	25	16	49	27	1	7					
10	Число действительных избирательных бюллетеней	30101	223	1003	604	1047	1417	1363	1052	1456	1330	1410	1188	722	979	1099	1325	1118	1420	1370	1365	1393	1444	1335	1016	965	1366	731	136	224					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	880	10	23	23	38	38	37	32	39	40	38	38	20	25	28	34	34	36	36	37	38	39	37	59	29	37	29	6	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	469	6	15	10	17	18	16	22	16	18	29	20	11	15	16	16	15	21	13	19	23	23	29	30	23	14	10	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	243	2	7	26	5	9	7	14	7	3	16	10	5	7	10	2	3	14	6	4	8	14	13	11	16	10	9	5	0					
14	Число погашенных неиспользованных открепительных удостоверений	411	4	8	13	21	20	21	10	23	22	9	18	9	10	12	18	19	15	23	18	15	16	8	29	6	23	19	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7110	21	178	97	198	326	380	241	413	355	380	262	232	269	285	401	241	335	336	316	334	351	279	201	205	260	138	19	57					
		23.11%	9.25%	17.25%	15.72%	18.50%	22.64%	27.38%	22.63%	27.92%	26.37%	26.69%	21.58%	31.10%	26.87%	25.45%	29.29%	21.08%	22.88%	24.03%	22.52%	23.60%	23.75%	20.38%	19.31%	20.90%	18.37%	18.21%	13.87%	24.68%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6080	47	196	125	265	291	230	238	317	249	294	254	129	180	208	235	241	271	275	280	288	300	259	231	178	251	174	36	38					
		19.76%	20.70%	18.99%	20.26%	24.77%	20.21%	16.57%	22.35%	21.43%	18.50%	20.65%	20.92%	17.29%	17.98%	18.57%	17.17%	21.08%	18.51%	19.67%	19.96%	20.35%	20.30%	18.92%	22.19%	18.14%	17.74%	22.96%	26.28%	16.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	210	2	4	4	12	4	4	12	9	6	7	3	4	4	9	15	14	9	9	10	15	10	11	6	11	7	5	3	1					
		0.68%	0.88%	0.39%	0.65%	1.12%	0.28%	0.29%	1.13%	0.61%	0.45%	0.49%	0.25%	0.54%	0.40%	0.80%	1.10%	1.22%	0.61%	0.64%	0.71%	1.06%	0.68%	0.80%	0.58%	1.12%	0.49%	0.66%	2.19%	0.43%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3988	24	101	75	143	167	163	122	160	180	192	154	92	154	153	195	177	188	173	189	161	198	188	122	149	224	106	17	21					
		12.96%	10.57%	9.79%	12.16%	13.36%	11.60%	11.74%	11.46%	10.82%	13.37%	13.48%	12.69%	12.33%	15.38%	13.66%	14.24%	15.49%	12.84%	12.37%	13.47%	11.38%	13.40%	13.73%	11.72%	15.19%	15.83%	13.98%	12.41%	9.09%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1011	2	16	9	31	44	37	37	53	48	40	38	31	45	53	40	41	70	40	37	48	49	45	41	28	54	26	2	6					
		3.29%	0.88%	1.55%	1.46%	2.90%	3.06%	2.67%	3.47%	3.58%	3.57%	2.81%	3.13%	4.16%	4.50%	4.73%	2.92%	3.59%	4.78%	2.86%	2.64%	3.39%	3.32%	3.29%	3.94%	2.85%	3.82%	3.43%	1.46%	2.60%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11085	123	461	277	381	561	531	381	475	466	468	462	224	309	375	424	371	505	510	520	532	501	525	385	379	526	258	57	98					
		36.02%	54.19%	44.67%	44.89%	35.61%	38.96%	38.26%	35.77%	32.12%	34.62%	32.87%	38.06%	30.03%	30.87%	33.48%	30.97%	32.46%	34.49%	36.48%	37.06%	37.60%	33.90%	38.35%	36.98%	38.63%	37.17%	34.04%	41.61%	42.42%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	617	4	47	17	17	24	18	21	29	26	29	15	10	18	16	15	33	42	27	13	15	35	28	30	15	44	24	2	3					
		2.01%	1.76%	4.55%	2.76%	1.59%	1.67%	1.30%	1.97%	1.96%	1.93%	2.04%	1.24%	1.34%	1.80%	1.43%	1.10%	2.89%	2.87%	1.93%	0.93%	1.06%	2.37%	2.05%	2.88%	1.53%	3.11%	3.17%	1.46%	1.30%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
