Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Асбестовская городская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №2607					
1	"Число избирателей, внесенных в списки избирателей"	63946	1763	2993	2830	2863	2708	2374	2864	2865	2886	2647	1401	1885	2167	2592	2388	2880	2762	2758	2797	2826	2791	2127	2258	2694	2177	337	313					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	59500	1600	2500	2600	2600	2500	2250	2700	2750	2750	2500	1400	1800	2000	2450	2200	2700	2600	2650	2650	2700	2600	2000	2100	2200	2100	300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	36938	1175	1716	1337	1662	1642	1352	1754	1546	1761	1526	866	1228	1301	1627	1238	1763	1644	1680	1661	1725	1539	1199	1148	1411	1042	162	233					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2001	45	208	133	110	27	27	36	60	42	44	37	27	27	35	92	131	37	65	53	52	97	71	91	369	71	14	0					
6	Число погашенных избирательных бюллетеней	20558	380	573	1130	828	831	871	910	1144	947	930	497	545	672	788	870	806	919	905	936	923	964	730	861	420	987	124	67					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2001	45	208	133	110	27	27	36	60	42	44	37	27	27	35	92	131	37	65	53	52	97	71	91	369	71	14	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36930	1175	1713	1337	1661	1642	1352	1754	1546	1757	1526	866	1228	1301	1627	1238	1763	1644	1680	1661	1725	1539	1199	1148	1411	1042	162	233					
9	Число недействительных избирательных бюллетеней	304	17	12	6	14	14	14	11	7	12	11	7	8	17	11	5	13	15	17	10	13	8	12	17	21	10	1	1					
10	Число действительных избирательных бюллетеней	38627	1203	1909	1464	1757	1655	1365	1779	1599	1787	1559	896	1247	1311	1651	1325	1881	1666	1728	1704	1764	1628	1258	1222	1759	1103	175	232					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	680	15	50	20	20	30	20	30	30	35	35	20	20	25	35	30	30	20	30	40	30	38	20	20	20	10	2	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	668	15	50	20	20	30	20	30	30	34	32	20	20	25	32	29	29	20	30	39	30	38	20	20	20	10	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	265	16	20	4	8	9	12	9	2	8	9	5	4	9	14	8	17	15	8	18	16	4	9	26	5	4	0	6					
14	Число погашенных неиспользованных открепительных удостоверений	12	0	0	0	0	0	0	0	0	1	3	0	0	0	3	1	1	0	0	1	0	0	0	0	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	2	0	1	1	0	1	0	1	1	0	1	0	0	0	0	5	1	0	0	3	1	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	691	10	22	24	19	22	19	36	32	30	35	20	32	27	30	26	40	33	42	32	40	27	16	25	33	17	1	1					
		1.77%	0.82%	1.15%	1.63%	1.07%	1.32%	1.38%	2.01%	1.99%	1.67%	2.23%	2.21%	2.55%	2.03%	1.81%	1.95%	2.11%	1.96%	2.41%	1.87%	2.25%	1.65%	1.26%	2.02%	1.85%	1.53%	0.57%	0.43%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1200	41	26	45	57	54	45	57	42	96	43	43	30	35	65	38	61	45	41	60	58	49	40	34	58	25	10	2					
		3.08%	3.36%	1.35%	3.06%	3.22%	3.24%	3.26%	3.18%	2.62%	5.34%	2.74%	4.76%	2.39%	2.64%	3.91%	2.86%	3.22%	2.68%	2.35%	3.50%	3.26%	2.99%	3.15%	2.74%	3.26%	2.25%	5.68%	0.86%					
20	3.Политическая партия «Демократическая партия России»	29	0	1	0	0	1	2	2	0	1	0	0	2	1	1	0	3	0	2	4	2	0	2	3	1	1	0	0					
		0.07%	0.00%	0.05%	0.00%	0.00%	0.06%	0.15%	0.11%	0.00%	0.06%	0.00%	0.00%	0.16%	0.08%	0.06%	0.00%	0.16%	0.00%	0.11%	0.23%	0.11%	0.00%	0.16%	0.24%	0.06%	0.09%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3337	53	72	96	138	125	96	164	133	171	140	89	122	166	180	103	167	182	167	164	169	154	79	117	182	86	6	16					
		8.57%	4.34%	3.75%	6.53%	7.79%	7.49%	6.96%	9.16%	8.28%	9.51%	8.92%	9.86%	9.72%	12.50%	10.83%	7.74%	8.82%	10.83%	9.57%	9.57%	9.51%	9.41%	6.22%	9.44%	10.22%	7.73%	3.41%	6.87%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	349	4	18	5	15	15	7	27	30	18	15	4	12	16	12	13	15	6	14	16	20	18	8	13	19	8	1	0					
		0.90%	0.33%	0.94%	0.34%	0.85%	0.90%	0.51%	1.51%	1.87%	1.00%	0.96%	0.44%	0.96%	1.20%	0.72%	0.98%	0.79%	0.36%	0.80%	0.93%	1.13%	1.10%	0.63%	1.05%	1.07%	0.72%	0.57%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	89	1	3	1	3	6	3	4	4	6	2	1	2	7	5	1	4	3	2	7	5	2	5	1	7	3	1	0					
		0.23%	0.08%	0.16%	0.07%	0.17%	0.36%	0.22%	0.22%	0.25%	0.33%	0.13%	0.11%	0.16%	0.53%	0.30%	0.08%	0.21%	0.18%	0.11%	0.41%	0.28%	0.12%	0.39%	0.08%	0.39%	0.27%	0.57%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4854	129	249	238	254	209	189	200	219	226	175	86	150	178	202	164	223	195	206	200	225	176	192	157	206	163	15	28					
		12.47%	10.57%	12.96%	16.19%	14.34%	12.52%	13.71%	11.17%	13.64%	12.56%	11.15%	9.52%	11.95%	13.40%	12.15%	12.33%	11.77%	11.60%	11.81%	11.67%	12.66%	10.76%	15.12%	12.67%	11.57%	14.65%	8.52%	12.02%					
